Function,Rule_ID,Match_Type,Confidence,Source,Service,Resource
"alicloud.oss.bucket.server_access_logging_enabled, alicloud_actiontrail_s3_dataevents_read_enabled, alicloud_actiontrail_multi_region_enabled, alicloud_actiontrail_cloudwatch_logging_enabled, alicloud_analyticdb_cluster_audit_logging","alicloud.oss.bucket.server_access_logging_enabled, alicloud_actiontrail_s3_dataevents_read_enabled, alicloud_actiontrail_multi_region_enabled, alicloud_actiontrail_cloudwatch_logging_enabled, alicloud_analyticdb_cluster_audit_logging",exact,1.0000,generated,oss,bucket
"alicloud.oss.bucket.server_access_logging_enabled, alicloud_actiontrail_s3_dataevents_read_enabled, alicloud_actiontrail_multi_region_enabled, alicloud_actiontrail_cloudwatch_logging_enabled, alicloud_analyticdb_cluster_audit_logging, alicloud_config_recorder_all_regions_enabled, alicloud_oss_bucket_object_versioning, alicloud_actiontrail_log_file_validation_enabled, alicloud_oss_bucket_cross_region_replication","alicloud.oss.bucket.server_access_logging_enabled, alicloud_actiontrail_s3_dataevents_read_enabled, alicloud_actiontrail_multi_region_enabled, alicloud_actiontrail_cloudwatch_logging_enabled, alicloud_analyticdb_cluster_audit_logging, alicloud_config_recorder_all_regions_enabled, alicloud_oss_bucket_object_versioning, alicloud_actiontrail_log_file_validation_enabled, alicloud_oss_bucket_cross_region_replication",exact,1.0000,generated,oss,bucket
alicloud.oss.bucket.versioning_enabled,alicloud.oss.bucket.versioning_properly_configured,medium_similarity,0.6250,catalog_similarity,oss,bucket
alicloud.oss.ensure.alicloud_services_are_trusted_to_access_is_enabled,alicloud.oss.ensure.alicloud_services_are_trusted_to_access_is_enabled,exact,1.0000,generated,oss,ensure
alicloud.oss.ensure.encryption_with_customer_managed_keys,alicloud.oss.ensure.encryption_with_customer_managed_keys,exact,1.0000,generated,oss,ensure
alicloud.oss.ensure.minimum_tls_version_12,alicloud.oss.ensure.minimum_tls_version_12,exact,1.0000,generated,oss,ensure
alicloud.oss.ensure.private_endpoints_in_storage_accounts,alicloud.oss.ensure.private_endpoints_in_storage_accounts,exact,1.0000,generated,oss,ensure
alicloud.oss.ensure.soft_delete_is_enabled,alicloud.oss.ensure.soft_delete_is_enabled,exact,1.0000,generated,oss,ensure
alicloud.oss.infrastructure.encryption_is_enabled,alicloud.oss.infrastructure.encryption_is_enabled,exact,1.0000,generated,oss,infrastructure
alicloud.oss.secure.transfer_required_is_enabled,alicloud.oss.secure.transfer_required_is_enabled,exact,1.0000,generated,oss,secure
alicloud.oss.vaults.policy_public_access,alicloud.oss.vaults.policy_public_access,exact,1.0000,generated,oss,vaults
alicloud.oss.website.https_only,alicloud.oss.website.https_enforced,medium_similarity,0.5833,catalog_similarity,oss,website
alicloud.pai.endpoint.config_prod_variant_instances,alicloud.pai.endpoint.config_prod_variant_instances,exact,1.0000,generated,pai,endpoint
alicloud.pai.model.invocation_logging_enabled,alicloud.pai.model.invocation_logging_enabled,exact,1.0000,generated,pai,model
alicloud.pai.model.invocation_logs_encryption_enabled,alicloud.pai.model.registry_artifact_encryption_enabled,medium_similarity,0.6571,catalog_similarity,pai,model
alicloud.pai.models.vpc_settings_configured,alicloud.pai.model.vpc_settings_configured,exact,1.0000,final_service_match,pai,models
alicloud.pai.notebook.instance_encryption_enabled,alicloud.pai.notebook.instance_encryption_enabled,exact,1.0000,generated,pai,notebook
alicloud.pai.notebook.instance_vpc_settings_configured,alicloud.pai.notebook.instance_vpc_settings_configured,exact,1.0000,generated,pai,notebook
alicloud.pai.notebook.instance_without_direct_internet_access_configured,alicloud.pai.notebook.instance_without_direct_internet_access_configured,exact,1.0000,generated,pai,notebook
alicloud.pai.notebook_instance.instance_encryption_enabled,alicloud.pai.notebook_instance.instance_encryption_enabled,exact,1.0000,generated,pai,notebook_instance
alicloud.pai.notebook_instance.instance_without_direct_internet_access_configured,alicloud.pai.notebook_instance.instance_without_direct_internet_access_configured,exact,1.0000,generated,pai,notebook_instance
alicloud.pai.training.jobs_intercontainer_encryption_enabled,alicloud.pai.training.job_input_output_encrypted,medium_similarity,0.5938,catalog_similarity,pai,training
alicloud.pai.training.jobs_volume_and_output_encryption_enabled,alicloud.pai.training.jobs_volume_and_output_encryption_enabled,exact,1.0000,generated,pai,training
alicloud.pai.training.jobs_vpc_settings_configured,alicloud.pai.training.job_private_networking_enforced,medium_similarity,0.5763,catalog_similarity,pai,training
alicloud.ram.access.key_rotation_90_days,alicloud.ram.access.key_rotation_90_days,exact,1.0000,generated,ram,access
alicloud.ram.alicloud.attached_policy_no_administrative_privileges,alicloud.ram.alicloud.attached_policy_no_administrative_privileges,exact,1.0000,generated,ram,alicloud
alicloud.ram.avoid.root_usage,alicloud.ram.avoid.root_usage,exact,1.0000,generated,ram,avoid
alicloud.ram.aws.attached_policy_no_administrative_privileges,alicloud.ram.aws.attached_policy_no_administrative_privileges,exact,1.0000,generated,ram,aws
alicloud.ram.conditional.access_policy_require_mfa_for_management_api,alicloud.ram.conditional.access_policy_require_mfa_for_management_api,exact,1.0000,generated,ram,conditional
alicloud.ram.conditional.access_policy_require_mfa_for_management_app,alicloud.ram.conditional.access_policy_require_mfa_for_management_app,exact,1.0000,generated,ram,conditional
alicloud.ram.console.mfa_enabled,alicloud.ram.console.mfa_enabled,exact,1.0000,generated,ram,console
alicloud.ram.directory.log_forwarding_enabled,alicloud.ram.directory.log_forwarding_enabled,exact,1.0000,generated,ram,directory
alicloud.ram.ensure.asc_enforcement_enabled,alicloud.ram.ensure.asc_enforcement_enabled,exact,1.0000,generated,ram,ensure
alicloud.ram.global.admin_in_less_than_five_users,alicloud.ram.global.admin_in_less_than_five_users,exact,1.0000,generated,ram,global
alicloud.ram.group.has_users,alicloud.ram.group.has_users,exact,1.0000,generated,ram,group
alicloud.ram.inline.policy_allows_privilege_escalation,alicloud.ram.inline.policy_allows_privilege_escalation,exact,1.0000,generated,ram,inline
alicloud.ram.inline.policy_no_administrative_privileges,alicloud.ram.inline.policy_no_administrative_privileges,exact,1.0000,generated,ram,inline
alicloud.ram.no.admin_policy,alicloud.ram.no.admin_policy,exact,1.0000,generated,ram,no
alicloud.ram.no.guest_accounts_with_permissions,alicloud.ram.no.guest_accounts_with_permissions,exact,1.0000,generated,ram,no
alicloud.ram.no.root_access_key,alicloud.ram.no.root_access_key,exact,1.0000,generated,ram,no
alicloud.ram.non.privileged_user_has_mfa,alicloud.ram.non.privileged_user_has_mfa,exact,1.0000,generated,ram,non
alicloud.ram.non.privileged_user_has_mfa entra_privileged_user_has_mfa,alicloud.ram.non.privileged_user_has_mfa entra_privileged_user_has_mfa,exact,1.0000,generated,ram,non
alicloud.ram.password.policy_compliance,alicloud.ram.password.policy_compliance,exact,1.0000,generated,ram,password
alicloud.ram.password.policy_expiration_check,alicloud.ram.password.policy_expiration_check,exact,1.0000,generated,ram,password
alicloud.ram.password.policy_expires_passwords_within_90_days_or_less,alicloud.ram.password.policy_expires_passwords_within_90_days_or_less,exact,1.0000,generated,ram,password
alicloud.ram.password.policy_lowercase,alicloud.ram.password.policy_lowercase,exact,1.0000,generated,ram,password
alicloud.ram.password.policy_lowercase_check,alicloud.ram.password.policy_lowercase_check,exact,1.0000,generated,ram,password
alicloud.ram.password.policy_max_login_attempts_check,alicloud.ram.password.policy_max_login_attempts_check,exact,1.0000,generated,ram,password
alicloud.ram.password.policy_minimum_length_14,alicloud.ram.password.policy_minimum_length_14,exact,1.0000,generated,ram,password
alicloud.ram.password.policy_minimum_length_check,alicloud.ram.password.policy_minimum_length_check,exact,1.0000,generated,ram,password
alicloud.ram.password.policy_number,alicloud.ram.password.policy_number,exact,1.0000,generated,ram,password
alicloud.ram.password.policy_password_reuse_prevention_check,alicloud.ram.password.policy_password_reuse_prevention_check,exact,1.0000,generated,ram,password
alicloud.ram.password.policy_require_numbers_check,alicloud.ram.password.policy_require_numbers_check,exact,1.0000,generated,ram,password
alicloud.ram.password.policy_require_symbols,alicloud.ram.password.policy_require_symbols,exact,1.0000,generated,ram,password
alicloud.ram.password.policy_require_uppercase,alicloud.ram.password.policy_require_uppercase,exact,1.0000,generated,ram,password
alicloud.ram.password.policy_reuse_24,alicloud.ram.password.policy_reuse_24,exact,1.0000,generated,ram,password
"alicloud.ram.password.policy_reuse_24, alicloud_devops_project_no_secrets_in_variables, alicloud_devops_project_source_repo_url_no_sensitive_credentials, alicloud_oss_bucket_enforces_ssl, alicloud_alb_ssl_listeners, alicloud_elasticsearch_service_domains_node_to_node_encryption_enabled, alicloud_slb_ssl_listeners, alicloud_ecs_ebs_default_encryption, alicloud_rds_instance_storage_encrypted, alicloud_pai_notebook_instance_encryption_enabled, alicloud_oss_bucket_default_encryption, alicloud_nas_encryption_at_rest_enabled, alicloud_elasticsearch_service_domains_encryption_at_rest_enabled, alicloud_ecs_ebs_volume_encryption, alicloud_oss_bucket_kms_encryption, alicloud_ack_cluster_kms_cmk_encryption_in_secrets_enabled, alicloud_rds_snapshots_encrypted, alicloud_tablestore_accelerator_cluster_encryption_enabled, alicloud_tablestore_table_encryption_enabled, alicloud_actiontrail_kms_encryption_enabled, alicloud_cms_log_group_kms_encryption_enabled, alicloud_mns_topics_kms_encryption_at_rest_enabled, alicloud_tablestore_tables_kms_cmk_encryption_enabled, alicloud_analyticdb_cluster_audit_logging",alicloud.ram.password.policy_reuse_24_alicloud_devops_project_no_secrets_in_variables_alicloud_devops_project_source_repo_url_no_sensitive_credentials_alicloud_oss_bucket_enforces_ssl_alicloud_alb_ssl_listeners_alicloud_elasticsearch_service_domains_node_to_node_encryption_enabled_alicloud_slb_ssl_listeners_alicloud_ecs_ebs_default_encryption_alicloud_rds_instance_storage_encrypted_alicloud_pai_notebook_instance_encryption_enabled_alicloud_oss_bucket_default_encryption_alicloud_nas_encryption_at_rest_enabled_alicloud_elasticsearch_service_domains_encryption_at_rest_enabled_alicloud_ecs_ebs_volume_encryption_alicloud_oss_bucket_kms_encryption_alicloud_ack_cluster_kms_cmk_encryption_in_secrets_enabled_alicloud_rds_snapshots_encrypted_alicloud_tablestore_accelerator_cluster_encryption_enabled_alicloud_tablestore_table_encryption_enabled_alicloud_actiontrail_kms_encryption_enabled_alicloud_cms_log_group_kms_encryption_enabled_alicloud_mns_topics_kms_encryption_at_rest_enabled_alicloud_tablestore_tables_kms_cmk_encryption_enabled_alicloud_analyticdb_cluster_audit_logging,medium_similarity,0.5198,catalog_similarity,ram,password
alicloud.ram.password.policy_strong,alicloud.ram.password.policy_strong,exact,1.0000,generated,ram,password
alicloud.ram.password.policy_symbol,alicloud.ram.password.policy_symbol,exact,1.0000,generated,ram,password
alicloud.ram.password.policy_uppercase,alicloud.ram.password.policy_uppercase,exact,1.0000,generated,ram,password
alicloud.ram.policy.attached_only_to_group_or_roles,alicloud.ram.policy.attached_policy_least_privilege_enforced,medium_similarity,0.5634,catalog_similarity,ram,policy
alicloud.ram.policy.default_users_cannot_create_security_groups,alicloud.ram.policy.default_user_tenant_creation_restricted,medium_similarity,0.6585,catalog_similarity,ram,policy
alicloud.ram.policy.ensure_default_user_cannot_create_apps,alicloud.ram.policy.default_user_app_creation_restricted,medium_similarity,0.5946,catalog_similarity,ram,policy
alicloud.ram.policy.ensure_default_user_cannot_create_tenants,alicloud.ram.policy.default_users_security_group_creation_restricted,medium_similarity,0.5393,catalog_similarity,ram,policy
alicloud.ram.policy.guest_invite_only_for_admin_roles,alicloud.ram.policy.guest_invite_restricted_to_admin_roles,high_similarity,0.7324,catalog_similarity,ram,policy
alicloud.ram.policy.guest_users_access_restrictions,alicloud.ram.policy.guest_users_access_limited,high_similarity,0.7018,catalog_similarity,ram,policy
alicloud.ram.policy.no_administrative_privileges,alicloud.ram.policy.no_administrative_privileges_enforced,high_similarity,0.8615,catalog_similarity,ram,policy
alicloud.ram.policy.no_full_access_to_cloudtrail,alicloud.ram.policy.restrict_full_access_to_cloudtrail,high_similarity,0.8387,catalog_similarity,ram,policy
alicloud.ram.policy.no_full_admin_privileges,alicloud.ram.policy.editors_rbac_least_privilege,medium_similarity,0.5385,catalog_similarity,ram,policy
alicloud.ram.policy.overly_permissive,alicloud.ram.policy.overly_permissive,exact,1.0000,generated,ram,policy
alicloud.ram.policy.restricts_user_consent_for_apps,alicloud.ram.policy.user_consent_restricted_for_apps,medium_similarity,0.6667,catalog_similarity,ram,policy
alicloud.ram.policy.user_consent_for_verified_apps,alicloud.ram.policy.user_consent_allowed_for_verified_apps,high_similarity,0.8824,catalog_similarity,ram,policy
alicloud.ram.policy.user_consent_for_verified_apps storage_blob_public_access_level_is_disabled storage_ensure_alicloud_services_are_trusted_to_access_is_enabled,alicloud.ram.policy.user_consent_for_verified_apps storage_blob_public_access_level_is_disabled storage_ensure_alicloud_services_are_trusted_to_access_is_enabled,exact,1.0000,generated,ram,policy
alicloud.ram.privileged.user_has_mfa,alicloud.ram.privileged.user_has_mfa,exact,1.0000,generated,ram,privileged
alicloud.ram.role.least_privilege,alicloud.ram.role.least_privilege_enforced,high_similarity,0.7692,catalog_similarity,ram,role
alicloud.ram.root.access_key_existence_check,alicloud.ram.root.access_key_existence_check,exact,1.0000,generated,ram,root
alicloud.ram.root.account_mfa_enabled_check,alicloud.ram.root.account_mfa_enabled_check,exact,1.0000,generated,ram,root
alicloud.ram.root.hardware_mfa_enabled,alicloud.ram.root.hardware_mfa_mandatory,high_similarity,0.7143,catalog_similarity,ram,root
alicloud.ram.root.mfa_enabled,alicloud.ram.root.mfa_enabled,exact,1.0000,generated,ram,root
alicloud.ram.rotate.access_key_90_days,alicloud.ram.rotate.access_key_90_days,exact,1.0000,generated,ram,rotate
alicloud.ram.security.defaults_enabled,alicloud.ram.security.defaults_enabled,exact,1.0000,generated,ram,security
alicloud.ram.securityaudit.role_created,alicloud.ram.securityaudit.role_created,exact,1.0000,generated,ram,securityaudit
alicloud.ram.support.role_created,alicloud.ram.support.role_created,exact,1.0000,generated,ram,support
alicloud.ram.supported.mfa_radius_enabled,alicloud.ram.support.mfa_radius_enabled,exact,1.0000,final_service_match,ram,supported
alicloud.ram.trusted.named_locations_exists,alicloud.ram.trusted.named_locations_exists,exact,1.0000,generated,ram,trusted
alicloud.ram.user.accesskey_unused,alicloud.ram.user.accesskey_unused_90_days,high_similarity,0.8000,catalog_similarity,ram,user
alicloud.ram.user.attached_policy_no_administrative_privileges,alicloud.ram.user.attached_policy_no_administrative_privileges,exact,1.0000,generated,ram,user
alicloud.ram.user.cannot_create_microsoft_365_groups,alicloud.ram.user.cannot_create_microsoft_365_groups,exact,1.0000,generated,ram,user
alicloud.ram.user.console_access_unused,alicloud.ram.user.console_access_unused_90_days,high_similarity,0.8400,catalog_similarity,ram,user
alicloud.ram.user.group_membership,alicloud.ram.user.group_membership_confirmed,high_similarity,0.7619,catalog_similarity,ram,user
alicloud.ram.user.hardware_mfa_enabled,alicloud.ram.user.hardware_mfa_enforced,high_similarity,0.8293,catalog_similarity,ram,user
alicloud.ram.user.in_group,alicloud.ram.user.in_group,exact,1.0000,generated,ram,user
alicloud.ram.user.mfa_enabled,alicloud.ram.user.mfa_enabled,exact,1.0000,generated,ram,user
alicloud.ram.user.mfa_enabled_console_access,alicloud.ram.user.mfa_enabled_console_access,exact,1.0000,generated,ram,user
alicloud.ram.user.mfa_status_check,alicloud.ram.user.mfa_status_check,exact,1.0000,generated,ram,user
alicloud.ram.user.no_inline_policies,alicloud.ram.user.inline_policies_absent,high_similarity,0.7500,catalog_similarity,ram,user
alicloud.ram.user.policy_attachment_check,alicloud.ram.user.policy_attachment_reviewed,high_similarity,0.7755,catalog_similarity,ram,user
alicloud.ram.user.unattached_policy_no_administrative_privileges,alicloud.ram.user.unattached_policy_least_privilege_enforced,high_similarity,0.7045,catalog_similarity,ram,user
alicloud.ram.user.unused_credentials,alicloud.ram.user.unused_credentials,exact,1.0000,generated,ram,user
alicloud.ram.user.with_vm_access_has_mfa,alicloud.ram.user.with_vm_access_has_mfa,exact,1.0000,generated,ram,user
alicloud.rds.aurora.backup_enabled,alicloud.rds.aurora.backup_automated_enabled,high_similarity,0.7368,catalog_similarity,rds,aurora
alicloud.rds.auto.minor_version_upgrade,alicloud.rds.auto.minor_version_upgrade,exact,1.0000,generated,rds,auto
alicloud.rds.backup.retention_period,alicloud.rds.backup.retention_period,exact,1.0000,generated,rds,backup
alicloud.rds.cluster.copy_tags_to_snapshots,alicloud.rds.cluster.copy_tags_to_snapshots_enabled,high_similarity,0.8462,catalog_similarity,rds,cluster
alicloud.rds.cluster.default_admin,alicloud.rds.cluster.default_admin,exact,1.0000,generated,rds,cluster
"alicloud.rds.cluster.default_admin, alicloud_rds_instance_default_admin",alicloud.rds.cluster.default_admin_alicloud_rds_instance_default_admin,high_similarity,0.9697,catalog_similarity,rds,cluster
alicloud.rds.cluster.integration_cloudwatch_logs,alicloud.rds.cluster.integration_cloudwatch_logs,exact,1.0000,generated,rds,cluster
alicloud.rds.cluster.minor_version_upgrade_enabled,alicloud.rds.cluster.automatic_minor_version_upgrade_enabled,high_similarity,0.8529,catalog_similarity,rds,cluster
alicloud.rds.cluster.multi_az,alicloud.rds.cluster.multi_az,exact,1.0000,generated,rds,cluster
alicloud.rds.cluster.storage_encrypted,alicloud.rds.cluster.storage_encryption_at_rest_enabled,medium_similarity,0.6667,catalog_similarity,rds,cluster
alicloud.rds.dynamodb.table_encryption_enabled,alicloud.rds.dynamodb.table_encryption_enabled,exact,1.0000,generated,rds,dynamodb
alicloud.rds.flexible.server_allow_access_services_disabled,alicloud.rds.flexible.server_allow_access_services_disabled,exact,1.0000,generated,rds,flexible
alicloud.rds.flexible.server_audit_log_connection_activated,alicloud.rds.flexible.server_audit_log_connection_activated,exact,1.0000,generated,rds,flexible
alicloud.rds.flexible.server_audit_log_enabled,alicloud.rds.flexible.server_audit_log_enabled,exact,1.0000,generated,rds,flexible
alicloud.rds.flexible.server_enforce_ssl_enabled,alicloud.rds.flexible.server_enforce_ssl_enabled,exact,1.0000,generated,rds,flexible
alicloud.rds.flexible.server_log_checkpoints_on,alicloud.rds.flexible.server_log_checkpoints_on,exact,1.0000,generated,rds,flexible
alicloud.rds.flexible.server_log_connections_on,alicloud.rds.flexible.server_log_connections_on,exact,1.0000,generated,rds,flexible
alicloud.rds.flexible.server_log_disconnections_on,alicloud.rds.flexible.server_log_disconnections_on,exact,1.0000,generated,rds,flexible
alicloud.rds.flexible.server_log_retention_days_greater_3,alicloud.rds.flexible.server_log_retention_days_greater_3,exact,1.0000,generated,rds,flexible
alicloud.rds.flexible.server_minimum_tls_version_12,alicloud.rds.flexible.server_minimum_tls_version_12,exact,1.0000,generated,rds,flexible
alicloud.rds.flexible.server_ssl_connection_enabled,alicloud.rds.flexible.server_ssl_connection_enabled,exact,1.0000,generated,rds,flexible
alicloud.rds.instance.backup_enabled,alicloud.rds.instance.automated_backup_enabled,high_similarity,0.7368,catalog_similarity,rds,instance
alicloud.rds.instance.backup_encrypted,alicloud.rds.instance.backup_encryption_at_rest_enabled,medium_similarity,0.6531,catalog_similarity,rds,instance
alicloud.rds.instance.configuration_change_monitoring,alicloud.rds.instance.configuration_change_alerts,high_similarity,0.7586,catalog_similarity,rds,instance
alicloud.rds.instance.copy_tags_to_snapshots,alicloud.rds.instance.tags_copied_to_snapshots,high_similarity,0.7391,catalog_similarity,rds,instance
alicloud.rds.instance.default_admin,alicloud.rds.instance.default_admin,exact,1.0000,generated,rds,instance
alicloud.rds.instance.deletion_protection,alicloud.rds.instance.deletion_protection_enabled,high_similarity,0.8261,catalog_similarity,rds,instance
alicloud.rds.instance.encryption_enabled,alicloud.rds.instance.encryption_at_rest_enabled,high_similarity,0.8182,catalog_similarity,rds,instance
alicloud.rds.instance.enhanced_monitoring_enabled,alicloud.rds.instance.enhanced_monitoring_activated,high_similarity,0.8214,catalog_similarity,rds,instance
alicloud.rds.instance.iam_authentication_enabled,alicloud.rds.instance.iam_authentication_mandatory,high_similarity,0.7778,catalog_similarity,rds,instance
alicloud.rds.instance.inside_vpc,alicloud.rds.instance.inside_vpc,exact,1.0000,generated,rds,instance
alicloud.rds.instance.integration_cloudmonitor_logs,alicloud.rds.instance.cloudmonitor_logging_enabled,medium_similarity,0.5614,catalog_similarity,rds,instance
alicloud.rds.instance.integration_cloudwatch_logs,alicloud.rds.instance.integration_cloudwatch_logs,exact,1.0000,generated,rds,instance
alicloud.rds.instance.logging_enabled,alicloud.rds.instance.audit_logging_enabled,high_similarity,0.8333,catalog_similarity,rds,instance
alicloud.rds.instance.multi_az,alicloud.rds.instance.multi_az,exact,1.0000,generated,rds,instance
alicloud.rds.instance.no_public_access,alicloud.rds.instance.public_access_blocked,high_similarity,0.7027,catalog_similarity,rds,instance
"alicloud.rds.instance.no_public_access, alicloud_ecs_securitygroup_allow_ingress_from_internet_to_all_ports, alicloud_ecs_networkacl_allow_ingress_tcp_port_22, alicloud_awslambda_function_not_publicly_accessible, alicloud_ecs_networkacl_allow_ingress_tcp_port_3389, alicloud_analyticdb_cluster_public_access, alicloud_elasticsearch_service_domains_not_publicly_accessible, alicloud_oss_bucket_policy_public_write_access, alicloud_awslambda_function_inside_vpc, alicloud_oss_bucket_public_write_acl, alicloud_dts_instance_no_public_access, alicloud_pai_notebook_instance_without_direct_internet_access_configured","alicloud.rds.instance.no_public_access, alicloud_ecs_securitygroup_allow_ingress_from_internet_to_all_ports, alicloud_ecs_networkacl_allow_ingress_tcp_port_22, alicloud_awslambda_function_not_publicly_accessible, alicloud_ecs_networkacl_allow_ingress_tcp_port_3389, alicloud_analyticdb_cluster_public_access, alicloud_elasticsearch_service_domains_not_publicly_accessible, alicloud_oss_bucket_policy_public_write_access, alicloud_awslambda_function_inside_vpc, alicloud_oss_bucket_public_write_acl, alicloud_dts_instance_no_public_access, alicloud_pai_notebook_instance_without_direct_internet_access_configured",exact,1.0000,generated,rds,instance
alicloud.rds.instance.performance_insights_enabled,alicloud.rds.instance.performance_insights_active,high_similarity,0.8000,catalog_similarity,rds,instance
alicloud.rds.instance.protected_by_backup_plan,alicloud.rds.instance.protected_by_backup_plan,exact,1.0000,generated,rds,instance
alicloud.rds.instance.sql_audit_retention_period_check,alicloud.rds.instance.auditing_retention_90_days_compliance,medium_similarity,0.5797,catalog_similarity,rds,instance
alicloud.rds.instance.sql_auditing_enabled,alicloud.rds.instance.sql_auditing_enabled_for_compliance,high_similarity,0.7273,catalog_similarity,rds,instance
alicloud.rds.instance.ssl_in_transit_enabled,alicloud.rds.instance.ssl_encryption_in_transit_enabled,high_similarity,0.8000,catalog_similarity,rds,instance
alicloud.rds.instance.storage_encrypted,alicloud.rds.instance.storage_encrypted,exact,1.0000,generated,rds,instance
alicloud.rds.instance.tde_encryption_byok_enabled,alicloud.rds.instance.storage_encryption_at_rest_enabled,high_similarity,0.7213,catalog_similarity,rds,instance
alicloud.rds.instance.tde_status_check,alicloud.rds.instance.tde_status_check,exact,1.0000,generated,rds,instance
alicloud.rds.instance.transport_encrypted,alicloud.rds.instance.transport_encryption_in_transit_enabled,medium_similarity,0.6552,catalog_similarity,rds,instance
alicloud.rds.instance.whitelist_restricted_access,alicloud.rds.instance.access_restricted_to_whitelisted_ips,medium_similarity,0.5397,catalog_similarity,rds,instance
alicloud.rds.multi.az_enabled,alicloud.rds.multi.az_enabled,exact,1.0000,generated,rds,multi
alicloud.rds.postgresql.log_connections_enabled,alicloud.rds.postgresql.connection_logging_enabled,high_similarity,0.7347,catalog_similarity,rds,postgresql
alicloud.rds.postgresql.log_disconnections_check,alicloud.rds.postgresql.disconnection_logging_enabled,medium_similarity,0.5660,catalog_similarity,rds,postgresql
alicloud.rds.postgresql.log_duration_on,alicloud.rds.postgresql.query_duration_logging_enabled,medium_similarity,0.5333,catalog_similarity,rds,postgresql
alicloud.rds.snapshots.encrypted,alicloud.rds.snapshots.encrypted,exact,1.0000,generated,rds,snapshots
alicloud.rds.snapshots.public_access,alicloud.rds.snapshots.public_access_blocked,high_similarity,0.7647,catalog_similarity,rds,snapshots
alicloud.rds.storage.encrypted,alicloud.rds.storage.encryption_at_rest_enabled,medium_similarity,0.5143,catalog_similarity,rds,storage
alicloud.resourcemanager.account.part_of_organizations,alicloud.resourcemanager.account.part_of_organizations,exact,1.0000,generated,resourcemanager,account
alicloud.resourcemanager.automatic.rotation_enabled,alicloud.resourcemanager.automatic.rotation_enabled,exact,1.0000,generated,resourcemanager,automatic
alicloud.resourcemanager.maintain.current_contact_details,alicloud.resourcemanager.maintain.current_contact_details,exact,1.0000,generated,resourcemanager,maintain
alicloud.resourcemanager.maintain.different_contact_details_to_security_billing_and_operations,alicloud.resourcemanager.maintain.different_contact_details_to_security_billing_and_operations,exact,1.0000,generated,resourcemanager,maintain
alicloud.resourcemanager.portfolio.shared_within_organization_only,alicloud.resourcemanager.portfolio.shared_within_organization_only,exact,1.0000,generated,resourcemanager,portfolio
alicloud.resourcemanager.security.contact_information_is_registered,alicloud.resourcemanager.security.contact_information_is_registered,exact,1.0000,generated,resourcemanager,security
alicloud.resourcemanager.tags.policies_enabled_and_attached,alicloud.resourcemanager.tags.policies_enabled_and_attached,exact,1.0000,generated,resourcemanager,tags
alicloud.security_center.additional.email_configured_with_a_security_contact,alicloud.security_center.additional.email_configured_with_a_security_contact,exact,1.0000,generated,security_center,additional
alicloud.security_center.assessments.vm_endpoint_protection_installed,alicloud.security_center.assessments.vm_endpoint_protection_installed_and_active,high_similarity,0.8533,catalog_similarity,security_center,assessments
alicloud.security_center.assets.agent_installed_check,alicloud.security_center.assets.agent_installed_check,exact,1.0000,generated,security_center,assets
alicloud.security_center.auto.provisioning_log_analytics_agent_vms_on,alicloud.security_center.auto.provisioning_log_analytics_agent_vms_on,exact,1.0000,generated,security_center,auto
alicloud.security_center.auto.provisioning_vulnerabilty_assessments_machines_on,alicloud.security_center.auto.provisioning_vulnerabilty_assessments_machines_on,exact,1.0000,generated,security_center,auto
alicloud.security_center.automatic.quarantine_check,alicloud.security_center.automatic.quarantine_check,exact,1.0000,generated,security_center,automatic
alicloud.security_center.center.asset_fingerprint_refresh_frequency_check,alicloud.security_center.center.asset_fingerprint_refresh_frequency_check,exact,1.0000,generated,security_center,center
alicloud.security_center.center.centrally_managed,alicloud.security_center.center.centrally_managed,exact,1.0000,generated,security_center,center
alicloud.security_center.center.config_assessment_privilege_check,alicloud.security_center.center.config_assessment_privilege_check,exact,1.0000,generated,security_center,center
alicloud.security_center.center.edition_check,alicloud.security_center.center.edition_check,exact,1.0000,generated,security_center,center
alicloud.security_center.center.eks_audit_log_enabled,alicloud.security_center.center.eks_audit_log_enabled,exact,1.0000,generated,security_center,center
alicloud.security_center.center.enabled,alicloud.security_center.center.enabled,exact,1.0000,generated,security_center,center
alicloud.security_center.center.is_enabled,alicloud.security_center.center.is_enabled,exact,1.0000,generated,security_center,center
alicloud.security_center.center.no_high_severity_findings,alicloud.security_center.center.no_high_severity_findings,exact,1.0000,generated,security_center,center
alicloud.security_center.center.status_and_asset_summary_enabled,alicloud.security_center.center.status_and_asset_summary_enabled,exact,1.0000,generated,security_center,center
alicloud.security_center.center.vulnerability_check,alicloud.security_center.center.vulnerability_check,exact,1.0000,generated,security_center,center
alicloud.security_center.center.vulnerability_scan_configuration_check,alicloud.security_center.center.vulnerability_scan_configuration_check,exact,1.0000,generated,security_center,center
alicloud.security_center.center.webshell_detection_verification,alicloud.security_center.center.webshell_detection_verification,exact,1.0000,generated,security_center,center
alicloud.security_center.container.images_resolved_vulnerabilities,alicloud.security_center.container.images_resolved_vulnerabilities,exact,1.0000,generated,security_center,container
alicloud.security_center.container.images_scan_enabled,alicloud.security_center.container.images_scan_enabled,exact,1.0000,generated,security_center,container
alicloud.security_center.detection.enabled,alicloud.security_center.detection.enabled,exact,1.0000,generated,security_center,detection
