csp,source_type,source_type_label,log_field,field_label,field_type,operators,format_hint,field_value,field_value_label,rule_id,rule_title,rule_severity,rule_threat_category,rule_check_type,rule_condition_op,rule_conditions_summary,rule_conditions_json,rule_file
oci,oci_audit,OCI Audit Log,operation,API Operation / Event Name,string,"equals, not_equals, in, contains, starts_with, starts_with_any",PascalCase last segment of eventType — use 'CreateUser' NOT 'createuser',TerminateInstance,Terminate Instance,oci.compute.audit.terminate_instance,OCI Compute: Instance Terminated,high,impact,log,equals,source_type equals oci_audit AND service equals com.oraclecloud.computemanagement AND operation equals TerminateInstance,"{""all"": [{""field"": ""source_type"", ""op"": ""equals"", ""value"": ""oci_audit""}, {""field"": ""service"", ""op"": ""equals"", ""value"": ""com.oraclecloud.computemanagement""}, {""field"": ""operation"", ""op"": ""equals"", ""value"": ""TerminateInstance""}]}",catalog/rule/oci_rule_ciem/compute/oci.compute.audit.terminate_instance.yaml
oci,oci_audit,OCI Audit Log,operation,API Operation / Event Name,string,"equals, not_equals, in, contains, starts_with, starts_with_any",PascalCase last segment of eventType — use 'CreateUser' NOT 'createuser',TerminateInstancePool,Terminate Instance Pool,oci.compute.audit.instance_pool_change,OCI Compute: Instance Pool Modified,medium,execution,log,in,"source_type equals oci_audit AND service equals com.oraclecloud.computemanagement AND operation in [CreateInstancePool, UpdateInstancePool, TerminateInstancePool]","{""all"": [{""field"": ""source_type"", ""op"": ""equals"", ""value"": ""oci_audit""}, {""field"": ""service"", ""op"": ""equals"", ""value"": ""com.oraclecloud.computemanagement""}, {""field"": ""operation"", ""op"": ""in"", ""value"": [""CreateInstancePool"", ""UpdateInstancePool"", ""TerminateInstancePool""]}]}",catalog/rule/oci_rule_ciem/compute/oci.compute.audit.instance_pool_change.yaml
oci,oci_audit,OCI Audit Log,operation,API Operation / Event Name,string,"equals, not_equals, in, contains, starts_with, starts_with_any",PascalCase last segment of eventType — use 'CreateUser' NOT 'createuser',UpdateBucket,Update Bucket,oci.ciem.chain.data_exfiltration_via_par,OCI CIEM: Data Exfiltration via Bucket Public Access + PAR Creation,critical,data_exfiltration,log_correlation,in,"source_type equals oci_audit AND service equals com.oraclecloud.objectstorage AND operation in [UpdateBucket, CreatePreauthenticatedRequest]","{""all"": [{""field"": ""source_type"", ""op"": ""equals"", ""value"": ""oci_audit""}, {""field"": ""service"", ""op"": ""equals"", ""value"": ""com.oraclecloud.objectstorage""}, {""field"": ""operation"", ""op"": ""in"", ""value"": [""UpdateBucket"", ""CreatePreauthenticatedRequest""]}]}",catalog/rule/oci_rule_ciem/ciem/oci.ciem.chain.data_exfiltration_via_par.yaml
oci,oci_audit,OCI Audit Log,operation,API Operation / Event Name,string,"equals, not_equals, in, contains, starts_with, starts_with_any",PascalCase last segment of eventType — use 'CreateUser' NOT 'createuser',UpdateBucket,Update Bucket,oci.objectstorage.audit.bucket_change,OCI Object Storage: Bucket Configuration Changed,high,data_exfiltration,log,in,"source_type equals oci_audit AND service equals com.oraclecloud.objectstorage AND operation in [CreateBucket, UpdateBucket, DeleteBucket]","{""all"": [{""field"": ""source_type"", ""op"": ""equals"", ""value"": ""oci_audit""}, {""field"": ""service"", ""op"": ""equals"", ""value"": ""com.oraclecloud.objectstorage""}, {""field"": ""operation"", ""op"": ""in"", ""value"": [""CreateBucket"", ""UpdateBucket"", ""DeleteBucket""]}]}",catalog/rule/oci_rule_ciem/objectstorage/oci.objectstorage.audit.bucket_change.yaml
oci,oci_audit,OCI Audit Log,operation,API Operation / Event Name,string,"equals, not_equals, in, contains, starts_with, starts_with_any",PascalCase last segment of eventType — use 'CreateUser' NOT 'createuser',UpdateBucket,Update Bucket,oci.objectstorage.audit.bucket_made_public,OCI Object Storage: Bucket Made Publicly Accessible,critical,data_exfiltration,log,equals,"source_type equals oci_audit AND service equals com.oraclecloud.objectstorage AND operation equals UpdateBucket AND request.publicAccessType in [ObjectRead, ObjectReadWithoutList]","{""all"": [{""field"": ""source_type"", ""op"": ""equals"", ""value"": ""oci_audit""}, {""field"": ""service"", ""op"": ""equals"", ""value"": ""com.oraclecloud.objectstorage""}, {""field"": ""operation"", ""op"": ""equals"", ""value"": ""UpdateBucket""}, {""field"": ""request.publicAccessType"", ""op"": ""in"", ""value"": [""ObjectRead"", ""ObjectReadWithoutList""]}]}",catalog/rule/oci_rule_ciem/objectstorage/oci.objectstorage.audit.bucket_made_public.yaml
oci,oci_audit,OCI Audit Log,operation,API Operation / Event Name,string,"equals, not_equals, in, contains, starts_with, starts_with_any",PascalCase last segment of eventType — use 'CreateUser' NOT 'createuser',UpdateConfiguration,Update Configuration,oci.ciem.chain.defense_evasion_log_destroy,OCI CIEM: Defense Evasion via Log Group Deletion + Cloud Guard Disable,critical,defense_evasion,log_correlation,equals,source_type equals oci_audit AND service equals com.oraclecloud.cloudguard AND operation equals UpdateConfiguration,"{""all"": [{""field"": ""source_type"", ""op"": ""equals"", ""value"": ""oci_audit""}, {""field"": ""service"", ""op"": ""equals"", ""value"": ""com.oraclecloud.cloudguard""}, {""field"": ""operation"", ""op"": ""equals"", ""value"": ""UpdateConfiguration""}]}",catalog/rule/oci_rule_ciem/ciem/oci.ciem.chain.defense_evasion_log_destroy.yaml
oci,oci_audit,OCI Audit Log,operation,API Operation / Event Name,string,"equals, not_equals, in, contains, starts_with, starts_with_any",PascalCase last segment of eventType — use 'CreateUser' NOT 'createuser',UpdateConfiguration,Update Configuration,oci.cloudguard.audit.cloud_guard_disabled,OCI Cloud Guard: Cloud Guard Disabled,critical,defense_evasion,log,equals,source_type equals oci_audit AND service equals com.oraclecloud.cloudguard AND operation equals UpdateConfiguration AND request.status equals DISABLED,"{""all"": [{""field"": ""source_type"", ""op"": ""equals"", ""value"": ""oci_audit""}, {""field"": ""service"", ""op"": ""equals"", ""value"": ""com.oraclecloud.cloudguard""}, {""field"": ""operation"", ""op"": ""equals"", ""value"": ""UpdateConfiguration""}, {""field"": ""request.status"", ""op"": ""equals"", ""value"": ""DISABLED""}]}",catalog/rule/oci_rule_ciem/cloudguard/oci.cloudguard.audit.cloud_guard_disabled.yaml
oci,oci_audit,OCI Audit Log,operation,API Operation / Event Name,string,"equals, not_equals, in, contains, starts_with, starts_with_any",PascalCase last segment of eventType — use 'CreateUser' NOT 'createuser',UpdateConfiguration,Update Configuration,oci.logging.audit.audit_config_change,OCI Logging: Audit Configuration Changed,critical,defense_evasion,log,equals,source_type equals oci_audit AND service equals com.oraclecloud.audit AND operation equals UpdateConfiguration,"{""all"": [{""field"": ""source_type"", ""op"": ""equals"", ""value"": ""oci_audit""}, {""field"": ""service"", ""op"": ""equals"", ""value"": ""com.oraclecloud.audit""}, {""field"": ""operation"", ""op"": ""equals"", ""value"": ""UpdateConfiguration""}]}",catalog/rule/oci_rule_ciem/logging/oci.logging.audit.audit_config_change.yaml
oci,oci_audit,OCI Audit Log,operation,API Operation / Event Name,string,"equals, not_equals, in, contains, starts_with, starts_with_any",PascalCase last segment of eventType — use 'CreateUser' NOT 'createuser',UpdateIdentityProvider,Update Identity Provider,oci.iam.audit.identity_provider_change,OCI IAM: Identity Provider Modified,critical,persistence,log,in,"source_type equals oci_audit AND service equals com.oraclecloud.identitycontrolplane AND operation in [CreateIdentityProvider, UpdateIdentityProvider, DeleteIdentityProvider]","{""all"": [{""field"": ""source_type"", ""op"": ""equals"", ""value"": ""oci_audit""}, {""field"": ""service"", ""op"": ""equals"", ""value"": ""com.oraclecloud.identitycontrolplane""}, {""field"": ""operation"", ""op"": ""in"", ""value"": [""CreateIdentityProvider"", ""UpdateIdentityProvider"", ""DeleteIdentityProvider""]}]}",catalog/rule/oci_rule_ciem/iam/oci.iam.audit.identity_provider_change.yaml
oci,oci_audit,OCI Audit Log,operation,API Operation / Event Name,string,"equals, not_equals, in, contains, starts_with, starts_with_any",PascalCase last segment of eventType — use 'CreateUser' NOT 'createuser',UpdateInstancePool,Update Instance Pool,oci.compute.audit.instance_pool_change,OCI Compute: Instance Pool Modified,medium,execution,log,in,"source_type equals oci_audit AND service equals com.oraclecloud.computemanagement AND operation in [CreateInstancePool, UpdateInstancePool, TerminateInstancePool]","{""all"": [{""field"": ""source_type"", ""op"": ""equals"", ""value"": ""oci_audit""}, {""field"": ""service"", ""op"": ""equals"", ""value"": ""com.oraclecloud.computemanagement""}, {""field"": ""operation"", ""op"": ""in"", ""value"": [""CreateInstancePool"", ""UpdateInstancePool"", ""TerminateInstancePool""]}]}",catalog/rule/oci_rule_ciem/compute/oci.compute.audit.instance_pool_change.yaml
oci,oci_audit,OCI Audit Log,operation,API Operation / Event Name,string,"equals, not_equals, in, contains, starts_with, starts_with_any",PascalCase last segment of eventType — use 'CreateUser' NOT 'createuser',UpdateInternetGateway,Update Internet Gateway,oci.networking.audit.internet_gateway_change,OCI Networking: Internet Gateway Created or Deleted,high,defense_evasion,log,in,"source_type equals oci_audit AND service equals com.oraclecloud.networking AND operation in [CreateInternetGateway, UpdateInternetGateway, DeleteInternetGateway]","{""all"": [{""field"": ""source_type"", ""op"": ""equals"", ""value"": ""oci_audit""}, {""field"": ""service"", ""op"": ""equals"", ""value"": ""com.oraclecloud.networking""}, {""field"": ""operation"", ""op"": ""in"", ""value"": [""CreateInternetGateway"", ""UpdateInternetGateway"", ""DeleteInternetGateway""]}]}",catalog/rule/oci_rule_ciem/networking/oci.networking.audit.internet_gateway_change.yaml
oci,oci_audit,OCI Audit Log,operation,API Operation / Event Name,string,"equals, not_equals, in, contains, starts_with, starts_with_any",PascalCase last segment of eventType — use 'CreateUser' NOT 'createuser',UpdateJob,Update Job,oci.resourcemanager.audit.stack_applied,OCI Resource Manager: Terraform Stack Applied,medium,execution,log,in,"source_type equals oci_audit AND service equals com.oraclecloud.resourcemanager AND operation in [CreateJob, UpdateJob] AND request.operation equals APPLY","{""all"": [{""field"": ""source_type"", ""op"": ""equals"", ""value"": ""oci_audit""}, {""field"": ""service"", ""op"": ""equals"", ""value"": ""com.oraclecloud.resourcemanager""}, {""field"": ""operation"", ""op"": ""in"", ""value"": [""CreateJob"", ""UpdateJob""]}, {""field"": ""request.operation"", ""op"": ""equals"", ""value"": ""APPLY""}]}",catalog/rule/oci_rule_ciem/resourcemanager/oci.resourcemanager.audit.stack_applied.yaml
oci,oci_audit,OCI Audit Log,operation,API Operation / Event Name,string,"equals, not_equals, in, contains, starts_with, starts_with_any",PascalCase last segment of eventType — use 'CreateUser' NOT 'createuser',UpdateLog,Update Log,oci.logging.audit.log_service_disabled,OCI Logging: Service Log Disabled,high,defense_evasion,log,equals,source_type equals oci_audit AND service equals com.oraclecloud.logging AND operation equals UpdateLog AND request.updateLogDetails.isEnabled equals False,"{""all"": [{""field"": ""source_type"", ""op"": ""equals"", ""value"": ""oci_audit""}, {""field"": ""service"", ""op"": ""equals"", ""value"": ""com.oraclecloud.logging""}, {""field"": ""operation"", ""op"": ""equals"", ""value"": ""UpdateLog""}, {""field"": ""request.updateLogDetails.isEnabled"", ""op"": ""equals"", ""value"": false}]}",catalog/rule/oci_rule_ciem/logging/oci.logging.audit.log_service_disabled.yaml
oci,oci_audit,OCI Audit Log,operation,API Operation / Event Name,string,"equals, not_equals, in, contains, starts_with, starts_with_any",PascalCase last segment of eventType — use 'CreateUser' NOT 'createuser',UpdateNatGateway,Update Nat Gateway,oci.networking.audit.nat_gateway_change,OCI Networking: NAT Gateway Modified,medium,impact,log,in,"source_type equals oci_audit AND service equals com.oraclecloud.networking AND operation in [CreateNatGateway, UpdateNatGateway, DeleteNatGateway]","{""all"": [{""field"": ""source_type"", ""op"": ""equals"", ""value"": ""oci_audit""}, {""field"": ""service"", ""op"": ""equals"", ""value"": ""com.oraclecloud.networking""}, {""field"": ""operation"", ""op"": ""in"", ""value"": [""CreateNatGateway"", ""UpdateNatGateway"", ""DeleteNatGateway""]}]}",catalog/rule/oci_rule_ciem/networking/oci.networking.audit.nat_gateway_change.yaml
oci,oci_audit,OCI Audit Log,operation,API Operation / Event Name,string,"equals, not_equals, in, contains, starts_with, starts_with_any",PascalCase last segment of eventType — use 'CreateUser' NOT 'createuser',UpdateNetworkSecurityGroupSecurityRules,Update Network Security Group Security Rules,oci.networking.audit.nsg_rule_change,OCI Networking: Network Security Group Rule Modified,high,defense_evasion,log,in,"source_type equals oci_audit AND service equals com.oraclecloud.networking AND operation in [AddNetworkSecurityGroupSecurityRules, UpdateNetworkSecurityGroupSecurityRules, RemoveNetworkSecurityGroupSecurityRules]","{""all"": [{""field"": ""source_type"", ""op"": ""equals"", ""value"": ""oci_audit""}, {""field"": ""service"", ""op"": ""equals"", ""value"": ""com.oraclecloud.networking""}, {""field"": ""operation"", ""op"": ""in"", ""value"": [""AddNetworkSecurityGroupSecurityRules"", ""UpdateNetworkSecurityGroupSecurityRules"", ""RemoveNetworkSecurityGroupSecurityRules""]}]}",catalog/rule/oci_rule_ciem/networking/oci.networking.audit.nsg_rule_change.yaml
oci,oci_audit,OCI Audit Log,operation,API Operation / Event Name,string,"equals, not_equals, in, contains, starts_with, starts_with_any",PascalCase last segment of eventType — use 'CreateUser' NOT 'createuser',UpdatePolicy,Update Policy,oci.ciem.chain.privilege_escalation_via_policy,OCI CIEM: Privilege Escalation via Policy Creation + API Key,critical,privilege_escalation,log_correlation,in,"source_type equals oci_audit AND service equals com.oraclecloud.identitycontrolplane AND operation in [CreatePolicy, UpdatePolicy]","{""all"": [{""field"": ""source_type"", ""op"": ""equals"", ""value"": ""oci_audit""}, {""field"": ""service"", ""op"": ""equals"", ""value"": ""com.oraclecloud.identitycontrolplane""}, {""field"": ""operation"", ""op"": ""in"", ""value"": [""CreatePolicy"", ""UpdatePolicy""]}]}",catalog/rule/oci_rule_ciem/ciem/oci.ciem.chain.privilege_escalation_via_policy.yaml
oci,oci_audit,OCI Audit Log,operation,API Operation / Event Name,string,"equals, not_equals, in, contains, starts_with, starts_with_any",PascalCase last segment of eventType — use 'CreateUser' NOT 'createuser',UpdatePolicy,Update Policy,oci.iam.audit.update_policy,OCI IAM: IAM Policy Updated,critical,privilege_escalation,log,equals,source_type equals oci_audit AND service equals com.oraclecloud.identitycontrolplane AND operation equals UpdatePolicy,"{""all"": [{""field"": ""source_type"", ""op"": ""equals"", ""value"": ""oci_audit""}, {""field"": ""service"", ""op"": ""equals"", ""value"": ""com.oraclecloud.identitycontrolplane""}, {""field"": ""operation"", ""op"": ""equals"", ""value"": ""UpdatePolicy""}]}",catalog/rule/oci_rule_ciem/iam/oci.iam.audit.update_policy.yaml
oci,oci_audit,OCI Audit Log,operation,API Operation / Event Name,string,"equals, not_equals, in, contains, starts_with, starts_with_any",PascalCase last segment of eventType — use 'CreateUser' NOT 'createuser',UpdateRouteTable,Update Route Table,oci.networking.audit.route_table_change,OCI Networking: Route Table Modified,high,lateral_movement,log,in,"source_type equals oci_audit AND service equals com.oraclecloud.networking AND operation in [CreateRouteTable, UpdateRouteTable, DeleteRouteTable]","{""all"": [{""field"": ""source_type"", ""op"": ""equals"", ""value"": ""oci_audit""}, {""field"": ""service"", ""op"": ""equals"", ""value"": ""com.oraclecloud.networking""}, {""field"": ""operation"", ""op"": ""in"", ""value"": [""CreateRouteTable"", ""UpdateRouteTable"", ""DeleteRouteTable""]}]}",catalog/rule/oci_rule_ciem/networking/oci.networking.audit.route_table_change.yaml
oci,oci_audit,OCI Audit Log,operation,API Operation / Event Name,string,"equals, not_equals, in, contains, starts_with, starts_with_any",PascalCase last segment of eventType — use 'CreateUser' NOT 'createuser',UpdateSecurityList,Update Security List,oci.networking.audit.security_list_change,OCI Networking: Security List Rules Modified,high,defense_evasion,log,in,"source_type equals oci_audit AND service equals com.oraclecloud.networking AND operation in [CreateSecurityList, UpdateSecurityList, DeleteSecurityList]","{""all"": [{""field"": ""source_type"", ""op"": ""equals"", ""value"": ""oci_audit""}, {""field"": ""service"", ""op"": ""equals"", ""value"": ""com.oraclecloud.networking""}, {""field"": ""operation"", ""op"": ""in"", ""value"": [""CreateSecurityList"", ""UpdateSecurityList"", ""DeleteSecurityList""]}]}",catalog/rule/oci_rule_ciem/networking/oci.networking.audit.security_list_change.yaml
oci,oci_audit,OCI Audit Log,operation,API Operation / Event Name,string,"equals, not_equals, in, contains, starts_with, starts_with_any",PascalCase last segment of eventType — use 'CreateUser' NOT 'createuser',UploadApiKey,Upload Api Key,oci.ciem.chain.privilege_escalation_via_policy,OCI CIEM: Privilege Escalation via Policy Creation + API Key,critical,privilege_escalation,log_correlation,in,"source_type equals oci_audit AND service equals com.oraclecloud.identitycontrolplane AND operation in [UploadApiKey, CreateAuthToken]","{""all"": [{""field"": ""source_type"", ""op"": ""equals"", ""value"": ""oci_audit""}, {""field"": ""service"", ""op"": ""equals"", ""value"": ""com.oraclecloud.identitycontrolplane""}, {""field"": ""operation"", ""op"": ""in"", ""value"": [""UploadApiKey"", ""CreateAuthToken""]}]}",catalog/rule/oci_rule_ciem/ciem/oci.ciem.chain.privilege_escalation_via_policy.yaml
oci,oci_audit,OCI Audit Log,operation,API Operation / Event Name,string,"equals, not_equals, in, contains, starts_with, starts_with_any",PascalCase last segment of eventType — use 'CreateUser' NOT 'createuser',UploadApiKey,Upload Api Key,oci.iam.audit.create_api_key,OCI IAM: API Signing Key Created for User,high,credential_access,log,equals,source_type equals oci_audit AND service equals com.oraclecloud.identitycontrolplane AND operation equals UploadApiKey,"{""all"": [{""field"": ""source_type"", ""op"": ""equals"", ""value"": ""oci_audit""}, {""field"": ""service"", ""op"": ""equals"", ""value"": ""com.oraclecloud.identitycontrolplane""}, {""field"": ""operation"", ""op"": ""equals"", ""value"": ""UploadApiKey""}]}",catalog/rule/oci_rule_ciem/iam/oci.iam.audit.create_api_key.yaml
oci,oci_audit,OCI Audit Log,request.operation,Request Operation,string,equals,,APPLY,APPLY,oci.resourcemanager.audit.stack_applied,OCI Resource Manager: Terraform Stack Applied,medium,execution,log,equals,"source_type equals oci_audit AND service equals com.oraclecloud.resourcemanager AND operation in [CreateJob, UpdateJob] AND request.operation equals APPLY","{""all"": [{""field"": ""source_type"", ""op"": ""equals"", ""value"": ""oci_audit""}, {""field"": ""service"", ""op"": ""equals"", ""value"": ""com.oraclecloud.resourcemanager""}, {""field"": ""operation"", ""op"": ""in"", ""value"": [""CreateJob"", ""UpdateJob""]}, {""field"": ""request.operation"", ""op"": ""equals"", ""value"": ""APPLY""}]}",catalog/rule/oci_rule_ciem/resourcemanager/oci.resourcemanager.audit.stack_applied.yaml
oci,oci_audit,OCI Audit Log,request.publicAccessType,Request Publicaccesstype,string,equals,,ObjectRead,ObjectRead,oci.objectstorage.audit.bucket_made_public,OCI Object Storage: Bucket Made Publicly Accessible,critical,data_exfiltration,log,in,"source_type equals oci_audit AND service equals com.oraclecloud.objectstorage AND operation equals UpdateBucket AND request.publicAccessType in [ObjectRead, ObjectReadWithoutList]","{""all"": [{""field"": ""source_type"", ""op"": ""equals"", ""value"": ""oci_audit""}, {""field"": ""service"", ""op"": ""equals"", ""value"": ""com.oraclecloud.objectstorage""}, {""field"": ""operation"", ""op"": ""equals"", ""value"": ""UpdateBucket""}, {""field"": ""request.publicAccessType"", ""op"": ""in"", ""value"": [""ObjectRead"", ""ObjectReadWithoutList""]}]}",catalog/rule/oci_rule_ciem/objectstorage/oci.objectstorage.audit.bucket_made_public.yaml
oci,oci_audit,OCI Audit Log,request.publicAccessType,Request Publicaccesstype,string,equals,,ObjectReadWithoutList,ObjectReadWithoutList,oci.objectstorage.audit.bucket_made_public,OCI Object Storage: Bucket Made Publicly Accessible,critical,data_exfiltration,log,in,"source_type equals oci_audit AND service equals com.oraclecloud.objectstorage AND operation equals UpdateBucket AND request.publicAccessType in [ObjectRead, ObjectReadWithoutList]","{""all"": [{""field"": ""source_type"", ""op"": ""equals"", ""value"": ""oci_audit""}, {""field"": ""service"", ""op"": ""equals"", ""value"": ""com.oraclecloud.objectstorage""}, {""field"": ""operation"", ""op"": ""equals"", ""value"": ""UpdateBucket""}, {""field"": ""request.publicAccessType"", ""op"": ""in"", ""value"": [""ObjectRead"", ""ObjectReadWithoutList""]}]}",catalog/rule/oci_rule_ciem/objectstorage/oci.objectstorage.audit.bucket_made_public.yaml
oci,oci_audit,OCI Audit Log,request.status,Request Status,string,equals,,DISABLED,DISABLED,oci.cloudguard.audit.cloud_guard_disabled,OCI Cloud Guard: Cloud Guard Disabled,critical,defense_evasion,log,equals,source_type equals oci_audit AND service equals com.oraclecloud.cloudguard AND operation equals UpdateConfiguration AND request.status equals DISABLED,"{""all"": [{""field"": ""source_type"", ""op"": ""equals"", ""value"": ""oci_audit""}, {""field"": ""service"", ""op"": ""equals"", ""value"": ""com.oraclecloud.cloudguard""}, {""field"": ""operation"", ""op"": ""equals"", ""value"": ""UpdateConfiguration""}, {""field"": ""request.status"", ""op"": ""equals"", ""value"": ""DISABLED""}]}",catalog/rule/oci_rule_ciem/cloudguard/oci.cloudguard.audit.cloud_guard_disabled.yaml
oci,oci_audit,OCI Audit Log,request.updateLogDetails.isEnabled,Request Updatelogdetails Isenabled,string,equals,,False,False,oci.logging.audit.log_service_disabled,OCI Logging: Service Log Disabled,high,defense_evasion,log,equals,source_type equals oci_audit AND service equals com.oraclecloud.logging AND operation equals UpdateLog AND request.updateLogDetails.isEnabled equals False,"{""all"": [{""field"": ""source_type"", ""op"": ""equals"", ""value"": ""oci_audit""}, {""field"": ""service"", ""op"": ""equals"", ""value"": ""com.oraclecloud.logging""}, {""field"": ""operation"", ""op"": ""equals"", ""value"": ""UpdateLog""}, {""field"": ""request.updateLogDetails.isEnabled"", ""op"": ""equals"", ""value"": false}]}",catalog/rule/oci_rule_ciem/logging/oci.logging.audit.log_service_disabled.yaml
oci,oci_audit,OCI Audit Log,service,Service / Provider,enum,"equals, not_equals, in",Reversed-domain namespace — use 'com.oraclecloud.identitycontrolplane' NOT 'IAM',com.oraclecloud.audit,Audit Service,oci.logging.audit.audit_config_change,OCI Logging: Audit Configuration Changed,critical,defense_evasion,log,equals,source_type equals oci_audit AND service equals com.oraclecloud.audit AND operation equals UpdateConfiguration,"{""all"": [{""field"": ""source_type"", ""op"": ""equals"", ""value"": ""oci_audit""}, {""field"": ""service"", ""op"": ""equals"", ""value"": ""com.oraclecloud.audit""}, {""field"": ""operation"", ""op"": ""equals"", ""value"": ""UpdateConfiguration""}]}",catalog/rule/oci_rule_ciem/logging/oci.logging.audit.audit_config_change.yaml
oci,oci_audit,OCI Audit Log,service,Service / Provider,enum,"equals, not_equals, in",Reversed-domain namespace — use 'com.oraclecloud.identitycontrolplane' NOT 'IAM',com.oraclecloud.cloudguard,Cloud Guard,oci.ciem.chain.defense_evasion_log_destroy,OCI CIEM: Defense Evasion via Log Group Deletion + Cloud Guard Disable,critical,defense_evasion,log_correlation,equals,source_type equals oci_audit AND service equals com.oraclecloud.cloudguard AND operation equals UpdateConfiguration,"{""all"": [{""field"": ""source_type"", ""op"": ""equals"", ""value"": ""oci_audit""}, {""field"": ""service"", ""op"": ""equals"", ""value"": ""com.oraclecloud.cloudguard""}, {""field"": ""operation"", ""op"": ""equals"", ""value"": ""UpdateConfiguration""}]}",catalog/rule/oci_rule_ciem/ciem/oci.ciem.chain.defense_evasion_log_destroy.yaml
oci,oci_audit,OCI Audit Log,service,Service / Provider,enum,"equals, not_equals, in",Reversed-domain namespace — use 'com.oraclecloud.identitycontrolplane' NOT 'IAM',com.oraclecloud.cloudguard,Cloud Guard,oci.cloudguard.audit.cloud_guard_disabled,OCI Cloud Guard: Cloud Guard Disabled,critical,defense_evasion,log,equals,source_type equals oci_audit AND service equals com.oraclecloud.cloudguard AND operation equals UpdateConfiguration AND request.status equals DISABLED,"{""all"": [{""field"": ""source_type"", ""op"": ""equals"", ""value"": ""oci_audit""}, {""field"": ""service"", ""op"": ""equals"", ""value"": ""com.oraclecloud.cloudguard""}, {""field"": ""operation"", ""op"": ""equals"", ""value"": ""UpdateConfiguration""}, {""field"": ""request.status"", ""op"": ""equals"", ""value"": ""DISABLED""}]}",catalog/rule/oci_rule_ciem/cloudguard/oci.cloudguard.audit.cloud_guard_disabled.yaml
oci,oci_audit,OCI Audit Log,service,Service / Provider,enum,"equals, not_equals, in",Reversed-domain namespace — use 'com.oraclecloud.identitycontrolplane' NOT 'IAM',com.oraclecloud.computemanagement,Compute,oci.compute.audit.boot_volume_clone,OCI Compute: Boot Volume Cloned,high,collection,log,equals,source_type equals oci_audit AND service equals com.oraclecloud.computemanagement AND operation equals CreateBootVolumeBackup,"{""all"": [{""field"": ""source_type"", ""op"": ""equals"", ""value"": ""oci_audit""}, {""field"": ""service"", ""op"": ""equals"", ""value"": ""com.oraclecloud.computemanagement""}, {""field"": ""operation"", ""op"": ""equals"", ""value"": ""CreateBootVolumeBackup""}]}",catalog/rule/oci_rule_ciem/compute/oci.compute.audit.boot_volume_clone.yaml
oci,oci_audit,OCI Audit Log,service,Service / Provider,enum,"equals, not_equals, in",Reversed-domain namespace — use 'com.oraclecloud.identitycontrolplane' NOT 'IAM',com.oraclecloud.computemanagement,Compute,oci.compute.audit.custom_image_created,OCI Compute: Custom Image Created,high,persistence,log,equals,source_type equals oci_audit AND service equals com.oraclecloud.computemanagement AND operation equals CreateImage,"{""all"": [{""field"": ""source_type"", ""op"": ""equals"", ""value"": ""oci_audit""}, {""field"": ""service"", ""op"": ""equals"", ""value"": ""com.oraclecloud.computemanagement""}, {""field"": ""operation"", ""op"": ""equals"", ""value"": ""CreateImage""}]}",catalog/rule/oci_rule_ciem/compute/oci.compute.audit.custom_image_created.yaml
oci,oci_audit,OCI Audit Log,service,Service / Provider,enum,"equals, not_equals, in",Reversed-domain namespace — use 'com.oraclecloud.identitycontrolplane' NOT 'IAM',com.oraclecloud.computemanagement,Compute,oci.compute.audit.instance_action,OCI Compute: Instance Action Performed (Start/Stop/Reset),medium,impact,log,equals,source_type equals oci_audit AND service equals com.oraclecloud.computemanagement AND operation equals InstanceAction,"{""all"": [{""field"": ""source_type"", ""op"": ""equals"", ""value"": ""oci_audit""}, {""field"": ""service"", ""op"": ""equals"", ""value"": ""com.oraclecloud.computemanagement""}, {""field"": ""operation"", ""op"": ""equals"", ""value"": ""InstanceAction""}]}",catalog/rule/oci_rule_ciem/compute/oci.compute.audit.instance_action.yaml
oci,oci_audit,OCI Audit Log,service,Service / Provider,enum,"equals, not_equals, in",Reversed-domain namespace — use 'com.oraclecloud.identitycontrolplane' NOT 'IAM',com.oraclecloud.computemanagement,Compute,oci.compute.audit.instance_console_connection,OCI Compute: Instance Console Connection Created,critical,persistence,log,equals,source_type equals oci_audit AND service equals com.oraclecloud.computemanagement AND operation equals CreateInstanceConsoleConnection,"{""all"": [{""field"": ""source_type"", ""op"": ""equals"", ""value"": ""oci_audit""}, {""field"": ""service"", ""op"": ""equals"", ""value"": ""com.oraclecloud.computemanagement""}, {""field"": ""operation"", ""op"": ""equals"", ""value"": ""CreateInstanceConsoleConnection""}]}",catalog/rule/oci_rule_ciem/compute/oci.compute.audit.instance_console_connection.yaml
