cloud_provider,rule_id,service,category,provider_python_client,alicloud_mapped_compliance_functions,alicloud_mapped_compliance_ids,alicloud_mapping_sources,alicloud_enterprise_rule_id
alicloud,alicloud.actiontrail.threat_detection_llm_jacking,actiontrail,security,actiontrail,alicloud.actiontrail.threat_detection_llm_jacking,iso27001_2022_multi_cloud_A.5.7_0039;soc2_multi_cloud_cc_3_3_0005,SELF_REFERENCE,alicloud.ack.clusters.private_nodes_only; alicloud.actiontrail.threat_detection.enumeration_detected; alicloud.actiontrail.threat_detection.llm_jacking_detected; alicloud.actiontrail.threat_detection.privilege_escalation_detected; alicloud.cloudmonitor.alert.nsg_creation_update_logged; alicloud.cloudmonitor.alert.nsg_deletion_logged; alicloud.cloudmonitor.alert.policy_assignment_creation_logged; alicloud.cloudmonitor.alert.policy_assignment_deletion_logged; alicloud.cloudmonitor.alert.public_ip_rule_change_logged; alicloud.cloudmonitor.alert.public_ip_rule_deletion_logged; alicloud.cloudmonitor.alert.sqlserver_firewall_rule_change_logged; alicloud.cloudmonitor.alert.sqlserver_firewall_rule_deletion_logged; alicloud.cloudmonitor.alerts.security_solution_creation_update_monitored; alicloud.cloudmonitor.alerts.security_solution_deletion_monitored; alicloud.cloudmonitor.storage_account.activity_logs_private_access_enforced; alicloud.fc.function.least_privilege_identity_enforced; alicloud.general.account.private_endpoints_mandatory; alicloud.general.log_metric_filter_and_alert.bucket_permission_changes_enabled_90_day_retention; alicloud.general.log_metric_filter_and_alert.project_ownership_changes_enabled_90_day_retention; alicloud.general.log_metric_filter_and_alert.sql_instance_configuration_changes_enabled_90_day_retention; alicloud.general.log_metric_filter_and_alert.vpc_network_changes_enabled_90_day_retention; alicloud.general.log_metric_filter_and_alert.vpc_network_route_changes_enabled_90_day_retention; alicloud.general.service.private_endpoints_required_for_access; alicloud.general.service.private_link_enforced_for_all_traffic; alicloud.oss.account.ensure_private_endpoints_with_public_access_blocked; alicloud.ram.non_privileged_user_mfa_enforced.configured; alicloud.ram.policy.inline_policy_prevents_privilege_escalation; alicloud.ram.policy.restrict_full_access_to_cloudtrail; alicloud.ram.privileged_user_mfa_enforced.configured; alicloud.ram.user_vm_access_mfa_enforced.configured
alicloud,alicloud.analyticdb.cluster.maintenance_settings,analyticdb,security,analyticdb,alicloud.analyticdb.cluster.maintenance_settings,cisa_ce_v1_multi_cloud_Booting_Up-3_0011;rbi_nbfc_multi_cloud_2.6_0010,SELF_REFERENCE,alicloud.analyticdb.cluster.maintenance_window_configured; alicloud.ecs.patch_management_compliance_standards_met.configured; alicloud.general.automatic_security_updates_enabled.configured; alicloud.rds.instance.auto_minor_version_upgrade_enabled
alicloud,alicloud.apikeys.api_restrictions_configured,apikeys,security,apikeys,alicloud.apikeys.api_restrictions_configured,iso27001_2022_multi_cloud_A.8.12_0067,SELF_REFERENCE,alicloud.analyticdb.cluster.encryption_in_transit_enabled; alicloud.ecs.instance.csek_encryption_at_rest_enabled; alicloud.fc.minimum_tls_version_1_2_enforced.configured; alicloud.general.api.access_restrictions_configured; alicloud.general.bucket.public_access_detected; alicloud.general.cluster.encryption_in_transit_enabled; alicloud.general.domains_node_to_node_encryption_tls_1_2_enabled.configured; alicloud.general.instance.ssl_connections_enforced; alicloud.general.key_rotation_90_days_enforced.configured; alicloud.general.server.in_transit_encryption_at_rest_and_in_transit_enabled; alicloud.kafka.cluster.encryption_in_transit_enabled; alicloud.kms.key.public_access_blocked; alicloud.kms.key_rotation_automatic_enabled.configured; alicloud.oss.secure_transfer_required_enforced.configured; alicloud.rds.tde.encryption_at_rest_enabled; alicloud.rds.tde.encryption_at_rest_with_customer_managed_keys_enabled
alicloud,alicloud.apikeys.key.rotated_in_90_days,apikeys,security,apikeys,alicloud.apikeys.key.rotated_in_90_days,iso27001_2022_multi_cloud_A.5.16_0012;iso27001_2022_multi_cloud_A.8.12_0067,SELF_REFERENCE,alicloud.analyticdb.cluster.encryption_in_transit_enabled; alicloud.cloudmonitor.alerts.security_solution_creation_update_monitored; alicloud.cloudmonitor.alerts.security_solution_deletion_monitored; alicloud.cloudmonitor.diagnostic_settings.categories_appropriately_configured; alicloud.cloudmonitor.diagnostic_settings_presence_verified.configured; alicloud.cloudmonitor.storage_account.activity_logs_cmk_encryption_enabled; alicloud.cloudmonitor.storage_account.activity_logs_private_access_enforced; alicloud.config.recorder_enabled_in_all_regions.configured; alicloud.ecs.instance.csek_encryption_at_rest_enabled; alicloud.fc.minimum_tls_version_1_2_enforced.configured; alicloud.general.api.access_restrictions_configured; alicloud.general.bucket.public_access_detected; alicloud.general.cluster.encryption_in_transit_enabled; alicloud.general.domains_node_to_node_encryption_tls_1_2_enabled.configured; alicloud.general.instance.ssl_connections_enforced; alicloud.general.key_rotation_90_days_enforced.configured; alicloud.general.server.in_transit_encryption_at_rest_and_in_transit_enabled; alicloud.kafka.cluster.encryption_in_transit_enabled; alicloud.kms.key.public_access_blocked; alicloud.kms.key_rotation_automatic_enabled.configured; alicloud.oss.secure_transfer_required_enforced.configured; alicloud.ram.custom_role.resource_locks_admin_privileges_enforced; alicloud.ram.policy.guest_users_access_limited; alicloud.ram.policy.user_consent_restricted_for_apps; alicloud.ram.sa.user_managed_key_rotation_90_days_compliance; alicloud.ram.users_microsoft_365_group_creation_restricted.configured; alicloud.rds.tde.encryption_at_rest_enabled; alicloud.rds.tde.encryption_at_rest_with_customer_managed_keys_enabled; alicloud.securitycenter.alerts.high_severity_notifications_enabled; alicloud.securitycenter.containers_protection_enabled.configured; alicloud.securitycenter.cosmosdb_protection_enabled.configured; alicloud.securitycenter.databases_protection_enabled.configured; alicloud.securitycenter.dns_protection_enabled.configured; alicloud.securitycenter.keyvault_protection_enabled.configured; alicloud.securitycenter.mcas_enabled.configured; alicloud.securitycenter.os_relational_databases_protection_enabled.configured; alicloud.securitycenter.server_protection_enabled.configured; alicloud.securitycenter.sql_servers_protection_enabled.configured; alicloud.securitycenter.storage_protection_enabled.configured
alicloud,alicloud.autoscaling.group.capacity_rebalance_enabled,autoscaling,security,autoscaling,alicloud.autoscaling.group.capacity_rebalance_enabled,iso27001_2022_multi_cloud_A.8.14_0069,SELF_REFERENCE,alicloud.ack.clusters.private_nodes_only; alicloud.ack.clusters.public_access_blocked; alicloud.ack.network_policy_enforced_with_least_privilege.configured; alicloud.analyticdb.cluster.multi_az_enabled_with_encryption_at_rest_enabled; alicloud.cloudfirewall.multi_az_with_auto_scaling.configured; alicloud.dms.instance.multi_az_deployment; alicloud.ecs.ebs_volume.backup_plan_enforced; alicloud.ecs.instance.csek_encryption_at_rest_enabled; alicloud.ecs.instance.shielded_vm_security_features_enabled; alicloud.ess.group.capacity_rebalance_enforced; alicloud.ess.group.multi_az_deployment; alicloud.general.broker.active_active_deployment_mode; alicloud.general.broker.cluster_deployment_mode_with_redundancy; alicloud.general.cluster.multi_az_deployment; alicloud.general.connection_redundancy_enforced.configured; alicloud.general.distributions.origin_failover_configured_with_redundancy; alicloud.general.domains.fault_tolerant_data_nodes_with_encryption_at_rest_enabled; alicloud.general.domains.fault_tolerant_master_nodes_with_encryption_at_rest_enabled; alicloud.general.endpoint_config.prod_variant_instances_with_logging_enabled; alicloud.general.global_endpoint.event_replication_enforced; alicloud.general.instance.ensure_using_managed_disks_with_encryption_at_rest_enabled; alicloud.general.instance.trusted_launch_enabled_with_integrity_monitoring; alicloud.general.multi_az_deployment.configured; alicloud.general.redis_cluster.automatic_failover_enforced; alicloud.general.redis_cluster.multi_az_deployment; alicloud.general.virtual_interface_redundancy_enforced.configured; alicloud.general.windows_file_system.multi_az_deployment; alicloud.oss.account.ensure_private_endpoints_with_public_access_blocked; alicloud.oss.bucket.cross_region_replication_with_encryption_enabled; alicloud.oss.secure_transfer_required_enforced.configured; alicloud.ots.table.backup_plan_enforced; alicloud.rds.cluster.multi_az_with_backup_enabled; alicloud.rds.instance.multi_az_deployment_enabled; alicloud.slb.multi_az_deployment.configured; alicloud.vpc.bastion_host_exists_with_mfa_enabled.configured; alicloud.vpc.endpoint.multi_az_enabled_with_failover_configured; alicloud.vpc.flow_log_captured_sent_with_90_day_retention.configured; alicloud.vpc.rdp_internet_access_restricted_to_whitelisted_ips.configured; alicloud.vpc.ssh_internet_access_restricted_to_whitelisted_ips.configured; alicloud.vpc.subnet.different_az_with_routing_control; alicloud.vpc.udp_internet_access_restricted_to_whitelisted_ips.configured; alicloud.vpc.vpn_connection.tunnels_up_with_encryption_enabled; alicloud.vpc.watcher_enabled_with_alerting.configured
alicloud,alicloud.autoscaling.group.configured,autoscaling,security,autoscaling,alicloud.autoscaling.group.configured,soc2_multi_cloud_a1_1_0024,SELF_REFERENCE,alicloud.cloudmonitor.alarm.cpu_utilization_threshold_set; alicloud.cloudmonitor.alarm.memory_utilization_threshold_set; alicloud.ecs.instance.detailed_monitoring_active; alicloud.ess.group.health_check_configured; alicloud.ess.group.properly_configured; alicloud.fc.function.reserved_concurrency_set; alicloud.general.target_group.health_check_properly_configured; alicloud.oss.bucket.metrics_collection_active; alicloud.ots.autoscaling_properly_configured.configured; alicloud.rds.instance.performance_insights_active
alicloud,alicloud.autoscaling.group.health_check_enabled,autoscaling,security,autoscaling,alicloud.autoscaling.group.health_check_enabled,soc2_multi_cloud_a1_1_0024,SELF_REFERENCE,alicloud.cloudmonitor.alarm.cpu_utilization_threshold_set; alicloud.cloudmonitor.alarm.memory_utilization_threshold_set; alicloud.ecs.instance.detailed_monitoring_active; alicloud.ess.group.health_check_configured; alicloud.ess.group.properly_configured; alicloud.fc.function.reserved_concurrency_set; alicloud.general.target_group.health_check_properly_configured; alicloud.oss.bucket.metrics_collection_active; alicloud.ots.autoscaling_properly_configured.configured; alicloud.rds.instance.performance_insights_active
alicloud,alicloud.autoscaling.group.multiple_az,autoscaling,security,autoscaling,alicloud.autoscaling.group.multiple_az,iso27001_2022_multi_cloud_A.8.14_0069,SELF_REFERENCE,alicloud.ack.clusters.private_nodes_only; alicloud.ack.clusters.public_access_blocked; alicloud.ack.network_policy_enforced_with_least_privilege.configured; alicloud.analyticdb.cluster.multi_az_enabled_with_encryption_at_rest_enabled; alicloud.cloudfirewall.multi_az_with_auto_scaling.configured; alicloud.dms.instance.multi_az_deployment; alicloud.ecs.ebs_volume.backup_plan_enforced; alicloud.ecs.instance.csek_encryption_at_rest_enabled; alicloud.ecs.instance.shielded_vm_security_features_enabled; alicloud.ess.group.capacity_rebalance_enforced; alicloud.ess.group.multi_az_deployment; alicloud.general.broker.active_active_deployment_mode; alicloud.general.broker.cluster_deployment_mode_with_redundancy; alicloud.general.cluster.multi_az_deployment; alicloud.general.connection_redundancy_enforced.configured; alicloud.general.distributions.origin_failover_configured_with_redundancy; alicloud.general.domains.fault_tolerant_data_nodes_with_encryption_at_rest_enabled; alicloud.general.domains.fault_tolerant_master_nodes_with_encryption_at_rest_enabled; alicloud.general.endpoint_config.prod_variant_instances_with_logging_enabled; alicloud.general.global_endpoint.event_replication_enforced; alicloud.general.instance.ensure_using_managed_disks_with_encryption_at_rest_enabled; alicloud.general.instance.trusted_launch_enabled_with_integrity_monitoring; alicloud.general.multi_az_deployment.configured; alicloud.general.redis_cluster.automatic_failover_enforced; alicloud.general.redis_cluster.multi_az_deployment; alicloud.general.virtual_interface_redundancy_enforced.configured; alicloud.general.windows_file_system.multi_az_deployment; alicloud.oss.account.ensure_private_endpoints_with_public_access_blocked; alicloud.oss.bucket.cross_region_replication_with_encryption_enabled; alicloud.oss.secure_transfer_required_enforced.configured; alicloud.ots.table.backup_plan_enforced; alicloud.rds.cluster.multi_az_with_backup_enabled; alicloud.rds.instance.multi_az_deployment_enabled; alicloud.slb.multi_az_deployment.configured; alicloud.vpc.bastion_host_exists_with_mfa_enabled.configured; alicloud.vpc.endpoint.multi_az_enabled_with_failover_configured; alicloud.vpc.flow_log_captured_sent_with_90_day_retention.configured; alicloud.vpc.rdp_internet_access_restricted_to_whitelisted_ips.configured; alicloud.vpc.ssh_internet_access_restricted_to_whitelisted_ips.configured; alicloud.vpc.subnet.different_az_with_routing_control; alicloud.vpc.udp_internet_access_restricted_to_whitelisted_ips.configured; alicloud.vpc.vpn_connection.tunnels_up_with_encryption_enabled; alicloud.vpc.watcher_enabled_with_alerting.configured
alicloud,alicloud.cas.certificates.expiration.check,cas,security,cas,alicloud.cas.certificates.expiration.check,pci_dss_v4_multi_cloud_3.6.1.1_0045,SELF_REFERENCE,alicloud.general.certificates_expiration_30_days_alert.configured
alicloud,alicloud.cloudmonitor.changes.to.vpcs.alarm.configured,cloudmonitor,security,cloudmonitor,alicloud.cloudmonitor.changes.to.vpcs.alarm.configured,hipaa_multi_cloud_164_308_a_6_i_0015;nist_800_171_r2_multi_cloud_3_12_4_3.12.4_Develop_document_and_periodically_0003;nist_800_171_r2_multi_cloud_3_6_1_3.6.1_Establish_an_operational_incident-han_0049;nist_800_171_r2_multi_cloud_3_6_2_3.6.2_Track_document_and_report_incidents_0050,SELF_REFERENCE,alicloud.actiontrail.logging_enabled_with_90_day_retention.configured; alicloud.actiontrail.multi_region_logging_enabled.configured; alicloud.apigateway.restapi_access_logging_enabled_90_day_retention.configured; alicloud.cloudmonitor.log_group_retention_policy_90_days_enabled.configured; alicloud.cloudmonitor.log_metric_filter_for_authentication_failures.configured; alicloud.cloudmonitor.log_metric_filter_for_root_account_usage.configured; alicloud.cloudmonitor.network_acls_change_alarm_configured.configured; alicloud.cloudmonitor.network_gateways_change_alarm_configured.configured; alicloud.cloudmonitor.route_tables_change_alarm_configured.configured; alicloud.cloudmonitor.vpcs_change_alarm_configured.configured; alicloud.ecs.instance.imdsv2_mandatory; alicloud.general.no_critical_findings.configured; alicloud.general.resource.security_center_service_enabled; alicloud.general.resource.threat_detection_service_enabled; alicloud.oss.bucket.server_access_logging_enabled_90_day_retention; alicloud.rds.instance.enhanced_monitoring_activated; alicloud.rds.instance_cloudwatch_logs_integration_enabled.configured; alicloud.vpc.flow_logs.logging_active
alicloud,alicloud.compute.instance.confidential_computing_enabled,compute,security,compute,alicloud.compute.instance.confidential_computing_enabled,soc2_multi_cloud_cc_c_1_1_0022,SELF_REFERENCE,alicloud.ecs.instance.confidential_computing_enforced; alicloud.ecs.instance.csek_encryption_at_rest_enabled; alicloud.general.cluster.cmk_encryption_at_rest_disabled; alicloud.general.dataset.cmk_encryption_at_rest_enabled; alicloud.general.table.cmk_encryption_at_rest_enabled; alicloud.oss.blob.soft_delete_enabled; alicloud.rds.instance.deletion_protection_enabled
alicloud,alicloud.config.enabled,config,security,config,alicloud.config.enabled,rbi_bank_multi_cloud_13.1_0006,SELF_REFERENCE,alicloud.actiontrail.log_file_integrity_validation_enabled.configured; alicloud.actiontrail.trail.logging_enabled; alicloud.config.compliance_monitoring_enabled.configured
alicloud,alicloud.cs.cluster.confidential_computing_enabled,cs,security,cs,alicloud.cs.cluster.confidential_computing_enabled,cis_alicloud_alicloud_6.6.4_0125,SELF_REFERENCE,alicloud.cs.kubernetes_cluster.confidential_computing_enforced
alicloud,alicloud.directconnect.connection_redundancy,directconnect,security,directconnect,alicloud.directconnect.connection_redundancy,iso27001_2022_multi_cloud_A.8.14_0069,SELF_REFERENCE,alicloud.ack.clusters.private_nodes_only; alicloud.ack.clusters.public_access_blocked; alicloud.ack.network_policy_enforced_with_least_privilege.configured; alicloud.analyticdb.cluster.multi_az_enabled_with_encryption_at_rest_enabled; alicloud.cloudfirewall.multi_az_with_auto_scaling.configured; alicloud.dms.instance.multi_az_deployment; alicloud.ecs.ebs_volume.backup_plan_enforced; alicloud.ecs.instance.csek_encryption_at_rest_enabled; alicloud.ecs.instance.shielded_vm_security_features_enabled; alicloud.ess.group.capacity_rebalance_enforced; alicloud.ess.group.multi_az_deployment; alicloud.general.broker.active_active_deployment_mode; alicloud.general.broker.cluster_deployment_mode_with_redundancy; alicloud.general.cluster.multi_az_deployment; alicloud.general.connection_redundancy_enforced.configured; alicloud.general.distributions.origin_failover_configured_with_redundancy; alicloud.general.domains.fault_tolerant_data_nodes_with_encryption_at_rest_enabled; alicloud.general.domains.fault_tolerant_master_nodes_with_encryption_at_rest_enabled; alicloud.general.endpoint_config.prod_variant_instances_with_logging_enabled; alicloud.general.global_endpoint.event_replication_enforced; alicloud.general.instance.ensure_using_managed_disks_with_encryption_at_rest_enabled; alicloud.general.instance.trusted_launch_enabled_with_integrity_monitoring; alicloud.general.multi_az_deployment.configured; alicloud.general.redis_cluster.automatic_failover_enforced; alicloud.general.redis_cluster.multi_az_deployment; alicloud.general.virtual_interface_redundancy_enforced.configured; alicloud.general.windows_file_system.multi_az_deployment; alicloud.oss.account.ensure_private_endpoints_with_public_access_blocked; alicloud.oss.bucket.cross_region_replication_with_encryption_enabled; alicloud.oss.secure_transfer_required_enforced.configured; alicloud.ots.table.backup_plan_enforced; alicloud.rds.cluster.multi_az_with_backup_enabled; alicloud.rds.instance.multi_az_deployment_enabled; alicloud.slb.multi_az_deployment.configured; alicloud.vpc.bastion_host_exists_with_mfa_enabled.configured; alicloud.vpc.endpoint.multi_az_enabled_with_failover_configured; alicloud.vpc.flow_log_captured_sent_with_90_day_retention.configured; alicloud.vpc.rdp_internet_access_restricted_to_whitelisted_ips.configured; alicloud.vpc.ssh_internet_access_restricted_to_whitelisted_ips.configured; alicloud.vpc.subnet.different_az_with_routing_control; alicloud.vpc.udp_internet_access_restricted_to_whitelisted_ips.configured; alicloud.vpc.vpn_connection.tunnels_up_with_encryption_enabled; alicloud.vpc.watcher_enabled_with_alerting.configured
alicloud,alicloud.directconnect.virtual_interface_redundancy,directconnect,security,directconnect,alicloud.directconnect.virtual_interface_redundancy,iso27001_2022_multi_cloud_A.8.14_0069,SELF_REFERENCE,alicloud.ack.clusters.private_nodes_only; alicloud.ack.clusters.public_access_blocked; alicloud.ack.network_policy_enforced_with_least_privilege.configured; alicloud.analyticdb.cluster.multi_az_enabled_with_encryption_at_rest_enabled; alicloud.cloudfirewall.multi_az_with_auto_scaling.configured; alicloud.dms.instance.multi_az_deployment; alicloud.ecs.ebs_volume.backup_plan_enforced; alicloud.ecs.instance.csek_encryption_at_rest_enabled; alicloud.ecs.instance.shielded_vm_security_features_enabled; alicloud.ess.group.capacity_rebalance_enforced; alicloud.ess.group.multi_az_deployment; alicloud.general.broker.active_active_deployment_mode; alicloud.general.broker.cluster_deployment_mode_with_redundancy; alicloud.general.cluster.multi_az_deployment; alicloud.general.connection_redundancy_enforced.configured; alicloud.general.distributions.origin_failover_configured_with_redundancy; alicloud.general.domains.fault_tolerant_data_nodes_with_encryption_at_rest_enabled; alicloud.general.domains.fault_tolerant_master_nodes_with_encryption_at_rest_enabled; alicloud.general.endpoint_config.prod_variant_instances_with_logging_enabled; alicloud.general.global_endpoint.event_replication_enforced; alicloud.general.instance.ensure_using_managed_disks_with_encryption_at_rest_enabled; alicloud.general.instance.trusted_launch_enabled_with_integrity_monitoring; alicloud.general.multi_az_deployment.configured; alicloud.general.redis_cluster.automatic_failover_enforced; alicloud.general.redis_cluster.multi_az_deployment; alicloud.general.virtual_interface_redundancy_enforced.configured; alicloud.general.windows_file_system.multi_az_deployment; alicloud.oss.account.ensure_private_endpoints_with_public_access_blocked; alicloud.oss.bucket.cross_region_replication_with_encryption_enabled; alicloud.oss.secure_transfer_required_enforced.configured; alicloud.ots.table.backup_plan_enforced; alicloud.rds.cluster.multi_az_with_backup_enabled; alicloud.rds.instance.multi_az_deployment_enabled; alicloud.slb.multi_az_deployment.configured; alicloud.vpc.bastion_host_exists_with_mfa_enabled.configured; alicloud.vpc.endpoint.multi_az_enabled_with_failover_configured; alicloud.vpc.flow_log_captured_sent_with_90_day_retention.configured; alicloud.vpc.rdp_internet_access_restricted_to_whitelisted_ips.configured; alicloud.vpc.ssh_internet_access_restricted_to_whitelisted_ips.configured; alicloud.vpc.subnet.different_az_with_routing_control; alicloud.vpc.udp_internet_access_restricted_to_whitelisted_ips.configured; alicloud.vpc.vpn_connection.tunnels_up_with_encryption_enabled; alicloud.vpc.watcher_enabled_with_alerting.configured
alicloud,alicloud.directoryservice.supported_mfa_radius_enabled,directoryservice,security,directoryservice,alicloud.directoryservice.supported_mfa_radius_enabled,iso27001_2022_multi_cloud_A.8.5_0092,SELF_REFERENCE,alicloud.fc.minimum_tls_version_1_2_enforced.configured; alicloud.general.certificates_expiration_check_30_days.configured; alicloud.general.cluster_secrets_kms_cmk_encryption_at_rest_enabled.configured; alicloud.general.mfa_radius_enforced.configured; alicloud.kms.cmk_key_rotation_enabled.configured; alicloud.kms.customer_managed_keys_used.configured; alicloud.oss.blob.encryption_at_rest_with_customer_managed_keys_enabled; alicloud.oss.blob.infrastructure_encryption_at_rest_enabled; alicloud.ots.tables_kms_cmk_encryption_at_rest_enabled.configured; alicloud.ram.conditional_access_policy.mfa_required_management_apps; alicloud.ram.root_account_mfa_enabled.configured; alicloud.ram.user.hardware_mfa_enforced; alicloud.ram.user_mfa_enabled_for_console_access.configured; alicloud.ram.user_vm_access_mfa_enforced.configured; alicloud.rds.tde.encryption_at_rest_enabled
alicloud,alicloud.dns.key.sign_in_dnssec,dns,security,dns,alicloud.dns.key.sign_in_dnssec,soc2_multi_cloud_cc_6_7_0013,SELF_REFERENCE,alicloud.analyticdb.cluster.encryption_in_transit_enabled; alicloud.cloudmonitor.storage_account.activity_logs_cmk_encryption_enabled; alicloud.dms.endpoint.redis_in_transit_encryption_enforced; alicloud.dns.service.dnssec_enabled_for_security; alicloud.dns.service.rsasha1_deprecated_for_key_signing_in_dnssec; alicloud.dns.service.rsasha1_deprecated_for_zone_signing_in_dnssec; alicloud.ecs.firewall.rdp_access_internet_blocked; alicloud.ecs.firewall.ssh_access_internet_blocked; alicloud.ecs.instance.unattached_disks_encryption_at_rest_with_customer_managed_keys_enabled; alicloud.ecs.transitgateway.vpc_attachment_auto_accept_disabled; alicloud.fc.minimum_tls_version_1_2_enforced.configured; alicloud.general.certificates_expiration_check_30_days.configured; alicloud.general.cluster.encryption_in_transit_enabled; alicloud.general.instance.attached_disks_encryption_at_rest_with_customer_managed_keys_enabled; alicloud.general.instance.ssl_connections_enforced; alicloud.general.redis_cluster.in_transit_encryption_enforced; alicloud.general.server.in_transit_encryption_at_rest_and_in_transit_enabled; alicloud.kafka.cluster.encryption_in_transit_enabled; alicloud.kafka.connector.encryption_in_transit_enabled; alicloud.oss.blob.encryption_at_rest_with_customer_managed_keys_enabled; alicloud.oss.blob.infrastructure_encryption_at_rest_enabled; alicloud.oss.secure_transfer_required_enforced.configured; alicloud.rds.tde.encryption_at_rest_enabled; alicloud.rds.tde.encryption_at_rest_with_customer_managed_keys_enabled
alicloud,alicloud.dynamodb.autoscaling_enabled,dynamodb,security,dynamodb,alicloud.dynamodb.autoscaling_enabled,soc2_multi_cloud_a1_1_0024,SELF_REFERENCE,alicloud.cloudmonitor.alarm.cpu_utilization_threshold_set; alicloud.cloudmonitor.alarm.memory_utilization_threshold_set; alicloud.ecs.instance.detailed_monitoring_active; alicloud.ess.group.health_check_configured; alicloud.ess.group.properly_configured; alicloud.fc.function.reserved_concurrency_set; alicloud.general.target_group.health_check_properly_configured; alicloud.oss.bucket.metrics_collection_active; alicloud.ots.autoscaling_properly_configured.configured; alicloud.rds.instance.performance_insights_active
alicloud,alicloud.dynamodb.cluster.multi_az,dynamodb,security,dynamodb,alicloud.dynamodb.cluster.multi_az,iso27001_2022_multi_cloud_A.8.14_0069,SELF_REFERENCE,alicloud.ack.clusters.private_nodes_only; alicloud.ack.clusters.public_access_blocked; alicloud.ack.network_policy_enforced_with_least_privilege.configured; alicloud.analyticdb.cluster.multi_az_enabled_with_encryption_at_rest_enabled; alicloud.cloudfirewall.multi_az_with_auto_scaling.configured; alicloud.dms.instance.multi_az_deployment; alicloud.ecs.ebs_volume.backup_plan_enforced; alicloud.ecs.instance.csek_encryption_at_rest_enabled; alicloud.ecs.instance.shielded_vm_security_features_enabled; alicloud.ess.group.capacity_rebalance_enforced; alicloud.ess.group.multi_az_deployment; alicloud.general.broker.active_active_deployment_mode; alicloud.general.broker.cluster_deployment_mode_with_redundancy; alicloud.general.cluster.multi_az_deployment; alicloud.general.connection_redundancy_enforced.configured; alicloud.general.distributions.origin_failover_configured_with_redundancy; alicloud.general.domains.fault_tolerant_data_nodes_with_encryption_at_rest_enabled; alicloud.general.domains.fault_tolerant_master_nodes_with_encryption_at_rest_enabled; alicloud.general.endpoint_config.prod_variant_instances_with_logging_enabled; alicloud.general.global_endpoint.event_replication_enforced; alicloud.general.instance.ensure_using_managed_disks_with_encryption_at_rest_enabled; alicloud.general.instance.trusted_launch_enabled_with_integrity_monitoring; alicloud.general.multi_az_deployment.configured; alicloud.general.redis_cluster.automatic_failover_enforced; alicloud.general.redis_cluster.multi_az_deployment; alicloud.general.virtual_interface_redundancy_enforced.configured; alicloud.general.windows_file_system.multi_az_deployment; alicloud.oss.account.ensure_private_endpoints_with_public_access_blocked; alicloud.oss.bucket.cross_region_replication_with_encryption_enabled; alicloud.oss.secure_transfer_required_enforced.configured; alicloud.ots.table.backup_plan_enforced; alicloud.rds.cluster.multi_az_with_backup_enabled; alicloud.rds.instance.multi_az_deployment_enabled; alicloud.slb.multi_az_deployment.configured; alicloud.vpc.bastion_host_exists_with_mfa_enabled.configured; alicloud.vpc.endpoint.multi_az_enabled_with_failover_configured; alicloud.vpc.flow_log_captured_sent_with_90_day_retention.configured; alicloud.vpc.rdp_internet_access_restricted_to_whitelisted_ips.configured; alicloud.vpc.ssh_internet_access_restricted_to_whitelisted_ips.configured; alicloud.vpc.subnet.different_az_with_routing_control; alicloud.vpc.udp_internet_access_restricted_to_whitelisted_ips.configured; alicloud.vpc.vpn_connection.tunnels_up_with_encryption_enabled; alicloud.vpc.watcher_enabled_with_alerting.configured
alicloud,alicloud.ecs.elastic.ip.unassigned,ecs,security,ecs,alicloud.ecs.elastic.ip.unassigned,nist_800_171_r2_multi_cloud_3_4_1_3.4.1_Establish_and_maintain_baseline_confi_0037,SELF_REFERENCE,alicloud.actiontrail.multi_region_logging_enabled.configured; alicloud.ecs.elastic_ip_unassigned_cleanup_required.configured; alicloud.ecs.instance.age_check_older_than_90_days; alicloud.ecs.instance_managed_by_ssm_agent_installed.configured; alicloud.ecs.networkacl.ingress_any_port_blocked; alicloud.general.deletion_protection_enabled.configured; alicloud.general.managed_instance_compliant_patching_enabled.configured
alicloud,alicloud.ecs.group.ingress_port_22_unrestricted,ecs,security,ecs,alicloud.ecs.group.ingress_port_22_unrestricted,cis_alicloud_alicloud_4.3_0165,SELF_REFERENCE,alicloud.ecs.security_group.ingress_port_22_restricted_to_trusted_ips
alicloud,alicloud.ecs.instance.imdsv2.enabled,ecs,security,ecs,alicloud.ecs.instance.imdsv2.enabled,nist_800_171_r2_multi_cloud_3_12_4_3.12.4_Develop_document_and_periodically_0003,SELF_REFERENCE,alicloud.actiontrail.logging_enabled_with_90_day_retention.configured; alicloud.cloudmonitor.network_acls_change_alarm_configured.configured; alicloud.cloudmonitor.network_gateways_change_alarm_configured.configured; alicloud.cloudmonitor.route_tables_change_alarm_configured.configured; alicloud.cloudmonitor.vpcs_change_alarm_configured.configured; alicloud.ecs.instance.imdsv2_mandatory; alicloud.general.resource.security_center_service_enabled; alicloud.general.resource.threat_detection_service_enabled; alicloud.rds.instance.enhanced_monitoring_activated
