csv_rule_id,yaml_rule_id,match_type,service,status
alicloud.IPsec VPN.network_security_encryption_tls_min_1_2_enforced,alicloud.IPsec VPN.network_security_encryption_tls_min_1_2_enforced,no_match,IPsec VPN,⚠️ Needs Review
alicloud.IPsec VPN.network_security_encryption_mtls_required_for_internal_services_where_supported,alicloud.IPsec VPN.network_security_encryption_mtls_required_for_internal_services_where_supported,no_match,IPsec VPN,⚠️ Needs Review
alicloud.PrivateLink.network_security_encryption_tls_min_1_2_enforced,alicloud.PrivateLink.network_security_encryption_tls_min_1_2_enforced,no_match,PrivateLink,⚠️ Needs Review
alicloud.PrivateLink.network_security_encryption_mtls_required_for_internal_services_where_supported,alicloud.PrivateLink.network_security_encryption_mtls_required_for_internal_services_where_supported,no_match,PrivateLink,⚠️ Needs Review
alicloud.SSL/TLS via CAS/KMS.network_security_encryption_tls_min_1_2_enforced,alicloud.SSL/TLS via CAS/KMS.network_security_encryption_tls_min_1_2_enforced,no_match,SSL/TLS via CAS/KMS,⚠️ Needs Review
alicloud.SSL/TLS via CAS/KMS.network_security_encryption_mtls_required_for_internal_services_where_supported,alicloud.SSL/TLS via CAS/KMS.network_security_encryption_mtls_required_for_internal_services_where_supported,no_match,SSL/TLS via CAS/KMS,⚠️ Needs Review
alicloud.CloudMonitor (Network).network_security_monitoring_flow_logs_enabled,alicloud.CloudMonitor (Network).network_security_monitoring_flow_logs_enabled,no_match,CloudMonitor (Network),⚠️ Needs Review
alicloud.CloudMonitor (Network).network_security_monitoring_alerts_for_anomalies_configured,alicloud.CloudMonitor (Network).network_security_monitoring_alerts_for_anomalies_configured,no_match,CloudMonitor (Network),⚠️ Needs Review
alicloud.Traffic Mirroring (where available).network_security_monitoring_flow_logs_enabled,alicloud.Traffic Mirroring (where available).network_security_monitoring_flow_logs_enabled,no_match,Traffic Mirroring (where available),⚠️ Needs Review
alicloud.Traffic Mirroring (where available).network_security_monitoring_alerts_for_anomalies_configured,alicloud.Traffic Mirroring (where available).network_security_monitoring_alerts_for_anomalies_configured,no_match,Traffic Mirroring (where available),⚠️ Needs Review
alicloud.CloudMonitor (traffic anomalies).network_security_anomaly_detectors_enabled,alicloud.CloudMonitor (traffic anomalies).network_security_anomaly_detectors_enabled,no_match,CloudMonitor (traffic anomalies),⚠️ Needs Review
alicloud.CloudMonitor (traffic anomalies).network_security_anomaly_destinations_encrypted,alicloud.CloudMonitor (traffic anomalies).network_security_anomaly_destinations_encrypted,no_match,CloudMonitor (traffic anomalies),⚠️ Needs Review
alicloud.CFW Threat Analysis.network_security_anomaly_detectors_enabled,alicloud.CFW Threat Analysis.network_security_anomaly_detectors_enabled,no_match,CFW Threat Analysis,⚠️ Needs Review
alicloud.CFW Threat Analysis.network_security_anomaly_destinations_encrypted,alicloud.CFW Threat Analysis.network_security_anomaly_destinations_encrypted,no_match,CFW Threat Analysis,⚠️ Needs Review
alicloud.OOS Automation for NetSec.network_security_automation_remediation_roles_least_privilege,alicloud.OOS Automation for NetSec.network_security_automation_remediation_roles_least_privilege,no_match,OOS Automation for NetSec,⚠️ Needs Review
alicloud.OOS Automation for NetSec.network_security_automation_change_audit_logging_enabled,alicloud.OOS Automation for NetSec.network_security_automation_change_audit_logging_enabled,no_match,OOS Automation for NetSec,⚠️ Needs Review
alicloud.Security Group.network_security_access_control_no_permit_all,alicloud.Security Group.network_security_access_control_no_permit_all,no_match,Security Group,⚠️ Needs Review
alicloud.Security Group.network_security_access_control_policy_store_encrypted,alicloud.Security Group.network_security_access_control_policy_store_encrypted,no_match,Security Group,⚠️ Needs Review
alicloud.CFW Policy.network_security_access_control_policies_present,alicloud.CFW Policy.network_security_access_control_policies_present,no_match,CFW Policy,⚠️ Needs Review
alicloud.CFW Policy.network_security_access_control_no_permit_all,alicloud.CFW Policy.network_security_access_control_no_permit_all,no_match,CFW Policy,⚠️ Needs Review
alicloud.CFW Policy.network_security_access_control_policy_store_encrypted,alicloud.CFW Policy.network_security_access_control_policy_store_encrypted,no_match,CFW Policy,⚠️ Needs Review
alicloud.WAF Policy.network_security_access_control_policies_present,alicloud.WAF Policy.network_security_access_control_policies_present,no_match,WAF Policy,⚠️ Needs Review
alicloud.WAF Policy.network_security_access_control_no_permit_all,alicloud.WAF Policy.network_security_access_control_no_permit_all,no_match,WAF Policy,⚠️ Needs Review
alicloud.WAF Policy.network_security_access_control_policy_store_encrypted,alicloud.WAF Policy.network_security_access_control_policy_store_encrypted,no_match,WAF Policy,⚠️ Needs Review
alicloud.CFW Traffic Analysis.network_security_traffic_analysis_ids_ips_enabled_where_supported,alicloud.CFW Traffic Analysis.network_security_traffic_analysis_ids_ips_enabled_where_supported,no_match,CFW Traffic Analysis,⚠️ Needs Review
alicloud.CFW Traffic Analysis.network_security_traffic_analysis_alert_destinations_configured,alicloud.CFW Traffic Analysis.network_security_traffic_analysis_alert_destinations_configured,no_match,CFW Traffic Analysis,⚠️ Needs Review
alicloud.SLS Flow Logs.network_security_traffic_analysis_ids_ips_enabled_where_supported,alicloud.SLS Flow Logs.network_security_traffic_analysis_ids_ips_enabled_where_supported,no_match,SLS Flow Logs,⚠️ Needs Review
alicloud.SLS Flow Logs.network_security_traffic_analysis_alert_destinations_configured,alicloud.SLS Flow Logs.network_security_traffic_analysis_alert_destinations_configured,no_match,SLS Flow Logs,⚠️ Needs Review
alicloud.VPC/Subnet Segmentation.network_security_isolation_quarantine_network_defined,alicloud.VPC/Subnet Segmentation.network_security_isolation_quarantine_network_defined,no_match,VPC/Subnet Segmentation,⚠️ Needs Review
alicloud.VPC/Subnet Segmentation.network_security_isolation_automated_isolation_supported,alicloud.VPC/Subnet Segmentation.network_security_isolation_automated_isolation_supported,no_match,VPC/Subnet Segmentation,⚠️ Needs Review
alicloud.Security Group Isolation.network_security_isolation_quarantine_network_defined,alicloud.Security Group Isolation.network_security_isolation_quarantine_network_defined,no_match,Security Group Isolation,⚠️ Needs Review
alicloud.Security Group Isolation.network_security_isolation_automated_isolation_supported,alicloud.Security Group Isolation.network_security_isolation_automated_isolation_supported,no_match,Security Group Isolation,⚠️ Needs Review
alicloud.EDAS (Enterprise Distributed Application Service).paas_security_app_tls_min_1_2_enforced,alicloud.EDAS (Enterprise Distributed Application Service).paas_security_app_tls_min_1_2_enforced,no_match,EDAS (Enterprise Distributed Application Service),⚠️ Needs Review
alicloud.EDAS (Enterprise Distributed Application Service).paas_security_app_private_networking_enforced,alicloud.EDAS (Enterprise Distributed Application Service).paas_security_app_private_networking_enforced,no_match,EDAS (Enterprise Distributed Application Service),⚠️ Needs Review
alicloud.EDAS (Enterprise Distributed Application Service).paas_security_app_env_secrets_from_vault_only,alicloud.EDAS (Enterprise Distributed Application Service).paas_security_app_env_secrets_from_vault_only,no_match,EDAS (Enterprise Distributed Application Service),⚠️ Needs Review
alicloud.EDAS (Enterprise Distributed Application Service).paas_security_app_logging_enabled,alicloud.EDAS (Enterprise Distributed Application Service).paas_security_app_logging_enabled,no_match,EDAS (Enterprise Distributed Application Service),⚠️ Needs Review
alicloud.EDAS App Version.paas_security_app_version_immutable,alicloud.EDAS App Version.paas_security_app_version_immutable,no_match,EDAS App Version,⚠️ Needs Review
alicloud.EDAS App Version.paas_security_app_version_artifact_encrypted,alicloud.EDAS App Version.paas_security_app_version_artifact_encrypted,no_match,EDAS App Version,⚠️ Needs Review
alicloud.(N/A) — use ECS/SAE.paas_security_instance_ssh_password_auth_disabled,alicloud.(N/A) — use ECS/SAE.paas_security_instance_ssh_password_auth_disabled,no_match,(N/A) — use ECS/SAE,⚠️ Needs Review
alicloud.(N/A) — use ECS/SAE.paas_security_instance_no_public_ip_unless_required,alicloud.(N/A) — use ECS/SAE.paas_security_instance_no_public_ip_unless_required,no_match,(N/A) — use ECS/SAE,⚠️ Needs Review
alicloud.(N/A) — use ECS/SAE.paas_security_instance_disk_encrypted,alicloud.(N/A) — use ECS/SAE.paas_security_instance_disk_encrypted,no_match,(N/A) — use ECS/SAE,⚠️ Needs Review
alicloud.(N/A) — use ApsaraDB.paas_security_db_public_access_disabled,alicloud.(N/A) — use ApsaraDB.paas_security_db_public_access_disabled,no_match,(N/A) — use ApsaraDB,⚠️ Needs Review
alicloud.(N/A) — use ApsaraDB.paas_security_db_encryption_at_rest_enabled,alicloud.(N/A) — use ApsaraDB.paas_security_db_encryption_at_rest_enabled,no_match,(N/A) — use ApsaraDB,⚠️ Needs Review
alicloud.(N/A) — use ApsaraDB.paas_security_db_require_tls_in_transit,alicloud.(N/A) — use ApsaraDB.paas_security_db_require_tls_in_transit,no_match,(N/A) — use ApsaraDB,⚠️ Needs Review
alicloud.API Gateway API.platform_security_api_endpoint_authn_required,alicloud.API Gateway API.platform_security_api_endpoint_authn_required,no_match,API Gateway API,⚠️ Needs Review
alicloud.API Gateway API.platform_security_api_endpoint_authz_policies_enforced,alicloud.API Gateway API.platform_security_api_endpoint_authz_policies_enforced,no_match,API Gateway API,⚠️ Needs Review
alicloud.API Gateway API.platform_security_api_endpoint_waf_attached,alicloud.API Gateway API.platform_security_api_endpoint_waf_attached,no_match,API Gateway API,⚠️ Needs Review
alicloud.API Gateway App Key/Secret.platform_security_api_key_scopes_least_privilege,alicloud.API Gateway App Key/Secret.platform_security_api_key_scopes_least_privilege,no_match,API Gateway App Key/Secret,⚠️ Needs Review
alicloud.API Gateway App Key/Secret.platform_security_api_key_rotation_policy_defined,alicloud.API Gateway App Key/Secret.platform_security_api_key_rotation_policy_defined,no_match,API Gateway App Key/Secret,⚠️ Needs Review
alicloud.API Gateway App Key/Secret.platform_security_api_key_expiration_required,alicloud.API Gateway App Key/Secret.platform_security_api_key_expiration_required,no_match,API Gateway App Key/Secret,⚠️ Needs Review
alicloud.API Gateway Authorizer/Signature.platform_security_authorizer_tls_min_1_2_enforced,alicloud.API Gateway Authorizer/Signature.platform_security_authorizer_tls_min_1_2_enforced,no_match,API Gateway Authorizer/Signature,⚠️ Needs Review
alicloud.API Gateway Authorizer/Signature.platform_security_authorizer_token_audience_restricted,alicloud.API Gateway Authorizer/Signature.platform_security_authorizer_token_audience_restricted,no_match,API Gateway Authorizer/Signature,⚠️ Needs Review
alicloud.API Gateway Authorizer/Signature.platform_security_authorizer_cache_ttl_reasonable,alicloud.API Gateway Authorizer/Signature.platform_security_authorizer_cache_ttl_reasonable,no_match,API Gateway Authorizer/Signature,⚠️ Needs Review
alicloud.API Gateway Stage.platform_security_stage_logging_enabled,alicloud.API Gateway Stage.platform_security_stage_logging_enabled,no_match,API Gateway Stage,⚠️ Needs Review
alicloud.API Gateway Stage.platform_security_stage_throttling_enabled,alicloud.API Gateway Stage.platform_security_stage_throttling_enabled,no_match,API Gateway Stage,⚠️ Needs Review
alicloud.API Gateway Stage.platform_security_stage_require_usage_plan_for_api_keys,alicloud.API Gateway Stage.platform_security_stage_require_usage_plan_for_api_keys,no_match,API Gateway Stage,⚠️ Needs Review
alicloud.API Gateway Usage Plan/Quota.platform_security_usage_plan_rate_limits_configured,alicloud.API Gateway Usage Plan/Quota.platform_security_usage_plan_rate_limits_configured,no_match,API Gateway Usage Plan/Quota,⚠️ Needs Review
alicloud.API Gateway Usage Plan/Quota.platform_security_usage_plan_quota_limits_configured,alicloud.API Gateway Usage Plan/Quota.platform_security_usage_plan_quota_limits_configured,no_match,API Gateway Usage Plan/Quota,⚠️ Needs Review
alicloud.KMS.privacy_security_encryption_at_rest_cmek_enabled,alicloud.KMS.privacy_security_encryption_at_rest_cmek_enabled,no_match,KMS,⚠️ Needs Review
alicloud.KMS.privacy_security_encryption_in_transit_tls_min_1_2,alicloud.KMS.privacy_security_encryption_in_transit_tls_min_1_2,no_match,KMS,⚠️ Needs Review
alicloud.OSS/NAS Encryption.privacy_security_encryption_at_rest_cmek_enabled,alicloud.OSS/NAS Encryption.privacy_security_encryption_at_rest_cmek_enabled,no_match,OSS/NAS Encryption,⚠️ Needs Review
alicloud.OSS/NAS Encryption.privacy_security_encryption_in_transit_tls_min_1_2,alicloud.OSS/NAS Encryption.privacy_security_encryption_in_transit_tls_min_1_2,no_match,OSS/NAS Encryption,⚠️ Needs Review
alicloud.DSC Data Masking.privacy_security_masking_policies_present_for_sensitive_fields,alicloud.DSC Data Masking.privacy_security_masking_policies_present_for_sensitive_fields,no_match,DSC Data Masking,⚠️ Needs Review
alicloud.DSC Data Masking.privacy_security_masking_execution_roles_least_privilege,alicloud.DSC Data Masking.privacy_security_masking_execution_roles_least_privilege,no_match,DSC Data Masking,⚠️ Needs Review
alicloud.Data Security Center (DSC) - Desensitization.privacy_security_anonymization_jobs_private_networking,alicloud.Data Security Center (DSC) - Desensitization.privacy_security_anonymization_jobs_private_networking,no_match,Data Security Center (DSC) - Desensitization,⚠️ Needs Review
alicloud.Data Security Center (DSC) - Desensitization.privacy_security_anonymization_outputs_encrypted,alicloud.Data Security Center (DSC) - Desensitization.privacy_security_anonymization_outputs_encrypted,no_match,Data Security Center (DSC) - Desensitization,⚠️ Needs Review
alicloud.ActionTrail.privacy_security_audit_logs_centralized_and_encrypted,alicloud.ActionTrail.privacy_security_audit_logs_centralized_and_encrypted,no_match,ActionTrail,⚠️ Needs Review
alicloud.ActionTrail.privacy_security_audit_retention_days_minimum,alicloud.ActionTrail.privacy_security_audit_retention_days_minimum,no_match,ActionTrail,⚠️ Needs Review
alicloud.SLS Audit Logs.privacy_security_audit_logs_centralized_and_encrypted,alicloud.SLS Audit Logs.privacy_security_audit_logs_centralized_and_encrypted,no_match,SLS Audit Logs,⚠️ Needs Review
alicloud.SLS Audit Logs.privacy_security_audit_retention_days_minimum,alicloud.SLS Audit Logs.privacy_security_audit_retention_days_minimum,no_match,SLS Audit Logs,⚠️ Needs Review
alicloud.Security Center (Threat Alerts).privacy_security_breach_detection_integrations_authenticated,alicloud.Security Center (Threat Alerts).privacy_security_breach_detection_integrations_authenticated,no_match,Security Center (Threat Alerts),⚠️ Needs Review
alicloud.Security Center (Threat Alerts).privacy_security_breach_detection_alert_destinations_configured,alicloud.Security Center (Threat Alerts).privacy_security_breach_detection_alert_destinations_configured,no_match,Security Center (Threat Alerts),⚠️ Needs Review
alicloud.DataWorks Workflow + DSC Labels (process).privacy_security_consent_store_encrypted,alicloud.DataWorks Workflow + DSC Labels (process).privacy_security_consent_store_encrypted,no_match,DataWorks Workflow + DSC Labels (process),⚠️ Needs Review
alicloud.DataWorks Workflow + DSC Labels (process).privacy_security_consent_access_rbac_least_privilege,alicloud.DataWorks Workflow + DSC Labels (process).privacy_security_consent_access_rbac_least_privilege,no_match,DataWorks Workflow + DSC Labels (process),⚠️ Needs Review
alicloud.DataWorks tickets/workflows (process).privacy_security_rights_workflow_storage_encrypted,alicloud.DataWorks tickets/workflows (process).privacy_security_rights_workflow_storage_encrypted,no_match,DataWorks tickets/workflows (process),⚠️ Needs Review
alicloud.DataWorks tickets/workflows (process).privacy_security_rights_execution_roles_least_privilege,alicloud.DataWorks tickets/workflows (process).privacy_security_rights_execution_roles_least_privilege,no_match,DataWorks tickets/workflows (process),⚠️ Needs Review
alicloud.ASR DR Plan.resilience_security_dr_plan_storage_encrypted_and_private,alicloud.ASR DR Plan.resilience_security_dr_plan_storage_encrypted_and_private,no_match,ASR DR Plan,⚠️ Needs Review
alicloud.ASR DR Plan.resilience_security_dr_plan_change_audit_logging_enabled,alicloud.ASR DR Plan.resilience_security_dr_plan_change_audit_logging_enabled,no_match,ASR DR Plan,⚠️ Needs Review
alicloud.ASR DR Plan.resilience_security_dr_plan_approvals_required_for_changes,alicloud.ASR DR Plan.resilience_security_dr_plan_approvals_required_for_changes,no_match,ASR DR Plan,⚠️ Needs Review
alicloud.ASR Job.resilience_security_dr_job_roles_least_privilege,alicloud.ASR Job.resilience_security_dr_job_roles_least_privilege,no_match,ASR Job,⚠️ Needs Review
alicloud.ASR Job.resilience_security_dr_job_network_private_only,alicloud.ASR Job.resilience_security_dr_job_network_private_only,no_match,ASR Job,⚠️ Needs Review
alicloud.ASR Job.resilience_security_dr_job_logs_enabled,alicloud.ASR Job.resilience_security_dr_job_logs_enabled,no_match,ASR Job,⚠️ Needs Review
alicloud.HBR Job.resilience_security_dr_job_roles_least_privilege,alicloud.HBR Job.resilience_security_dr_job_roles_least_privilege,no_match,HBR Job,⚠️ Needs Review
alicloud.HBR Job.resilience_security_dr_job_network_private_only,alicloud.HBR Job.resilience_security_dr_job_network_private_only,no_match,HBR Job,⚠️ Needs Review
alicloud.HBR Job.resilience_security_dr_job_logs_enabled,alicloud.HBR Job.resilience_security_dr_job_logs_enabled,no_match,HBR Job,⚠️ Needs Review
alicloud.ASR Source Server.resilience_security_dr_source_agent_to_service_tls_required,alicloud.ASR Source Server.resilience_security_dr_source_agent_to_service_tls_required,no_match,ASR Source Server,⚠️ Needs Review
alicloud.ASR Source Server.resilience_security_dr_source_min_telemtry_required_no_pii,alicloud.ASR Source Server.resilience_security_dr_source_min_telemtry_required_no_pii,no_match,ASR Source Server,⚠️ Needs Review
alicloud.ASR Source Server.resilience_security_dr_source_encryption_at_rest_cmek_where_supported,alicloud.ASR Source Server.resilience_security_dr_source_encryption_at_rest_cmek_where_supported,no_match,ASR Source Server,⚠️ Needs Review
alicloud.ASR Recovery Instance.resilience_security_recovery_instance_private_network_only,alicloud.ASR Recovery Instance.resilience_security_recovery_instance_private_network_only,no_match,ASR Recovery Instance,⚠️ Needs Review
alicloud.ASR Recovery Instance.resilience_security_recovery_instance_volumes_encrypted,alicloud.ASR Recovery Instance.resilience_security_recovery_instance_volumes_encrypted,no_match,ASR Recovery Instance,⚠️ Needs Review
alicloud.ASR Recovery Instance.resilience_security_recovery_instance_security_groups_restrictive,alicloud.ASR Recovery Instance.resilience_security_recovery_instance_security_groups_restrictive,no_match,ASR Recovery Instance,⚠️ Needs Review
alicloud.kms.key.secrets_security_kms_key_rotation_enabled,alicloud.kms.key.secrets_security_kms_key_rotation_enabled,no_match,kms,⚠️ Needs Review
alicloud.kms.key.secrets_security_kms_key_policy_least_privilege,alicloud.kms.key.secrets_security_kms_key_policy_least_privilege,no_match,kms,⚠️ Needs Review
alicloud.kms.key.secrets_security_kms_key_deletion_requires_waiting_period,alicloud.kms.key.secrets_security_kms_key_deletion_requires_waiting_period,no_match,kms,⚠️ Needs Review
alicloud.kms.key.secrets_security_kms_key_not_publicly_accessible,alicloud.kms.key.secrets_security_kms_key_not_publicly_accessible,no_match,kms,⚠️ Needs Review
alicloud.kms.instance.secrets_security_kms_default_keys_disabled_where_cmek_required,alicloud.kms.instance.secrets_security_kms_default_keys_disabled_where_cmek_required,no_match,kms,⚠️ Needs Review
alicloud.kms.instance.secrets_security_kms_logging_enabled,alicloud.kms.instance.secrets_security_kms_logging_enabled,no_match,kms,⚠️ Needs Review
alicloud.KMS Key Grants/Permissions.secrets_security_kms_grant_constraints_present,alicloud.KMS Key Grants/Permissions.secrets_security_kms_grant_constraints_present,no_match,KMS Key Grants/Permissions,⚠️ Needs Review
alicloud.KMS Key Grants/Permissions.secrets_security_kms_grant_lessthan_wildcard_permissions,alicloud.KMS Key Grants/Permissions.secrets_security_kms_grant_lessthan_wildcard_permissions,no_match,KMS Key Grants/Permissions,⚠️ Needs Review
alicloud.KMS Key Grants/Permissions.secrets_security_kms_grant_grantee_principal_valid,alicloud.KMS Key Grants/Permissions.secrets_security_kms_grant_grantee_principal_valid,no_match,KMS Key Grants/Permissions,⚠️ Needs Review
alicloud.KMS Key Alias.secrets_security_alias_key_has_alias,alicloud.KMS Key Alias.secrets_security_alias_key_has_alias,no_match,KMS Key Alias,⚠️ Needs Review
alicloud.KMS Key Alias.secrets_security_alias_alias_points_to_active_key,alicloud.KMS Key Alias.secrets_security_alias_alias_points_to_active_key,no_match,KMS Key Alias,⚠️ Needs Review
alicloud.Certificate Management Service - Private CA.secrets_security_private_ca_ca_key_in_hsm_where_supported,alicloud.Certificate Management Service - Private CA.secrets_security_private_ca_ca_key_in_hsm_where_supported,no_match,Certificate Management Service - Private CA,⚠️ Needs Review
alicloud.Certificate Management Service - Private CA.secrets_security_private_ca_path_length_constraints_set,alicloud.Certificate Management Service - Private CA.secrets_security_private_ca_path_length_constraints_set,no_match,Certificate Management Service - Private CA,⚠️ Needs Review
alicloud.Certificate Management Service - Private CA.secrets_security_private_ca_crl_or_ocsp_configured,alicloud.Certificate Management Service - Private CA.secrets_security_private_ca_crl_or_ocsp_configured,no_match,Certificate Management Service - Private CA,⚠️ Needs Review
alicloud.Certificate Management Service - Private CA.secrets_security_private_ca_ca_access_rbac_least_privilege,alicloud.Certificate Management Service - Private CA.secrets_security_private_ca_ca_access_rbac_least_privilege,no_match,Certificate Management Service - Private CA,⚠️ Needs Review
alicloud.Certificate Management Service (SSL Certificates).secrets_security_certificate_not_expired,alicloud.Certificate Management Service (SSL Certificates).secrets_security_certificate_not_expired,no_match,Certificate Management Service (SSL Certificates),⚠️ Needs Review
alicloud.Certificate Management Service (SSL Certificates).secrets_security_certificate_key_length_minimum,alicloud.Certificate Management Service (SSL Certificates).secrets_security_certificate_key_length_minimum,no_match,Certificate Management Service (SSL Certificates),⚠️ Needs Review
alicloud.Certificate Management Service (SSL Certificates).secrets_security_certificate_trusted_issuer,alicloud.Certificate Management Service (SSL Certificates).secrets_security_certificate_trusted_issuer,no_match,Certificate Management Service (SSL Certificates),⚠️ Needs Review
alicloud.KMS Secrets Manager.secrets_security_store_kms_encryption_enabled,alicloud.KMS Secrets Manager.secrets_security_store_kms_encryption_enabled,no_match,KMS Secrets Manager,⚠️ Needs Review
alicloud.KMS Secrets Manager.secrets_security_store_access_rbac_least_privilege,alicloud.KMS Secrets Manager.secrets_security_store_access_rbac_least_privilege,no_match,KMS Secrets Manager,⚠️ Needs Review
alicloud.KMS Secrets Manager.secrets_security_store_rotation_enabled_for_rotatable_secrets,alicloud.KMS Secrets Manager.secrets_security_store_rotation_enabled_for_rotatable_secrets,no_match,KMS Secrets Manager,⚠️ Needs Review
alicloud.KMS Secrets Manager.secrets_security_secret_kms_key_configured,alicloud.KMS Secrets Manager.secrets_security_secret_kms_key_configured,no_match,KMS Secrets Manager,⚠️ Needs Review
alicloud.KMS Secrets Manager.secrets_security_secret_rotation_configured_where_applicable,alicloud.KMS Secrets Manager.secrets_security_secret_rotation_configured_where_applicable,no_match,KMS Secrets Manager,⚠️ Needs Review
alicloud.KMS Secrets Manager.secrets_security_secret_no_plaintext_exposed_in_policy_or_tags,alicloud.KMS Secrets Manager.secrets_security_secret_no_plaintext_exposed_in_policy_or_tags,no_match,KMS Secrets Manager,⚠️ Needs Review
alicloud.Application Configuration Management (ACM).secrets_security_parameter_secure_string_type_for_sensitive,alicloud.Application Configuration Management (ACM).secrets_security_parameter_secure_string_type_for_sensitive,no_match,Application Configuration Management (ACM),⚠️ Needs Review
alicloud.Application Configuration Management (ACM).secrets_security_parameter_kms_key_configured,alicloud.Application Configuration Management (ACM).secrets_security_parameter_kms_key_configured,no_match,Application Configuration Management (ACM),⚠️ Needs Review
alicloud.Application Configuration Management (ACM).secrets_security_parameter_access_rbac_least_privilege,alicloud.Application Configuration Management (ACM).secrets_security_parameter_access_rbac_least_privilege,no_match,Application Configuration Management (ACM),⚠️ Needs Review
alicloud.MSE Nacos Config.secrets_security_parameter_secure_string_type_for_sensitive,alicloud.MSE Nacos Config.secrets_security_parameter_secure_string_type_for_sensitive,no_match,MSE Nacos Config,⚠️ Needs Review
alicloud.MSE Nacos Config.secrets_security_parameter_kms_key_configured,alicloud.MSE Nacos Config.secrets_security_parameter_kms_key_configured,no_match,MSE Nacos Config,⚠️ Needs Review
alicloud.MSE Nacos Config.secrets_security_parameter_access_rbac_least_privilege,alicloud.MSE Nacos Config.secrets_security_parameter_access_rbac_least_privilege,no_match,MSE Nacos Config,⚠️ Needs Review
alicloud.Function Compute Function.serverless_security_function_role_least_privilege,alicloud.Function Compute Function.serverless_security_function_role_least_privilege,no_match,Function Compute Function,⚠️ Needs Review
alicloud.Function Compute Function.serverless_security_function_vpc_private_networking_enabled,alicloud.Function Compute Function.serverless_security_function_vpc_private_networking_enabled,no_match,Function Compute Function,⚠️ Needs Review
alicloud.Function Compute Function.serverless_security_function_env_no_plaintext_secrets,alicloud.Function Compute Function.serverless_security_function_env_no_plaintext_secrets,no_match,Function Compute Function,⚠️ Needs Review
alicloud.Function Compute Function.serverless_security_function_logging_and_tracing_enabled,alicloud.Function Compute Function.serverless_security_function_logging_and_tracing_enabled,no_match,Function Compute Function,⚠️ Needs Review
alicloud.Function Compute Function.serverless_security_function_dead_letter_queue_configured,alicloud.Function Compute Function.serverless_security_function_dead_letter_queue_configured,no_match,Function Compute Function,⚠️ Needs Review
alicloud.FC Triggers (OSS/SLS/MNS/EventBridge).serverless_security_event_source_source_authenticated,alicloud.FC Triggers (OSS/SLS/MNS/EventBridge).serverless_security_event_source_source_authenticated,no_match,FC Triggers (OSS/SLS/MNS/EventBridge),⚠️ Needs Review
alicloud.FC Triggers (OSS/SLS/MNS/EventBridge).serverless_security_event_source_permissions_least_privilege,alicloud.FC Triggers (OSS/SLS/MNS/EventBridge).serverless_security_event_source_permissions_least_privilege,no_match,FC Triggers (OSS/SLS/MNS/EventBridge),⚠️ Needs Review
alicloud.Function Compute Layer.serverless_security_layer_source_trusted,alicloud.Function Compute Layer.serverless_security_layer_source_trusted,no_match,Function Compute Layer,⚠️ Needs Review
alicloud.Function Compute Layer.serverless_security_layer_version_immutable,alicloud.Function Compute Layer.serverless_security_layer_version_immutable,no_match,Function Compute Layer,⚠️ Needs Review
alicloud.Function Compute Version.serverless_security_version_published_and_immutable,alicloud.Function Compute Version.serverless_security_version_published_and_immutable,no_match,Function Compute Version,⚠️ Needs Review
alicloud.Function Compute Version.serverless_security_version_rollforward_rollback_controls_present,alicloud.Function Compute Version.serverless_security_version_rollforward_rollback_controls_present,no_match,Function Compute Version,⚠️ Needs Review
alicloud.FC Provisioned Concurrency.serverless_security_prov_conc_execution_role_least_privilege,alicloud.FC Provisioned Concurrency.serverless_security_prov_conc_execution_role_least_privilege,no_match,FC Provisioned Concurrency,⚠️ Needs Review
alicloud.DataHub Stream.streaming_security_stream_encryption_at_rest_enabled,alicloud.DataHub Stream.streaming_security_stream_encryption_at_rest_enabled,no_match,DataHub Stream,⚠️ Needs Review
alicloud.DataHub Stream.streaming_security_stream_consumer_auth_required,alicloud.DataHub Stream.streaming_security_stream_consumer_auth_required,no_match,DataHub Stream,⚠️ Needs Review
alicloud.DataHub Stream.streaming_security_stream_private_network_only_where_supported,alicloud.DataHub Stream.streaming_security_stream_private_network_only_where_supported,no_match,DataHub Stream,⚠️ Needs Review
alicloud.ApsaraMQ for Kafka Topic.streaming_security_stream_encryption_at_rest_enabled,alicloud.ApsaraMQ for Kafka Topic.streaming_security_stream_encryption_at_rest_enabled,no_match,ApsaraMQ for Kafka Topic,⚠️ Needs Review
alicloud.ApsaraMQ for Kafka Topic.streaming_security_stream_consumer_auth_required,alicloud.ApsaraMQ for Kafka Topic.streaming_security_stream_consumer_auth_required,no_match,ApsaraMQ for Kafka Topic,⚠️ Needs Review
alicloud.ApsaraMQ for Kafka Topic.streaming_security_stream_private_network_only_where_supported,alicloud.ApsaraMQ for Kafka Topic.streaming_security_stream_private_network_only_where_supported,no_match,ApsaraMQ for Kafka Topic,⚠️ Needs Review
alicloud.(Analogue) DataHub + Flink (delivery).streaming_security_firehose_destination_encrypted,alicloud.(Analogue) DataHub + Flink (delivery).streaming_security_firehose_destination_encrypted,no_match,(Analogue) DataHub + Flink (delivery),⚠️ Needs Review
alicloud.(Analogue) DataHub + Flink (delivery).streaming_security_firehose_destination_least_privilege,alicloud.(Analogue) DataHub + Flink (delivery).streaming_security_firehose_destination_least_privilege,no_match,(Analogue) DataHub + Flink (delivery),⚠️ Needs Review
