unique_compliance_id,framework,framework_version,control_id,section,title,description,automation_type,severity,source_file,aws_checks,aws_ciem_checks,azure_checks,azure_ciem_checks,gcp_checks,gcp_ciem_checks,oracle_checks,oracle_ciem_checks,ibm_checks,ibm_ciem_checks,alicloud_checks,alicloud_ciem_checks,k8s_checks,k8s_ciem_checks,has_any_mapped_rule,automated_without_rule
pci_dss_v4_3.5.1,PCI_DSS,v4.0.1,3.5.1,,applies,,manual,CRITICAL,pci_compliance_agent/PCI_controls_with_checks.csv,,,,,,,,,,,,,,,no,no
pci_dss_v4_3.5.1.2,PCI_DSS,v4.0.1,3.5.1.2,,Requirement 3.5.1.2,,automated,CRITICAL,pci_compliance_agent/PCI_controls_with_checks.csv,aws.athena.workgroup.encryption_at_rest_enabled+aws.athena.workgroup_encryption.at_rest_enabled,,azure.synapse.workspace.encryption_enabled,,gcp.bigquery.dataset.workgroup_query_result_encryption_enabled,,oci.analytics.analytics_instance.workgroup_encryption,,ibm.databases.deployment.encryption_at_rest_enabled,,alicloud.dataworks.lake.analytics_workgroup_encryption,,,,yes,no
pci_dss_v4_3.5.1.3,PCI_DSS,v4.0.1,3.5.1.3,,Requirement 3.5.1.3,,automated,CRITICAL,pci_compliance_agent/PCI_controls_with_checks.csv,aws.backup.resource.backup_recovery_point_encrypted,,azure.backup.recovery.point_encrypted,,gcp.sql.backup.snapshot_encrypted+gcp.sql.backup.cluster_snapshot_encrypted,,oci.database.autonomous_database.recovery_point_encrypted,,ibm.databases.backup.encrypted,,alicloud.ack.recovery.point_encrypted,,,,yes,no
pci_dss_v4_3.6.1,PCI_DSS,v4.0.1,3.6.1,,Examine documented key-management policies and procedures to verify that processes to protect cry...,,manual,CRITICAL,pci_compliance_agent/PCI_controls_with_checks.csv,,,,,,,,,,,,,,,no,no
pci_dss_v4_3.6.1.1,PCI_DSS,v4.0.1,3.6.1.1,,and must be fully considered during a PCI DSS assessment,,automated,CRITICAL,pci_compliance_agent/PCI_controls_with_checks.csv,aws.acm.certificates.certificate_expiration_monitored+aws.acm.certificate.expiration_monitored,,azure.keyvault.certificate.expiration_check,,gcp.certificatemanager.certificate.manager_certificates_expiration_configured,,oci.certificates.certificates.expiration_check+oci.certificates.certificate.certificate_expiration,,ibm.certificate_manager.certificate.not_expired,,alicloud.cas.certificates.expiration_check,,,,yes,no
pci_dss_v4_3.6.1.2,PCI_DSS,v4.0.1,3.6.1.2,,Requirement 3.6.1.2,,manual,CRITICAL,pci_compliance_agent/PCI_controls_with_checks.csv,,,,,,,,,,,,,,,no,no
pci_dss_v4_3.6.1.3,PCI_DSS,v4.0.1,3.6.1.3,,Examine user access lists to verify that access to cleartext cryptographic key components is rest...,,manual,CRITICAL,pci_compliance_agent/PCI_controls_with_checks.csv,,,,,,,,,,,,,,,no,no
pci_dss_v4_3.6.1.4,PCI_DSS,v4.0.1,3.6.1.4,,Examine key storage locations and observe processes to verify that keys are stored in the fewest ...,,automated,CRITICAL,pci_compliance_agent/PCI_controls_with_checks.csv,aws.cloudfront.distributions.custom_ssl_certificate_configured,,azure.cdn.profile.edge_valid_trusted_certificate_attached,,gcp.compute.backend_service.cdn_valid_trusted_certificate_attached,,oci.edge_services.distribution.distributions_custom_ssl_certificate,,ibm.cdn.distributions.custom_ssl_certificate_configured,,alicloud.cdn.domain.custom_ssl_certificate,,,,yes,no
pci_dss_v4_3.7.1,PCI_DSS,v4.0.1,3.7.1,,Requirement 3.7.1,,manual,CRITICAL,pci_compliance_agent/PCI_controls_with_checks.csv,,,,,,,,,,,,,,,no,no
pci_dss_v4_3.7.2,PCI_DSS,v4.0.1,3.7.2,,Requirement 3.7.2,,manual,CRITICAL,pci_compliance_agent/PCI_controls_with_checks.csv,,,,,,,,,,,,,,,no,no
pci_dss_v4_3.7.3,PCI_DSS,v4.0.1,3.7.3,,Requirement 3.7.3,,manual,CRITICAL,pci_compliance_agent/PCI_controls_with_checks.csv,,,,,,,,,,,,,,,no,no
pci_dss_v4_3.7.4,PCI_DSS,v4.0.1,3.7.4,,Requirement 3.7.4,,manual,CRITICAL,pci_compliance_agent/PCI_controls_with_checks.csv,,,,,,,,,,,,,,,no,no
pci_dss_v4_3.7.5,PCI_DSS,v4.0.1,3.7.5,,Requirement 3.7.5,,manual,CRITICAL,pci_compliance_agent/PCI_controls_with_checks.csv,,,,,,,,,,,,,,,no,no
pci_dss_v4_3.7.6,PCI_DSS,v4.0.1,3.7.6,,Requirement 3.7.6,,manual,CRITICAL,pci_compliance_agent/PCI_controls_with_checks.csv,,,,,,,,,,,,,,,no,no
pci_dss_v4_3.7.7,PCI_DSS,v4.0.1,3.7.7,,Requirement 3.7.7,,manual,CRITICAL,pci_compliance_agent/PCI_controls_with_checks.csv,,,,,,,,,,,,,,,no,no
pci_dss_v4_3.7.8,PCI_DSS,v4.0.1,3.7.8,,above,,manual,CRITICAL,pci_compliance_agent/PCI_controls_with_checks.csv,,,,,,,,,,,,,,,no,no
pci_dss_v4_4.0.1,PCI_DSS,v4.0.1,4.0.1,,for details of changes,,manual,HIGH,pci_compliance_agent/PCI_controls_with_checks.csv,,,,,,,,,,,,,,,no,no
pci_dss_v4_4.1.1,PCI_DSS,v4.0.1,4.1.1,,Examine documentation and interview personnel to verify that security policies and operational pr...,,automated,HIGH,pci_compliance_agent/PCI_controls_with_checks.csv,aws.acm.certificates.certificate_expiration_monitored+aws.acm.certificate.expiration_monitored+aws.elb.ssllisteners.ssl_listeners_configured+aws.opensearch.service.domains_node_to_node_encryption_enabled+aws.opensearch.service.opensearch_domains_https_communications_enforced+aws.cloudfront.distributions.using_deprecated_ssl_protocols_configured+aws.cloudfront.resource.distributions_origin_traffic_encrypted+aws.vpc.flow.logging_enabled+aws.vpc.resource.flow_logging_enabled+aws.vpc.vpc.flow_logging_enabled+aws.ec2.vpc.flow_logging_enabled,,azure.keyvault.certificate.expiration_check+azure.storage.sas.https.only.check+azure.network.load_balancer.lb_listener_tls_min_1_2+azure.search.service.domains_node_to_node_encryption_enabled+azure.cdn.endpoint.deprecated_ssl_protocols+azure.network.virtual_network.flow_logs_enabled+azure.cdn.endpoint.origin_traffic_encrypted,,gcp.certificatemanager.certificate.manager_certificates_expiration_configured+gcp.storage.bucket.bucket_require_tls_in_transit+gcp.certificatemanager.certificate.certificates_expiration_check_gcp_load_balancing_s_protocols+gcp.compute.backend_service.cdn_tls_min_1_2_enforced+gcp.compute.backend_service.cdn_origin_access_restricted+gcp.compute.network.vpc_flow_logs_enabled,,oci.certificates.certificates.expiration_check+oci.certificates.certificate.certificate_expiration+oci.load_balancer.load_balancer.balancer_ssl_listeners+oci.edge_services.distribution.distributions_using_deprecated_ssl_protocols+oci.edge_services.distribution.distributions_origin_traffic_encrypted+oci.virtual_network.vcn.flow_logs_enabled+oci.objectstorage.bucket.ssl_enforced+oci.opensearch.service.domains_node_to_node_encryption_enabled+oci.opensearch.service.domains_https_communications_enforced,,ibm.certificate_manager.certificate.not_expired+ibm.object_storage.bucket.ssl_enforced+ibm.vpc.load_balancer.https_listener_enabled+ibm.databases.deployment.tls_12_minimum+ibm.vpc.flow_log.enabled_for_vpc+ibm.cloud_databases.service.domains_node_to_node_encryption_enabled+ibm.cdn.distributions.using_deprecated_ssl_protocols_configured+ibm.cdn.distributions.origin_traffic_encrypted,,alicloud.cas.certificates.expiration_check+alicloud.alb.ssl.listeners+alicloud.elasticsearch.service.domains_node_to_node_encryption_enabled+alicloud.elasticsearch.service.domains_https_communications_enforced+alicloud.cdn.domain.using_deprecated_ssl_protocols+alicloud.cdn.domain.origin_traffic_encrypted+alicloud.cms.network.monitoring_flow_logs_enabled+alicloud.oss.bucket.https_required,,,,yes,no
pci_dss_v4_4.1.2,PCI_DSS,v4.0.1,4.1.2,,Requirement 4.1.2,,automated,HIGH,pci_compliance_agent/PCI_controls_with_checks.csv,aws.acm.certificates.certificate_expiration_monitored+aws.acm.certificate.expiration_monitored+aws.elb.ssllisteners.ssl_listeners_configured+aws.opensearch.service.domains_node_to_node_encryption_enabled+aws.opensearch.service.opensearch_domains_https_communications_enforced+aws.cloudfront.distributions.using_deprecated_ssl_protocols_configured+aws.cloudfront.resource.distributions_origin_traffic_encrypted+aws.vpc.flow.logging_enabled+aws.vpc.resource.flow_logging_enabled+aws.vpc.vpc.flow_logging_enabled+aws.ec2.vpc.flow_logging_enabled,,azure.keyvault.certificate.expiration_check+azure.storage.sas.https.only.check+azure.network.load_balancer.lb_listener_tls_min_1_2+azure.search.service.domains_node_to_node_encryption_enabled+azure.cdn.endpoint.deprecated_ssl_protocols+azure.network.virtual_network.flow_logs_enabled+azure.cdn.endpoint.origin_traffic_encrypted,,gcp.certificatemanager.certificate.manager_certificates_expiration_configured+gcp.storage.bucket.bucket_require_tls_in_transit+gcp.certificatemanager.certificate.certificates_expiration_check_gcp_load_balancing_s_protocols+gcp.compute.backend_service.cdn_tls_min_1_2_enforced+gcp.compute.backend_service.cdn_origin_access_restricted+gcp.compute.network.vpc_flow_logs_enabled,,oci.certificates.certificates.expiration_check+oci.certificates.certificate.certificate_expiration+oci.load_balancer.load_balancer.balancer_ssl_listeners+oci.edge_services.distribution.distributions_using_deprecated_ssl_protocols+oci.edge_services.distribution.distributions_origin_traffic_encrypted+oci.virtual_network.vcn.flow_logs_enabled+oci.objectstorage.bucket.ssl_enforced+oci.opensearch.service.domains_node_to_node_encryption_enabled+oci.opensearch.service.domains_https_communications_enforced,,ibm.certificate_manager.certificate.not_expired+ibm.object_storage.bucket.ssl_enforced+ibm.vpc.load_balancer.https_listener_enabled+ibm.databases.deployment.tls_12_minimum+ibm.vpc.flow_log.enabled_for_vpc+ibm.cloud_databases.service.domains_node_to_node_encryption_enabled+ibm.cdn.distributions.using_deprecated_ssl_protocols_configured+ibm.cdn.distributions.origin_traffic_encrypted,,alicloud.cas.certificates.expiration_check+alicloud.alb.ssl.listeners+alicloud.elasticsearch.service.domains_node_to_node_encryption_enabled+alicloud.elasticsearch.service.domains_https_communications_enforced+alicloud.cdn.domain.using_deprecated_ssl_protocols+alicloud.cdn.domain.origin_traffic_encrypted+alicloud.cms.network.monitoring_flow_logs_enabled+alicloud.oss.bucket.https_required,,,,yes,no
pci_dss_v4_4.1.4,PCI_DSS,v4.0.1,4.1.4,,Key installation],,automated,HIGH,pci_compliance_agent/PCI_controls_with_checks.csv,aws.acm.certificates.certificate_expiration_monitored+aws.acm.certificate.expiration_monitored+aws.elb.ssllisteners.ssl_listeners_configured+aws.opensearch.service.domains_node_to_node_encryption_enabled+aws.opensearch.service.opensearch_domains_https_communications_enforced+aws.cloudfront.distributions.using_deprecated_ssl_protocols_configured+aws.cloudfront.resource.distributions_origin_traffic_encrypted+aws.vpc.flow.logging_enabled+aws.vpc.resource.flow_logging_enabled+aws.vpc.vpc.flow_logging_enabled+aws.ec2.vpc.flow_logging_enabled,,azure.keyvault.certificate.expiration_check+azure.storage.sas.https.only.check+azure.network.load_balancer.lb_listener_tls_min_1_2+azure.search.service.domains_node_to_node_encryption_enabled+azure.cdn.endpoint.deprecated_ssl_protocols+azure.network.virtual_network.flow_logs_enabled+azure.cdn.endpoint.origin_traffic_encrypted,,gcp.certificatemanager.certificate.manager_certificates_expiration_configured+gcp.storage.bucket.bucket_require_tls_in_transit+gcp.certificatemanager.certificate.certificates_expiration_check_gcp_load_balancing_s_protocols+gcp.compute.backend_service.cdn_tls_min_1_2_enforced+gcp.compute.backend_service.cdn_origin_access_restricted+gcp.compute.network.vpc_flow_logs_enabled,,oci.certificates.certificates.expiration_check+oci.certificates.certificate.certificate_expiration+oci.load_balancer.load_balancer.balancer_ssl_listeners+oci.edge_services.distribution.distributions_using_deprecated_ssl_protocols+oci.edge_services.distribution.distributions_origin_traffic_encrypted+oci.virtual_network.vcn.flow_logs_enabled+oci.objectstorage.bucket.ssl_enforced+oci.opensearch.service.domains_node_to_node_encryption_enabled+oci.opensearch.service.domains_https_communications_enforced,,ibm.certificate_manager.certificate.not_expired+ibm.object_storage.bucket.ssl_enforced+ibm.vpc.load_balancer.https_listener_enabled+ibm.databases.deployment.tls_12_minimum+ibm.vpc.flow_log.enabled_for_vpc+ibm.cloud_databases.service.domains_node_to_node_encryption_enabled+ibm.cdn.distributions.using_deprecated_ssl_protocols_configured+ibm.cdn.distributions.origin_traffic_encrypted,,alicloud.cas.certificates.expiration_check+alicloud.alb.ssl.listeners+alicloud.elasticsearch.service.domains_node_to_node_encryption_enabled+alicloud.elasticsearch.service.domains_https_communications_enforced+alicloud.cdn.domain.using_deprecated_ssl_protocols+alicloud.cdn.domain.origin_traffic_encrypted+alicloud.cms.network.monitoring_flow_logs_enabled+alicloud.oss.bucket.https_required,,,,yes,no
pci_dss_v4_4.2.1,PCI_DSS,v4.0.1,4.2.1,,Key generation [for asymmetric algorithms],,manual,HIGH,pci_compliance_agent/PCI_controls_with_checks.csv,,,,,,,,,,,,,,,no,no
pci_dss_v4_4.2.1.1,PCI_DSS,v4.0.1,4.2.1.1,,Requirement 4.2.1.1,,automated,HIGH,pci_compliance_agent/PCI_controls_with_checks.csv,aws.elb.ssllisteners.ssl_listeners_configured,,azure.network.load_balancer.lb_listener_tls_min_1_2,,gcp.certificatemanager.certificate.certificates_expiration_check_gcp_load_balancing_s_protocols,,oci.load_balancer.load_balancer.balancer_ssl_listeners,,ibm.vpc.load_balancer.https_listener_enabled,,alicloud.alb.ssl.listeners,,,,yes,no
pci_dss_v4_4.2.1.2,PCI_DSS,v4.0.1,4.2.1.2,,Examine system configurations to verify that wireless networks transmitting PAN or connected to t...,,automated,HIGH,pci_compliance_agent/PCI_controls_with_checks.csv,aws.cloudfront.distributions.using_deprecated_ssl_protocols_configured,,azure.cdn.endpoint.deprecated_ssl_protocols,,gcp.compute.backend_service.cdn_tls_min_1_2_enforced,,oci.edge_services.distribution.distributions_using_deprecated_ssl_protocols,,ibm.cdn.distributions.using_deprecated_ssl_protocols_configured,,alicloud.cdn.domain.using_deprecated_ssl_protocols,,,,yes,no
pci_dss_v4_4.2.2,PCI_DSS,v4.0.1,4.2.2,,Requirement 4.2.2,,manual,HIGH,pci_compliance_agent/PCI_controls_with_checks.csv,,,,,,,,,,,,,,,no,no
pci_dss_v4_5.1.1,PCI_DSS,v4.0.1,5.1.1,,Examine documentation and interview personnel to verify that security policies and operational pr...,,automated,HIGH,pci_compliance_agent/PCI_controls_with_checks.csv,aws.ssm.managed.ssm_compliant_patching_configured,,azure.automation.account.compliant_patching_enabled,,gcp.osconfig.patch_deployment.managed_compliant_patching,,oci.compute.management.managed_compliant_patching,,ibm.schematics.workspace.compliance_check_enabled,,alicloud.bss.managed.compliant_patching,,,,yes,no
pci_dss_v4_5.1.2,PCI_DSS,v4.0.1,5.1.2,,Requirement 5.1.2,,automated,HIGH,pci_compliance_agent/PCI_controls_with_checks.csv,aws.ssm.managed.ssm_compliant_patching_configured,,azure.automation.account.compliant_patching_enabled,,gcp.osconfig.patch_deployment.managed_compliant_patching,,oci.compute.management.managed_compliant_patching,,ibm.schematics.workspace.compliance_check_enabled,,alicloud.bss.managed.compliant_patching,,,,yes,no
pci_dss_v4_5.2.2,PCI_DSS,v4.0.1,5.2.2,,Examine vendor documentation and configurations of the anti-malware solution(s) to verify that th...,,automated,HIGH,pci_compliance_agent/PCI_controls_with_checks.csv,aws.ssm.managed.ssm_compliant_patching_configured,,azure.automation.account.compliant_patching_enabled,,gcp.osconfig.patch_deployment.managed_compliant_patching,,oci.compute.management.managed_compliant_patching,,ibm.schematics.workspace.compliance_check_enabled,,alicloud.bss.managed.compliant_patching,,,,yes,no
pci_dss_v4_5.2.3.1,PCI_DSS,v4.0.1,5.2.3.1,,Requirement 5.2.3.1,,automated,HIGH,pci_compliance_agent/PCI_controls_with_checks.csv,aws.ssm.managed.ssm_compliant_patching_configured,,azure.automation.account.compliant_patching_enabled,,gcp.osconfig.patch_deployment.managed_compliant_patching,,oci.compute.management.managed_compliant_patching,,ibm.schematics.workspace.compliance_check_enabled,,alicloud.bss.managed.compliant_patching,,,,yes,no
pci_dss_v4_5.3.1,PCI_DSS,v4.0.1,5.3.1,,Requirement 5.3.1,,manual,HIGH,pci_compliance_agent/PCI_controls_with_checks.csv,,,,,,,,,,,,,,,no,no
pci_dss_v4_5.3.3,PCI_DSS,v4.0.1,5.3.3,,Requirement 5.3.3,,manual,HIGH,pci_compliance_agent/PCI_controls_with_checks.csv,,,,,,,,,,,,,,,no,no
pci_dss_v4_5.3.5,PCI_DSS,v4.0.1,5.3.5,,Requirement 5.3.5,,manual,HIGH,pci_compliance_agent/PCI_controls_with_checks.csv,,,,,,,,,,,,,,,no,no
pci_dss_v4_5.4.1,PCI_DSS,v4.0.1,5.4.1,,for guidance on the difference between technical and automated controls to detect and protect use...,,manual,HIGH,pci_compliance_agent/PCI_controls_with_checks.csv,,,,,,,,,,,,,,,no,no
pci_dss_v4_6.1.1,PCI_DSS,v4.0.1,6.1.1,,Examine documentation and interview personnel to verify that security policies and operational pr...,,manual,HIGH,pci_compliance_agent/PCI_controls_with_checks.csv,,,,,,,,,,,,,,,no,no
pci_dss_v4_6.1.2,PCI_DSS,v4.0.1,6.1.2,,Requirement 6.1.2,,manual,HIGH,pci_compliance_agent/PCI_controls_with_checks.csv,,,,,,,,,,,,,,,no,no
pci_dss_v4_6.2.1,PCI_DSS,v4.0.1,6.2.1,,Examine documented software development procedures to verify that processes are defined that incl...,,automated,HIGH,pci_compliance_agent/PCI_controls_with_checks.csv,aws.ssm.managed.ssm_compliant_patching_configured+aws.eks.addon.version_pinned_and_supported_configured+aws.rds.instance.auto_minor_version_upgrade_configured,,azure.automation.account.compliant_patching_enabled+azure.kubernetes.addon.containers_version_pinned_and_supported+azure.sql.server.db_cluster_minor_version_auto_upgrade_enabled,,gcp.osconfig.patch_deployment.managed_compliant_patching+gcp.osconfig.patch_deployment.managed_compliant_patching_gcp_gke_cluster_uses_a_su_enabled+gcp.sql.instance.cluster_minor_version_auto_upgrade_enabled,,oci.compute.management.managed_compliant_patching+oci.container_engine.cluster.cni_version_required+oci.database.autonomous_database.cluster_minor_version_auto_upgrade_enabled,,ibm.schematics.workspace.compliance_check_enabled+ibm.containers.cluster.latest_kubernetes_version+ibm.cloud_databases.cluster.minor_version_upgrade_enabled,,alicloud.bss.managed.compliant_patching+alicloud.ack.cluster.uses_latest_supported_version,,,,yes,no
pci_dss_v4_6.2.2,PCI_DSS,v4.0.1,6.2.2,,Requirement 6.2.2,,automated,HIGH,pci_compliance_agent/PCI_controls_with_checks.csv,aws.ssm.managed.ssm_compliant_patching_configured+aws.eks.addon.version_pinned_and_supported_configured+aws.rds.instance.auto_minor_version_upgrade_configured,,azure.automation.account.compliant_patching_enabled+azure.kubernetes.addon.containers_version_pinned_and_supported+azure.sql.server.db_cluster_minor_version_auto_upgrade_enabled,,gcp.osconfig.patch_deployment.managed_compliant_patching+gcp.osconfig.patch_deployment.managed_compliant_patching_gcp_gke_cluster_uses_a_su_enabled+gcp.sql.instance.cluster_minor_version_auto_upgrade_enabled,,oci.compute.management.managed_compliant_patching+oci.container_engine.cluster.cni_version_required+oci.database.autonomous_database.cluster_minor_version_auto_upgrade_enabled,,ibm.schematics.workspace.compliance_check_enabled+ibm.containers.cluster.latest_kubernetes_version+ibm.cloud_databases.cluster.minor_version_upgrade_enabled,,alicloud.bss.managed.compliant_patching+alicloud.ack.cluster.uses_latest_supported_version,,,,yes,no
pci_dss_v4_6.2.3,PCI_DSS,v4.0.1,6.2.3,,Requirement 6.2.3,,automated,HIGH,pci_compliance_agent/PCI_controls_with_checks.csv,aws.ssm.managed.ssm_compliant_patching_configured+aws.eks.addon.version_pinned_and_supported_configured+aws.rds.instance.auto_minor_version_upgrade_configured,,azure.automation.account.compliant_patching_enabled+azure.kubernetes.addon.containers_version_pinned_and_supported+azure.sql.server.db_cluster_minor_version_auto_upgrade_enabled,,gcp.osconfig.patch_deployment.managed_compliant_patching+gcp.osconfig.patch_deployment.managed_compliant_patching_gcp_gke_cluster_uses_a_su_enabled+gcp.sql.instance.cluster_minor_version_auto_upgrade_enabled,,oci.compute.management.managed_compliant_patching+oci.container_engine.cluster.cni_version_required+oci.database.autonomous_database.cluster_minor_version_auto_upgrade_enabled,,ibm.schematics.workspace.compliance_check_enabled+ibm.containers.cluster.latest_kubernetes_version+ibm.cloud_databases.cluster.minor_version_upgrade_enabled,,alicloud.bss.managed.compliant_patching+alicloud.ack.cluster.uses_latest_supported_version,,,,yes,no
pci_dss_v4_6.2.3.1,PCI_DSS,v4.0.1,6.2.3.1,,Requirement 6.2.3.1,,automated,HIGH,pci_compliance_agent/PCI_controls_with_checks.csv,aws.ssm.managed.ssm_compliant_patching_configured+aws.eks.addon.version_pinned_and_supported_configured+aws.rds.instance.auto_minor_version_upgrade_configured,,azure.automation.account.compliant_patching_enabled+azure.kubernetes.addon.containers_version_pinned_and_supported+azure.sql.server.db_cluster_minor_version_auto_upgrade_enabled,,gcp.osconfig.patch_deployment.managed_compliant_patching+gcp.osconfig.patch_deployment.managed_compliant_patching_gcp_gke_cluster_uses_a_su_enabled+gcp.sql.instance.cluster_minor_version_auto_upgrade_enabled,,oci.compute.management.managed_compliant_patching+oci.container_engine.cluster.cni_version_required+oci.database.autonomous_database.cluster_minor_version_auto_upgrade_enabled,,ibm.schematics.workspace.compliance_check_enabled+ibm.containers.cluster.latest_kubernetes_version+ibm.cloud_databases.cluster.minor_version_upgrade_enabled,,alicloud.bss.managed.compliant_patching+alicloud.ack.cluster.uses_latest_supported_version,,,,yes,no
pci_dss_v4_6.2.4,PCI_DSS,v4.0.1,6.2.4,,and support customized approach for Requirements 6,,automated,HIGH,pci_compliance_agent/PCI_controls_with_checks.csv,aws.ssm.managed.ssm_compliant_patching_configured+aws.eks.addon.version_pinned_and_supported_configured+aws.rds.instance.auto_minor_version_upgrade_configured,,azure.automation.account.compliant_patching_enabled+azure.kubernetes.addon.containers_version_pinned_and_supported+azure.sql.server.db_cluster_minor_version_auto_upgrade_enabled,,gcp.osconfig.patch_deployment.managed_compliant_patching+gcp.osconfig.patch_deployment.managed_compliant_patching_gcp_gke_cluster_uses_a_su_enabled+gcp.sql.instance.cluster_minor_version_auto_upgrade_enabled,,oci.compute.management.managed_compliant_patching+oci.container_engine.cluster.cni_version_required+oci.database.autonomous_database.cluster_minor_version_auto_upgrade_enabled,,ibm.schematics.workspace.compliance_check_enabled+ibm.containers.cluster.latest_kubernetes_version+ibm.cloud_databases.cluster.minor_version_upgrade_enabled,,alicloud.bss.managed.compliant_patching+alicloud.ack.cluster.uses_latest_supported_version,,,,yes,no
pci_dss_v4_6.3.2,PCI_DSS,v4.0.1,6.3.2,,Requirement 6.3.2,,automated,HIGH,pci_compliance_agent/PCI_controls_with_checks.csv,aws.codebuild.resource.codebuild_project_source_repo_url_configured+aws.codebuild.resource.codebuild_project_envvar_awscred_configured,,azure.dns.health_probe.health_check_no_plaintext_credentials_in_url+azure.devops.project.no_secrets_in_variables_enforced,,gcp.cloudbuild.audit.build_triggered_from_external_source+gcp.cloudfunctions.function.function_env_no_plaintext_secrets+gcp.dataflow.parameter.parameter_attributes_no_plaintext_secrets+gcp.gke.workload.workload_env_no_plaintext_secrets,,oci.devops.project.source_repo_url_no_sensitive_credentials+oci.devops.project.no_secrets_in_variables,,ibm.schematics.workspace.no_sensitive_variables_in_state,,alicloud.devops.project.source_repo_url_no_sensitive_credentials+alicloud.devops.project.no_secrets_in_variables,,,,yes,no
pci_dss_v4_6.4.1,PCI_DSS,v4.0.1,6.4.1,,once its effective date is reached,,manual,HIGH,pci_compliance_agent/PCI_controls_with_checks.csv,,,,,,,,,,,,,,,no,no
pci_dss_v4_6.4.2,PCI_DSS,v4.0.1,6.4.2,,becomes effective,,manual,HIGH,pci_compliance_agent/PCI_controls_with_checks.csv,,,,,,,,,,,,,,,no,no
pci_dss_v4_6.4.3,PCI_DSS,v4.0.1,6.4.3,,Requirement 6.4.3,,manual,HIGH,pci_compliance_agent/PCI_controls_with_checks.csv,,,,,,,,,,,,,,,no,no
pci_dss_v4_6.5.1,PCI_DSS,v4.0.1,6.5.1,,Requirement 6.5.1,,manual,HIGH,pci_compliance_agent/PCI_controls_with_checks.csv,,,,,,,,,,,,,,,no,no
pci_dss_v4_6.5.3,PCI_DSS,v4.0.1,6.5.3,,Requirement 6.5.3,,manual,HIGH,pci_compliance_agent/PCI_controls_with_checks.csv,,,,,,,,,,,,,,,no,no
pci_dss_v4_6.5.4,PCI_DSS,v4.0.1,6.5.4,,Requirement 6.5.4,,manual,HIGH,pci_compliance_agent/PCI_controls_with_checks.csv,,,,,,,,,,,,,,,no,no
pci_dss_v4_6.5.5,PCI_DSS,v4.0.1,6.5.5,,Requirement 6.5.5,,manual,HIGH,pci_compliance_agent/PCI_controls_with_checks.csv,,,,,,,,,,,,,,,no,no
pci_dss_v4_6.5.6,PCI_DSS,v4.0.1,6.5.6,,Requirement 6.5.6,,manual,HIGH,pci_compliance_agent/PCI_controls_with_checks.csv,,,,,,,,,,,,,,,no,no
pci_dss_v4_7.1.1,PCI_DSS,v4.0.1,7.1.1,,Examine documentation and interview personnel to verify that security policies and operational pr...,,automated,HIGH,pci_compliance_agent/PCI_controls_with_checks.csv,aws.opensearch.service.domains_access_control_enabled,,azure.search.service.domains_access_control_enabled,,,,oci.opensearch.service.domains_access_control_enabled,,ibm.databases.deployment.ip_allowlist_configured,,alicloud.elasticsearch.service.domains_access_control_enabled,,,,yes,no
pci_dss_v4_7.1.2,PCI_DSS,v4.0.1,7.1.2,,(continued) Definitions Key elements of an access control model include: • Resources to be protec...,,automated,HIGH,pci_compliance_agent/PCI_controls_with_checks.csv,aws.opensearch.service.domains_access_control_enabled,,azure.search.service.domains_access_control_enabled,,,,oci.opensearch.service.domains_access_control_enabled,,ibm.databases.deployment.ip_allowlist_configured,,alicloud.elasticsearch.service.domains_access_control_enabled,,,,yes,no
