rule_id,current_var,proposed_var,changed
alicloud.ecs.ensure.using_managed_disks,encrypted equals true,encrypted equals true,no
alicloud.ecs.firewall.rdp_access_internet_blocked,public_ip_address not_exists + internet_facing not_equals + permissions not_contains + security_group_rules not_contains,public_ip_address not_exists + internet_facing not_equals + permissions not_contains + security_group_rules not_contains,no
alicloud.ecs.firewall.ssh_access_internet_blocked,public_ip_address not_exists + internet_facing not_equals + permissions not_contains + security_group_rules not_contains,public_ip_address not_exists + internet_facing not_equals + permissions not_contains + security_group_rules not_contains,no
alicloud.ecs.image.vulnerability_scan_passed,id exists ,status equals Active,YES
alicloud.ecs.image_public_access_blocked.configured,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,no
alicloud.ecs.instance.age_check_older_than_90_days,id exists ,status equals Active,YES
alicloud.ecs.instance.cassandra_port_internet_blocked,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,no
alicloud.ecs.instance.cifs_port_internet_blocked,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,no
alicloud.ecs.instance.confidential_computing_enforced,id exists ,status equals Active,YES
alicloud.ecs.instance.configured,id exists ,status equals Active,YES
alicloud.ecs.instance.critical_cve_remediated,id exists ,status equals Active,YES
alicloud.ecs.instance.csek_encryption_at_rest_enabled,encrypted equals + kms_key_id exists,encrypted equals + kms_key_id exists,no
alicloud.ecs.instance.default_service_account_in_use_with_full_api_access,permissions not_contains *,permissions not_contains *,no
alicloud.ecs.instance.detailed_monitoring_active,logging_enabled equals true,logging_enabled equals true,no
alicloud.ecs.instance.detailed_monitoring_mandatory,logging_enabled equals true,logging_enabled equals true,no
alicloud.ecs.instance.elasticsearch_kibana_port_internet_blocked,public_ip_address not_exists + internet_facing not_equals + permissions not_contains,public_ip_address not_exists + internet_facing not_equals + permissions not_contains,no
alicloud.ecs.instance.env_no_plaintext_secrets,id exists ,permissions not_contains *,YES
alicloud.ecs.instance.ftp_port_internet_blocked,encrypted equals + public_ip_address not_exists + internet_facing not_equals + security_group_rules not_contains,encrypted equals + public_ip_address not_exists + internet_facing not_equals + security_group_rules not_contains,no
alicloud.ecs.instance.iam_profile_attached,permissions not_contains *,permissions not_contains *,no
alicloud.ecs.instance.imdsv2_mandatory,id exists ,status equals Active,YES
alicloud.ecs.instance.instance_profile_least_privilege,permissions not_contains *,permissions not_contains *,no
alicloud.ecs.instance.internet_facing_instance_profile_least_privilege,permissions not_contains *,permissions not_contains *,no
alicloud.ecs.instance.ip_forwarding_disabled_for_security,id exists ,internet_facing not_equals true,YES
alicloud.ecs.instance.kafka_port_internet_blocked,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,no
alicloud.ecs.instance.kerberos_port_internet_blocked,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,no
alicloud.ecs.instance.ldap_port_internet_blocked,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,no
alicloud.ecs.instance.least_privilege_service_account,permissions not_contains *,permissions not_contains *,no
alicloud.ecs.instance.managed,id exists ,status equals Active,YES
alicloud.ecs.instance.managed_by_ssm,id exists ,status equals Active,YES
alicloud.ecs.instance.management_enabled,logging_enabled equals true,status equals Active,YES
alicloud.ecs.instance.memcached_port_internet_blocked,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,no
alicloud.ecs.instance.mongodb_port_internet_blocked,public_ip_address not_exists + internet_facing not_equals + security_group_rules not_contains,public_ip_address not_exists + internet_facing not_equals + security_group_rules not_contains,no
alicloud.ecs.instance.mysql_port_internet_blocked,public_ip_address not_exists + internet_facing not_equals + security_group_rules not_contains,public_ip_address not_exists + internet_facing not_equals + security_group_rules not_contains,no
alicloud.ecs.instance.network_type_verified,id exists ,vpc_id exists ,YES
alicloud.ecs.instance.no_privileged_containers,permissions not_contains *,permissions not_contains *,no
alicloud.ecs.instance.no_public_ip_assigned,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,no
alicloud.ecs.instance.oracle_port_internet_blocked,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,no
alicloud.ecs.instance.os_version_supported,id exists ,status equals Active,YES
alicloud.ecs.instance.paravirtual_type_deprecated,id exists ,status equals Active,YES
alicloud.ecs.instance.password_auth_disabled,id exists ,permissions not_contains *,YES
alicloud.ecs.instance.port_ftp_exposed_to_internet,id exists ,security_group_rules not_contains 0.0.0.0/0,YES
alicloud.ecs.instance.port_rdp_exposed_to_internet,id exists ,security_group_rules not_contains 0.0.0.0/0,YES
alicloud.ecs.instance.port_ssh_exposed_to_internet,permissions not_contains + security_group_rules not_contains,permissions not_contains + security_group_rules not_contains,no
alicloud.ecs.instance.postgresql_port_internet_blocked,public_ip_address not_exists + internet_facing not_equals + security_group_rules not_contains,public_ip_address not_exists + internet_facing not_equals + security_group_rules not_contains,no
alicloud.ecs.instance.project_wide_ssh_keys_block_enforced,security_group_rules not_contains 0.0.0.0/0:22,security_group_rules not_contains 0.0.0.0/0:22,no
alicloud.ecs.instance.public_ip_detected,public_ip_address exists ,public_ip_address exists ,no
alicloud.ecs.instance.public_ip_disabled,id exists ,public_ip_address not_exists ,YES
alicloud.ecs.instance.public_ip_disabled_unless_explicitly_approved,id exists ,public_ip_address not_exists ,YES
alicloud.ecs.instance.rdp_port_internet_blocked,public_ip_address not_exists + internet_facing not_equals + security_group_rules not_contains,public_ip_address not_exists + internet_facing not_equals + security_group_rules not_contains,no
alicloud.ecs.instance.rds_sqlserver_port_internet_blocked,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,no
alicloud.ecs.instance.redis_port_internet_blocked,public_ip_address not_exists + internet_facing not_equals + security_group_rules not_contains,public_ip_address not_exists + internet_facing not_equals + security_group_rules not_contains,no
alicloud.ecs.instance.secrets_user_data,id exists ,permissions not_contains *,YES
alicloud.ecs.instance.security_center_agent_installed_and_active,id exists ,status equals Active,YES
alicloud.ecs.instance.security_hardening_applied,id exists ,status equals Active,YES
alicloud.ecs.instance.security_patches_applied,id exists ,status equals Active,YES
alicloud.ecs.instance.serial_ports_disabled_for_security,id exists ,security_group_rules not_contains 0.0.0.0/0,YES
alicloud.ecs.instance.shielded_vm_security_features_enabled,id exists ,status equals Active,YES
alicloud.ecs.instance.single_eni_usage_verified,id exists ,status equals Active,YES
alicloud.ecs.instance.ssh_key_authentication_mandatory,id exists ,permissions not_contains *,YES
alicloud.ecs.instance.ssh_port_internet_blocked,public_ip_address not_exists + internet_facing not_equals + security_group_rules not_contains,public_ip_address not_exists + internet_facing not_equals + security_group_rules not_contains,no
alicloud.ecs.instance.telnet_port_public_access_blocked,public_ip_address not_exists + internet_facing not_equals + security_group_rules not_contains,public_ip_address not_exists + internet_facing not_equals + security_group_rules not_contains,no
alicloud.ecs.instance.unattached_disks_encryption_at_rest_with_customer_managed_keys_enabled,encrypted equals + kms_key_id exists,encrypted equals + kms_key_id exists,no
alicloud.ecs.instance.user_data_secrets_exposure_prevented,id exists ,permissions not_contains *,YES
alicloud.ecs.instance.uses_single_eni,id exists ,status equals Active,YES
alicloud.ecs.instance.volumes_encrypted,encrypted equals true,encrypted equals true,no
alicloud.ecs.instance_managed_by_ssm_agent_installed.configured,id exists ,status equals Active,YES
alicloud.ecs.key_pair.inactive_keys_disabled_after_90_days,id exists ,status equals Active,YES
alicloud.ecs.launch.template_imdsv2_required,id exists ,status equals Active,YES
alicloud.ecs.launch.template_no_public_ip,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,no
alicloud.ecs.launch.template_no_secrets,id exists ,permissions not_contains *,YES
alicloud.ecs.launch_template.imdsv2_enforcement,id exists ,status equals Active,YES
alicloud.ecs.launch_template.instance_profile_least_privilege,permissions not_contains *,permissions not_contains *,no
alicloud.ecs.launch_template.public_ip_assignment_disabled,id exists ,public_ip_address not_exists ,YES
alicloud.ecs.launch_template.root_volume_encrypted_by_default,encrypted equals true,encrypted equals true,no
alicloud.ecs.launch_template.secrets_management_enforced,encrypted equals true,encrypted equals true,no
alicloud.ecs.launch_template.security_groups_restrictive,id exists ,security_group_rules not_contains 0.0.0.0/0,YES
alicloud.ecs.load_balancer.logging_enabled,logging_enabled equals true,logging_enabled equals true,no
alicloud.ecs.loadbalancer.traffic_logging_enabled,logging_enabled equals true,logging_enabled equals true,no
alicloud.ecs.management.compliance,id exists ,status equals Active,YES
alicloud.ecs.management_compliance_standards_met.configured,id exists ,status equals Active,YES
alicloud.ecs.network_custom_vpc_required.configured,id exists ,vpc_id exists ,YES
alicloud.ecs.network_modern_architecture_required.configured,permissions not_contains *,permissions not_contains *,no
alicloud.ecs.networkacl.allow_ingress_tcp_port_22,permissions not_contains + security_group_rules not_contains,permissions not_contains + security_group_rules not_contains,no
alicloud.ecs.networkacl.allow_ingress_tcp_port_22, alicloud_ecs_securitygroup_allow_ingress_from_internet_to_all_ports, alicloud_ecs_networkacl_allow_ingress_tcp_port_3389, alicloud_pai_notebook_instance_without_direct_internet_access_configured,permissions not_contains + security_group_rules not_contains + security_group_rules not_contains,permissions not_contains + security_group_rules not_contains + security_group_rules not_contains,no
alicloud.ecs.networkacl.allow_ingress_tcp_port_3389,permissions not_contains + security_group_rules not_contains,permissions not_contains + security_group_rules not_contains,no
alicloud.ecs.networkacl.default_in_use,permissions not_contains *,permissions not_contains *,no
alicloud.ecs.networkacl.dns_query_logging_enabled,logging_enabled equals true,logging_enabled equals true,no
alicloud.ecs.networkacl.ingress_any_port_blocked,permissions not_contains *,permissions not_contains *,no
alicloud.ecs.networkacl.ingress_least_privilege_enforced,permissions not_contains *,permissions not_contains *,no
alicloud.ecs.networkacl.not_legacy,id exists ,status equals Active,YES
alicloud.ecs.networkacl.rdp_port_3389_ingress_restricted,permissions not_contains + security_group_rules not_contains,permissions not_contains + security_group_rules not_contains,no
alicloud.ecs.networkacl.ssh_port_22_ingress_restricted,permissions not_contains + security_group_rules not_contains,permissions not_contains + security_group_rules not_contains,no
alicloud.ecs.networkacl.unrestricted_ingress,permissions not_contains *,permissions not_contains *,no
alicloud.ecs.networkacl.unused,id exists ,status equals Active,YES
alicloud.ecs.networkacl.unused_resources_identified,id exists ,status equals Active,YES
alicloud.ecs.patch.compliance,id exists ,status equals Active,YES
alicloud.ecs.patch_management_compliance_standards_met.configured,id exists ,status equals Active,YES
alicloud.ecs.project.os_login_mfa_enabled,mfa_enabled equals true,mfa_enabled equals true,no
alicloud.ecs.public.address_shodan,id exists ,internet_facing not_equals true,YES
alicloud.ecs.public_address_shodan_detected.configured,public_ip_address exists ,public_ip_address exists ,no
alicloud.ecs.ram_role.instance_profile_no_instance_profile_with_admin_star,permissions not_contains *,permissions not_contains *,no
alicloud.ecs.ram_role.instance_profile_role_policies_least_privilege,permissions not_contains *,permissions not_contains *,no
alicloud.ecs.security_group.all_ports_public_ingress_blocked,public_ip_address not_exists + internet_facing not_equals + permissions not_contains,public_ip_address not_exists + internet_facing not_equals + permissions not_contains,no
alicloud.ecs.security_group.allow_ingress_from_internet_to_all_ports,permissions not_contains *,permissions not_contains *,no
alicloud.ecs.security_group.allow_ingress_from_internet_to_all_ports, alicloud_api_gateway_restapi_waf_acl_attached, alicloud_alb_waf_acl_attached,permissions not_contains *,permissions not_contains *,no
alicloud.ecs.security_group.allow_ingress_from_internet_to_any_port,permissions not_contains *,permissions not_contains *,no
alicloud.ecs.security_group.allow_ingress_from_internet_to_high_risk_tcp_ports,id exists ,security_group_rules not_contains 0.0.0.0/0,YES
alicloud.ecs.security_group.allow_ingress_from_internet_to_tcp_port_22,permissions not_contains + security_group_rules not_contains,permissions not_contains + security_group_rules not_contains,no
alicloud.ecs.security_group.allow_ingress_from_internet_to_tcp_port_3389,permissions not_contains + security_group_rules not_contains,permissions not_contains + security_group_rules not_contains,no
alicloud.ecs.security_group.allow_ingress_from_internet_to_tcp_port_cassandra_7199_9160_8888,permissions not_contains *,permissions not_contains *,no
alicloud.ecs.security_group.allow_ingress_from_internet_to_tcp_port_elasticsearch_kibana_9200_9300_5601,permissions not_contains *,permissions not_contains *,no
alicloud.ecs.security_group.allow_ingress_from_internet_to_tcp_port_ftp_20_21,permissions not_contains + security_group_rules not_contains,permissions not_contains + security_group_rules not_contains,no
alicloud.ecs.security_group.allow_ingress_from_internet_to_tcp_port_kafka_9092,permissions not_contains *,permissions not_contains *,no
alicloud.ecs.security_group.allow_ingress_from_internet_to_tcp_port_memcached_11211,id exists ,security_group_rules not_contains 0.0.0.0/0,YES
alicloud.ecs.security_group.allow_ingress_from_internet_to_tcp_port_mongodb_27017_27018,permissions not_contains + security_group_rules not_contains,permissions not_contains + security_group_rules not_contains,no
alicloud.ecs.security_group.allow_ingress_from_internet_to_tcp_port_mysql_3306,permissions not_contains + security_group_rules not_contains,permissions not_contains + security_group_rules not_contains,no
alicloud.ecs.security_group.allow_ingress_from_internet_to_tcp_port_oracle_1521_2483,permissions not_contains *,permissions not_contains *,no
alicloud.ecs.security_group.allow_ingress_from_internet_to_tcp_port_postgres_5432,permissions not_contains + security_group_rules not_contains,permissions not_contains + security_group_rules not_contains,no
alicloud.ecs.security_group.allow_ingress_from_internet_to_tcp_port_redis_6379,permissions not_contains + security_group_rules not_contains,permissions not_contains + security_group_rules not_contains,no
alicloud.ecs.security_group.allow_ingress_from_internet_to_tcp_port_sql_server_1433_1434,permissions not_contains *,permissions not_contains *,no
alicloud.ecs.security_group.allow_ingress_from_internet_to_tcp_port_telnet_23,encrypted equals + permissions not_contains + security_group_rules not_contains,encrypted equals + permissions not_contains + security_group_rules not_contains,no
alicloud.ecs.security_group.any_port_public_ingress_blocked,public_ip_address not_exists + internet_facing not_equals + permissions not_contains,public_ip_address not_exists + internet_facing not_equals + permissions not_contains,no
alicloud.ecs.security_group.cassandra_ports_public_ingress_blocked,public_ip_address not_exists + internet_facing not_equals + permissions not_contains,public_ip_address not_exists + internet_facing not_equals + permissions not_contains,no
alicloud.ecs.security_group.common_ports_access_restricted,permissions not_contains + security_group_rules not_contains + security_group_rules not_contains + security_group_rules not_contains + security_group_rules not_contains,permissions not_contains + security_group_rules not_contains + security_group_rules not_contains + security_group_rules not_contains + security_group_rules not_contains,no
alicloud.ecs.security_group.default_deny_all,id exists ,security_group_rules not_contains 0.0.0.0/0,YES
alicloud.ecs.security_group.default_restricted,permissions not_contains *,permissions not_contains *,no
alicloud.ecs.security_group.elasticsearch_kibana_ports_public_ingress_blocked,public_ip_address not_exists + internet_facing not_equals + permissions not_contains,public_ip_address not_exists + internet_facing not_equals + permissions not_contains,no
alicloud.ecs.security_group.excessive_ingress_egress_rules_reviewed,permissions not_contains *,permissions not_contains *,no
alicloud.ecs.security_group.fine_grained_rules_enforced,permissions not_contains *,permissions not_contains *,no
alicloud.ecs.security_group.from_launch_wizard,permissions not_contains *,permissions not_contains *,no
alicloud.ecs.security_group.ftp_ports_public_ingress_blocked,public_ip_address not_exists + internet_facing not_equals + permissions not_contains + security_group_rules not_contains,public_ip_address not_exists + internet_facing not_equals + permissions not_contains + security_group_rules not_contains,no
alicloud.ecs.security_group.high_risk_ports_public_ingress_blocked,public_ip_address not_exists + internet_facing not_equals + security_group_rules not_contains + security_group_rules not_contains + security_group_rules not_contains + security_group_rules not_contains,public_ip_address not_exists + internet_facing not_equals + security_group_rules not_contains + security_group_rules not_contains + security_group_rules not_contains + security_group_rules not_contains,no
alicloud.ecs.security_group.inbound_3389_restricted_to_trusted_ips,permissions not_contains + security_group_rules not_contains,permissions not_contains + security_group_rules not_contains,no
alicloud.ecs.security_group.ingress_port_22_restricted_to_trusted_ips,permissions not_contains + security_group_rules not_contains,permissions not_contains + security_group_rules not_contains,no
alicloud.ecs.security_group.kafka_port_public_ingress_blocked,public_ip_address not_exists + internet_facing not_equals + permissions not_contains,public_ip_address not_exists + internet_facing not_equals + permissions not_contains,no
alicloud.ecs.security_group.launch_wizard_security_group_audit,permissions not_contains *,permissions not_contains *,no
alicloud.ecs.security_group.memcached_port_public_ingress_blocked,public_ip_address not_exists + internet_facing not_equals + permissions not_contains,public_ip_address not_exists + internet_facing not_equals + permissions not_contains,no
alicloud.ecs.security_group.mongodb_ports_public_ingress_blocked,public_ip_address not_exists + internet_facing not_equals + permissions not_contains + security_group_rules not_contains,public_ip_address not_exists + internet_facing not_equals + permissions not_contains + security_group_rules not_contains,no
alicloud.ecs.security_group.mysql_port_public_ingress_blocked,public_ip_address not_exists + internet_facing not_equals + permissions not_contains + security_group_rules not_contains,public_ip_address not_exists + internet_facing not_equals + permissions not_contains + security_group_rules not_contains,no
alicloud.ecs.security_group.not_used,id exists ,status equals Active,YES
alicloud.ecs.security_group.oracle_ports_public_ingress_blocked,public_ip_address not_exists + internet_facing not_equals + permissions not_contains,public_ip_address not_exists + internet_facing not_equals + permissions not_contains,no
alicloud.ecs.security_group.postgres_port_public_ingress_blocked,public_ip_address not_exists + internet_facing not_equals + permissions not_contains + security_group_rules not_contains,public_ip_address not_exists + internet_facing not_equals + permissions not_contains + security_group_rules not_contains,no
alicloud.ecs.security_group.rdp_access_restricted_to_vpn,permissions not_contains + security_group_rules not_contains,permissions not_contains + security_group_rules not_contains,no
alicloud.ecs.security_group.redis_port_public_ingress_blocked,public_ip_address not_exists + internet_facing not_equals + permissions not_contains + security_group_rules not_contains,public_ip_address not_exists + internet_facing not_equals + permissions not_contains + security_group_rules not_contains,no
alicloud.ecs.security_group.sql_server_ports_public_ingress_blocked,public_ip_address not_exists + internet_facing not_equals + permissions not_contains,public_ip_address not_exists + internet_facing not_equals + permissions not_contains,no
alicloud.ecs.security_group.ssh_access_restricted_to_whitelist,permissions not_contains + security_group_rules not_contains,permissions not_contains + security_group_rules not_contains,no
alicloud.ecs.security_group.ssh_rdp_access_restricted_to_trusted_ips,permissions not_contains + security_group_rules not_contains + security_group_rules not_contains,permissions not_contains + security_group_rules not_contains + security_group_rules not_contains,no
alicloud.ecs.security_group.telnet_port_public_ingress_blocked,public_ip_address not_exists + internet_facing not_equals + permissions not_contains + security_group_rules not_contains,public_ip_address not_exists + internet_facing not_equals + permissions not_contains + security_group_rules not_contains,no
alicloud.ecs.security_group.unused_security_groups_identified,id exists ,status equals Active,YES
alicloud.ecs.security_group.wide_open_public_ipv4_detected,public_ip_address exists + permissions not_contains,public_ip_address exists + permissions not_contains,no
alicloud.ecs.securitygroup_default_deny_all_traffic.configured,permissions not_contains *,permissions not_contains *,no
alicloud.ecs.securitygroup_ingress_tcp_3389_from_internet_blocked.configured,public_ip_address not_exists + internet_facing not_equals + permissions not_contains + security_group_rules not_contains,public_ip_address not_exists + internet_facing not_equals + permissions not_contains + security_group_rules not_contains,no
alicloud.ecs.securitygroup_ingress_tcp_port_22_internet_access_blocked.configured,public_ip_address not_exists + internet_facing not_equals + permissions not_contains + security_group_rules not_contains,public_ip_address not_exists + internet_facing not_equals + permissions not_contains + security_group_rules not_contains,no
alicloud.ecs.snapshot.encryption_at_rest_enabled,encrypted equals + backup_enabled equals,encrypted equals + backup_enabled equals,no
alicloud.ecs.snapshot.snapshot_cross_region_copy_encrypted,encrypted equals true,encrypted equals true,no
alicloud.ecs.snapshot.snapshot_encrypted,encrypted equals true,encrypted equals true,no
alicloud.ecs.snapshot.snapshot_not_public,public_ip_address not_exists + internet_facing not_equals + backup_enabled equals,public_ip_address not_exists + internet_facing not_equals + backup_enabled equals,no
alicloud.ecs.stopped.instance,encrypted equals true,encrypted equals true,no
alicloud.ecs.subnet.flow_logging_enabled_for_traffic_analysis,logging_enabled equals true,logging_enabled equals true,no
alicloud.ecs.task.definitions_logging_block_mode,id exists ,logging_enabled equals true,YES
alicloud.ecs.task.definitions_logging_enabled,logging_enabled equals true,logging_enabled equals true,no
alicloud.ecs.task_definitions.logging_block_mode_enabled,logging_enabled equals true,logging_enabled equals true,no
alicloud.ecs.task_definitions.logging_enabled_90_day_retention,logging_enabled equals true,logging_enabled equals true,no
alicloud.ecs.training_job.network_isolation_enabled,id exists ,internet_facing not_equals true,YES
alicloud.ecs.training_job_inter_container.encryption_enabled,encrypted equals true,encrypted equals true,no
alicloud.ecs.transitgateway.auto_accept_vpc_attachments,id exists ,permissions not_contains *,YES
alicloud.ecs.transitgateway.vpc_attachment_auto_accept_disabled,id exists ,permissions not_contains *,YES
alicloud.ecs.trusted.launch_secure_boot_enabled,id exists ,status equals Active,YES
alicloud.ecs.unattached.disks_encryption_at_rest_check,encrypted equals true,encrypted equals true,no
alicloud.ecs.unattached_disks.encryption_at_rest_enabled,encrypted equals true,encrypted equals true,no
alicloud.ecs.volume.in_use,id exists ,status equals Active,YES
alicloud.ecs.volume_attached_to_instance.configured,id exists ,status equals Active,YES
alicloud.ecs.vpn_gateway_endpoint.connection_logging_enabled_90_day_retention,logging_enabled equals true,logging_enabled equals true,no
alicloud.ecs.vulnerability.automated_scanning_scheduled_weekly,id exists ,status equals Active,YES
alicloud.ecs.vulnerability.scan_enabled,id exists ,status equals Active,YES
alicloud.ecs.vulnerability_scan_scheduled.configured,id exists ,status equals Active,YES
alicloud.elasticsearch.backup.retention,backup_enabled equals true,backup_enabled equals true,no
alicloud.elasticsearch.confluence_n_a_service.documentation_storage_encrypted_and_private,encrypted equals true,encrypted equals true,no
alicloud.elasticsearch.domain.public_access_blocked,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,no
alicloud.elasticsearch.environment.cloudmonitor_logging_enabled,logging_enabled equals true,logging_enabled equals true,no
alicloud.elasticsearch.redis.cluster_automatic_failover_enabled,id exists ,status equals Active,YES
alicloud.elasticsearch.redis.cluster_in_transit_encryption_enabled,encrypted equals true,encrypted equals true,no
alicloud.elasticsearch.redis.cluster_multi_az_enabled,id exists ,status equals Active,YES
alicloud.elasticsearch.redis.cluster_rest_encryption_enabled,encrypted equals true,encrypted equals true,no
alicloud.elasticsearch.service.domains_access_control_enabled,id exists ,permissions not_contains *,YES
alicloud.elasticsearch.service.domains_audit_logging_enabled,logging_enabled equals true,logging_enabled equals true,no
alicloud.elasticsearch.service.domains_cloudmonitor_logging_enabled,logging_enabled equals true,logging_enabled equals true,no
alicloud.elasticsearch.service.domains_cloudwatch_logging_enabled,logging_enabled equals true,logging_enabled equals true,no
alicloud.elasticsearch.service.domains_encryption_at_rest_enabled,encrypted equals true,encrypted equals true,no
alicloud.elasticsearch.service.domains_fault_tolerant_data_nodes,id exists ,status equals Active,YES
alicloud.elasticsearch.service.domains_fault_tolerant_master_nodes,id exists ,status equals Active,YES
alicloud.elasticsearch.service.domains_https_communications_enforced,encrypted equals + ssl_enabled equals,encrypted equals + ssl_enabled equals,no
alicloud.elasticsearch.service.domains_internal_user_database_enabled,id exists ,permissions not_contains *,YES
alicloud.elasticsearch.service.domains_node_to_node_encryption_enabled,encrypted equals true,encrypted equals true,no
alicloud.elasticsearch.service.domains_not_publicly_accessible,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,no
alicloud.elasticsearch.service.not_publicly_accessible,public_ip_address not_exists + internet_facing not_equals + permissions not_contains,public_ip_address not_exists + internet_facing not_equals + permissions not_contains,no
alicloud.emas.fleet.internet_access_blocked,public_ip_address not_exists + internet_facing not_equals + permissions not_contains,public_ip_address not_exists + internet_facing not_equals + permissions not_contains,no
alicloud.emr.cluster.account_public_access_blocked,public_ip_address not_exists + internet_facing not_equals + permissions not_contains,public_ip_address not_exists + internet_facing not_equals + permissions not_contains,no
alicloud.emr.cluster.audit_logging_enabled_centralized,logging_enabled equals true,logging_enabled equals true,no
alicloud.emr.cluster.iam_roles_least_privilege_enforced,permissions not_contains *,permissions not_contains *,no
alicloud.emr.cluster.master_nodes_public_ip_disabled,id exists ,public_ip_address not_exists ,YES
alicloud.emr.cluster.private_networking_enforced,id exists ,internet_facing not_equals true,YES
alicloud.emr.cluster.public_access_blocked,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,no
alicloud.emr.cluster.tls_version_minimum_1_2_enforced,ssl_enabled equals + min_tls_version gte,ssl_enabled equals + min_tls_version gte,no
alicloud.emr.encrypted.with_cmks_disabled,encrypted equals + kms_key_id exists + logging_enabled equals,encrypted equals + kms_key_id exists + logging_enabled equals,no
alicloud.ess.group.capacity_rebalance_enforced,id exists ,status equals Active,YES
alicloud.ess.group.health_check_configured,id exists ,status equals Active,YES
alicloud.ess.group.multi_az_deployment,id exists ,status equals Active,YES
alicloud.ess.group.properly_configured,id exists ,status equals Active,YES
alicloud.eventbridge.data.event_subscription_cross_account_sharing_restricted,permissions not_contains *,permissions not_contains *,no
alicloud.eventbridge.data.event_subscription_destination_encrypted,encrypted equals true,encrypted equals true,no
alicloud.eventbridge.data.event_subscription_destination_least_privilege,permissions not_contains *,permissions not_contains *,no
alicloud.fc.compute.function_not_publicly_accessible,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,no
alicloud.fc.compute.function_restrict_public_access,id exists ,internet_facing not_equals true,YES
alicloud.fc.compute.function_url_authentication,id exists ,permissions not_contains *,YES
alicloud.fc.compute.function_url_public,id exists ,internet_facing not_equals true,YES
alicloud.fc.function.dependency_scan_passed,id exists ,status equals Active,YES
alicloud.fc.function.inside_vpc,id exists ,vpc_id exists ,YES
alicloud.fc.function.invoke_api_operations_actiontrail_logging_enabled_with_90_day_retention,logging_enabled equals true,logging_enabled equals true,no
alicloud.fc.function.least_privilege_identity_enforced,permissions not_contains *,permissions not_contains *,no
alicloud.fc.function.public_access_blocked,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,no
alicloud.fc.function.reserved_concurrency_set,id exists ,status equals Active,YES
alicloud.fc.function.url_cors_policy_enforced,id exists ,permissions not_contains *,YES
alicloud.fc.function.url_public,permissions not_contains *,permissions not_contains *,no
alicloud.fc.function.url_public_access_blocked,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,no
alicloud.fc.function.vpc_isolation_enabled,id exists ,vpc_id exists ,YES
alicloud.fc.function.vpc_multi_az_deployment,vpc_id exists ,vpc_id exists ,no
alicloud.fc.function_public_access_blocked.configured,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,no
alicloud.fc.function_url_public_access_blocked.configured,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,no
alicloud.fc.http.logs_enabled_with_no_secrets_in_logs,logging_enabled equals true,logging_enabled equals true,no
alicloud.fc.minimum_tls_version_1_2_enforced.configured,ssl_enabled equals + min_tls_version gte,ssl_enabled equals + min_tls_version gte,no
alicloud.fc.provisioned_concurrency.prov_conc_execution_role_least_privilege,permissions not_contains *,permissions not_contains *,no
alicloud.fc.trigger.event_source_permissions_least_privilege,permissions not_contains *,permissions not_contains *,no
alicloud.fc.trigger.event_source_source_authenticated,id exists ,permissions not_contains *,YES
alicloud.fnf.statemachine.logging_enabled,logging_enabled equals true,logging_enabled equals true,no
alicloud.general.accelerator_cluster.encryption_at_rest_enabled,encrypted equals true,encrypted equals true,no
alicloud.general.access_keys_rotated_90_days.configured,id exists ,status equals Active,YES
alicloud.general.access_logging_enabled_90_day_retention.configured,logging_enabled equals true,logging_enabled equals true,no
alicloud.general.account.firewall_restrict_to_selected_networks,permissions not_contains *,permissions not_contains *,no
alicloud.general.account.part_of_organization_structure,id exists ,status equals Active,YES
alicloud.general.account.private_endpoints_mandatory,id exists ,internet_facing not_equals true,YES
alicloud.general.advanced_edition_enabled.configured,logging_enabled equals true,status equals Active,YES
alicloud.general.advanced_protection_enabled_for_internet_facing_load_balancers.configured,id exists ,status equals Active,YES
