rule_id,for_each,current_var,proposed_var,expert_var,change_reason
alicloud.eventbridge.data.event_subscription_destination_least_privilege,alicloud.actiontrail.data_events_read_logging_enabled,permissions not_contains *,permissions not_contains *,permissions not_contains *,
alicloud.fc.compute.function_not_publicly_accessible,alicloud.fc.compute,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,
alicloud.fc.compute.function_restrict_public_access,alicloud.fc.compute,id exists,internet_facing not_equals true,internet_facing not_equals true,
alicloud.fc.compute.function_url_authentication,alicloud.fc.compute,id exists,permissions not_contains *,permissions not_contains *,
alicloud.fc.compute.function_url_public,alicloud.fc.compute,id exists,internet_facing not_equals true,internet_facing not_equals true,
alicloud.fc.function.dependency_scan_passed,alicloud.fc.function_public_access_blocked,id exists,status equals Active,status equals Active,
alicloud.fc.function.inside_vpc,alicloud.fc.function_public_access_blocked,id exists,vpc_id exists,vpc_id exists,
alicloud.fc.function.invoke_api_operations_actiontrail_logging_enabled_with_90_day_retention,alicloud.fc.function_public_access_blocked,logging_enabled equals true,logging_enabled equals true,logging_enabled equals true,
alicloud.fc.function.least_privilege_identity_enforced,alicloud.fc.function_public_access_blocked,permissions not_contains *,permissions not_contains *,permissions not_contains *,
alicloud.fc.function.public_access_blocked,alicloud.fc.function_public_access_blocked,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,
alicloud.fc.function.reserved_concurrency_set,alicloud.fc.function_public_access_blocked,id exists,status equals Active,status equals Active,
alicloud.fc.function.url_cors_policy_enforced,alicloud.fc.function_public_access_blocked,id exists,permissions not_contains *,permissions not_contains *,
alicloud.fc.function.url_public,alicloud.fc.function_public_access_blocked,permissions not_contains *,permissions not_contains *,permissions not_contains *,
alicloud.fc.function.url_public_access_blocked,alicloud.fc.function_public_access_blocked,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,
alicloud.fc.function.vpc_isolation_enabled,alicloud.fc.function_public_access_blocked,id exists,vpc_id exists,vpc_id exists,
alicloud.fc.function.vpc_multi_az_deployment,alicloud.fc.function_public_access_blocked,vpc_id exists,vpc_id exists,vpc_id exists,
alicloud.fc.function_public_access_blocked.configured,alicloud.fc.function_public_access_blocked,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,
alicloud.fc.function_url_public_access_blocked.configured,alicloud.fc.function_url_public_access_blocked,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,
alicloud.fc.http.logs_enabled_with_no_secrets_in_logs,alicloud.fc.http,logging_enabled equals true,logging_enabled equals true,logging_enabled equals true,
alicloud.fc.minimum_tls_version_1_2_enforced.configured,alicloud.fc.minimum_tls_version_1_2_enforced,ssl_enabled equals + min_tls_version gte,ssl_enabled equals + min_tls_version gte,ssl_enabled equals + min_tls_version gte,
alicloud.fc.provisioned_concurrency.prov_conc_execution_role_least_privilege,alicloud.fc.provisioned_concurrency,permissions not_contains *,permissions not_contains *,permissions not_contains *,
alicloud.fc.trigger.event_source_permissions_least_privilege,alicloud.fc.ListTriggers,permissions not_contains *,permissions not_contains *,permissions not_contains *,
alicloud.fc.trigger.event_source_source_authenticated,alicloud.fc.ListTriggers,id exists,permissions not_contains *,permissions not_contains *,
alicloud.fnf.statemachine.logging_enabled,alicloud.fnf.statemachine,logging_enabled equals true,logging_enabled equals true,logging_enabled equals true,
alicloud.general.accelerator_cluster.encryption_at_rest_enabled,alicloud.general.accelerator_cluster,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.general.access_keys_rotated_90_days.configured,alicloud.general.access_keys_rotated_90_days,id exists,status equals Active,status equals Active,
alicloud.general.access_logging_enabled_90_day_retention.configured,alicloud.general.access_logging_enabled_90_day_retention,logging_enabled equals true,logging_enabled equals true,logging_enabled equals true,
alicloud.general.account.firewall_restrict_to_selected_networks,alicloud.ack.service_account,permissions not_contains *,permissions not_contains *,permissions not_contains *,
alicloud.general.account.part_of_organization_structure,alicloud.ack.service_account,id exists,status equals Active,status equals Active,
alicloud.general.account.private_endpoints_mandatory,alicloud.ack.service_account,id exists,internet_facing not_equals true,internet_facing not_equals true,
alicloud.general.advanced_edition_enabled.configured,alicloud.general.advanced_edition_enabled,logging_enabled equals true,status equals Active,status equals Active,
alicloud.general.advanced_protection_enabled_for_internet_facing_load_balancers.configured,alicloud.general.advanced_protection_enabled_for_internet_facing_load_balancers,id exists,status equals Active,status equals Active,
alicloud.general.api.access_logging_enabled_with_90_day_retention,alicloud.general.restapi,logging_enabled equals true,logging_enabled equals true,logging_enabled equals true,
alicloud.general.api.access_restrictions_configured,alicloud.general.restapi,id exists,permissions not_contains *,permissions not_contains *,
alicloud.general.asc_enforcement_enabled.configured,alicloud.general.asc_enforcement_enabled,logging_enabled equals true,status equals Active,status equals Active,
alicloud.general.asset_fingerprint_refresh_30_days.configured,alicloud.general.asset_fingerprint_refresh_30_days,id exists,status equals Active,status equals Active,
alicloud.general.associated_with_instance.configured,alicloud.general.associated_with_instance,id exists,status equals Active,status equals Active,
alicloud.general.authorization_oauth2_enabled.configured,alicloud.general.authorization_oauth2_enabled,id exists,permissions not_contains *,permissions not_contains *,
alicloud.general.automatic_security_updates_enabled.configured,alicloud.general.automatic_security_updates_enabled,id exists,status equals Active,status equals Active,
alicloud.general.backup.daily_automated_enabled,alicloud.general.backup_enabled,backup_enabled equals true,backup_enabled equals true,backup_enabled equals true,
alicloud.general.backup_enabled.configured,alicloud.general.backup_enabled,backup_enabled equals true,backup_enabled equals true,backup_enabled equals true,
alicloud.general.backup_retention_policy_set.configured,alicloud.general.backup_retention_policy_set,backup_enabled equals true,backup_enabled equals true,backup_enabled equals true,
alicloud.general.broker.active_active_deployment_mode,alicloud.general.broker,id exists,status equals Active,status equals Active,
alicloud.general.broker.cluster_deployment_mode_with_redundancy,alicloud.general.broker,id exists,status equals Active,status equals Active,
alicloud.general.broker.logging_enabled_90_day_retention,alicloud.general.broker,logging_enabled equals true,logging_enabled equals true,logging_enabled equals true,
alicloud.general.bucket.log_retention_policy_locked_90_days,alicloud.actiontrail.oss_bucket_access_logging_enabled,id exists,logging_enabled equals true,logging_enabled equals true,
alicloud.general.bucket.public_access_detected,alicloud.actiontrail.oss_bucket_access_logging_enabled,public_ip_address exists,public_ip_address exists,public_ip_address exists,
alicloud.general.certificate_expiration_30_days_warning.configured,alicloud.general.certificate_expiration_30_days_warning,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.general.certificates_expiration_30_days_alert.configured,alicloud.general.certificates_expiration_30_days_alert,id exists,status equals Active,status equals Active,
alicloud.general.certificates_expiration_check_30_days.configured,alicloud.general.certificates_expiration_check_30_days,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.general.client_certificate_mandatory.configured,alicloud.general.client_certificate_mandatory,id exists,ssl_enabled equals true,ssl_enabled equals true,
alicloud.general.cluster.cloudmonitor_log_export_enabled,alicloud.general.accelerator_cluster,logging_enabled equals true,logging_enabled equals true,logging_enabled equals true,
alicloud.general.cluster.cloudmonitor_logging_enabled,alicloud.general.accelerator_cluster,logging_enabled equals true,logging_enabled equals true,logging_enabled equals true,
alicloud.general.cluster.cmk_encryption_at_rest_disabled,alicloud.general.accelerator_cluster,encrypted equals + kms_key_id exists,encrypted equals + kms_key_id exists,encrypted equals + kms_key_id exists,
alicloud.general.cluster.encryption_in_transit_enabled,alicloud.general.accelerator_cluster,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.general.cluster.multi_az_deployment,alicloud.general.accelerator_cluster,id exists,status equals Active,status equals Active,
alicloud.general.cluster.public_access_blocked,alicloud.general.accelerator_cluster,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,
alicloud.general.cluster.storage_encryption_at_rest_enabled,alicloud.general.accelerator_cluster,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.general.cluster_secrets_kms_cmk_encryption_at_rest_enabled.configured,alicloud.general.cluster_secrets_kms_cmk_encryption_at_rest_enabled,encrypted equals + kms_key_id exists,encrypted equals + kms_key_id exists,encrypted equals + kms_key_id exists,
alicloud.general.cluster_snapshot.encryption_at_rest_enabled,alicloud.general.cluster_snapshot,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.general.cluster_tags_copied_to_snapshots.configured,alicloud.general.cluster_tags_copied_to_snapshots,id exists,backup_enabled equals true,backup_enabled equals true,
alicloud.general.compliant_patching_enforced.configured,alicloud.general.compliant_patching_enforced,id exists,status equals Active,status equals Active,
alicloud.general.connection_redundancy_enforced.configured,alicloud.general.connection_redundancy_enforced,backup_enabled equals true,backup_enabled equals true,backup_enabled equals true,
alicloud.general.container.image_vulnerability_scanning_enabled,alicloud.ecs.training_job_inter_container,id exists,status equals Active,status equals Active,
alicloud.general.control_plane.logging_all_types_enabled_90_day_retention,alicloud.general.control_plane,logging_enabled equals true,logging_enabled equals true,logging_enabled equals true,
alicloud.general.data_catalog.connection_passwords_encryption_at_rest_enabled,alicloud.general.data_catalog,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.general.data_catalog.metadata_encryption_at_rest_enabled,alicloud.general.data_catalog,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.general.data_catalog.public_access_blocked_via_acl,alicloud.general.data_catalog,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,
alicloud.general.dataset.cmk_encryption_at_rest_enabled,alicloud.general.dataset,encrypted equals + kms_key_id exists,encrypted equals + kms_key_id exists,encrypted equals + kms_key_id exists,
alicloud.general.dataset.public_access_detected,alicloud.general.dataset,public_ip_address exists,public_ip_address exists,public_ip_address exists,
alicloud.general.deletion_protection_enabled.configured,alicloud.general.deletion_protection_enabled,id exists,status equals Active,status equals Active,
alicloud.general.development_endpoint.cloudmonitor_logs_encryption_at_rest_enabled,alicloud.general.development_endpoint,encrypted equals + logging_enabled equals,encrypted equals + logging_enabled equals,encrypted equals + logging_enabled equals,
alicloud.general.development_endpoint.job_bookmark_encryption_at_rest_enabled,alicloud.general.development_endpoint,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.general.development_endpoint.oss_encryption_at_rest_enabled,alicloud.general.development_endpoint,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.general.directory.log_forwarding_to_centralized_logging_enabled,alicloud.ims.GetDirectory,logging_enabled equals true,logging_enabled equals true,logging_enabled equals true,
alicloud.general.distribution.field_level_encryption_enforced,alicloud.general.distribution,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.general.distribution.logging_enabled_with_90_day_retention,alicloud.general.distribution,logging_enabled equals true,logging_enabled equals true,logging_enabled equals true,
alicloud.general.distributions.origin_failover_configured_with_redundancy,alicloud.general.distributions,id exists,status equals Active,status equals Active,
alicloud.general.distributions.origin_traffic_encryption_in_transit_enabled,alicloud.general.distributions,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.general.distributions_https_only_enabled.configured,alicloud.general.distributions_https_only_enabled,encrypted equals + ssl_enabled equals,encrypted equals + ssl_enabled equals,ssl_enabled equals true,TLS/SSL rule with redundant encrypted field — use ssl_enabled only
alicloud.general.document.public_access_blocked,alicloud.general.document,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,
alicloud.general.document.secrets_management_enabled,alicloud.general.document,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.general.domains.access_control_least_privilege_enforced,alicloud.general.domains_kms_cmk_encryption_at_rest_enabled,permissions not_contains *,permissions not_contains *,permissions not_contains *,
alicloud.general.domains.audit_logging_enabled_90_day_retention,alicloud.general.domains_kms_cmk_encryption_at_rest_enabled,logging_enabled equals true,logging_enabled equals true,logging_enabled equals true,
alicloud.general.domains.audit_logging_enabled_for_compliance,alicloud.general.domains_kms_cmk_encryption_at_rest_enabled,logging_enabled equals true,logging_enabled equals true,logging_enabled equals true,
alicloud.general.domains.cloudmonitor_logging_enabled_for_performance_monitoring,alicloud.general.domains_kms_cmk_encryption_at_rest_enabled,logging_enabled equals true,logging_enabled equals true,logging_enabled equals true,
alicloud.general.domains.encryption_at_rest_active,alicloud.general.domains_kms_cmk_encryption_at_rest_enabled,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.general.domains.fault_tolerant_data_nodes_with_encryption_at_rest_enabled,alicloud.general.domains_kms_cmk_encryption_at_rest_enabled,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.general.domains.fault_tolerant_master_nodes_with_encryption_at_rest_enabled,alicloud.general.domains_kms_cmk_encryption_at_rest_enabled,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.general.domains.https_only_communications_enforced,alicloud.general.domains_kms_cmk_encryption_at_rest_enabled,encrypted equals + ssl_enabled equals,encrypted equals + ssl_enabled equals,ssl_enabled equals true,TLS/SSL rule with redundant encrypted field — use ssl_enabled only
alicloud.general.domains.internal_user_database_access_control_enabled,alicloud.general.domains_kms_cmk_encryption_at_rest_enabled,id exists,permissions not_contains *,permissions not_contains *,
alicloud.general.domains.logging_enabled_90_day_retention,alicloud.general.domains_kms_cmk_encryption_at_rest_enabled,logging_enabled equals true,logging_enabled equals true,logging_enabled equals true,
alicloud.general.domains.node_to_node_encryption_active,alicloud.general.domains_kms_cmk_encryption_at_rest_enabled,encrypted equals true,encrypted equals true,ssl_enabled equals true,TLS/SSL connection rule — use ssl_enabled not encrypted
alicloud.general.domains.private_access_only,alicloud.general.domains_kms_cmk_encryption_at_rest_enabled,id exists,internet_facing not_equals true,internet_facing not_equals true,
alicloud.general.domains_kms_cmk_encryption_at_rest_enabled.configured,alicloud.general.domains_kms_cmk_encryption_at_rest_enabled,encrypted equals + kms_key_id exists,encrypted equals + kms_key_id exists,encrypted equals + kms_key_id exists,
alicloud.general.domains_node_to_node_encryption_tls_1_2_enabled.configured,alicloud.general.domains_node_to_node_encryption_tls_1_2_enabled,encrypted equals + min_tls_version gte,encrypted equals + min_tls_version gte,ssl_enabled equals true,TLS/SSL connection rule — use ssl_enabled not encrypted
alicloud.general.eks.audit_logging_enabled_for_security_compliance,alicloud.general.eks,logging_enabled equals true,logging_enabled equals true,logging_enabled equals true,
alicloud.general.encryption_at_rest_enabled.configured,alicloud.general.encryption_at_rest_enabled,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.general.encryption_at_rest_enabled_with_kms.configured,alicloud.general.encryption_at_rest_enabled_with_kms,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.general.endpoint_config.prod_variant_instances_with_logging_enabled,alicloud.general.endpoint_config,logging_enabled equals true,logging_enabled equals true,logging_enabled equals true,
alicloud.general.environment.cloudmonitor_logging_enabled_90_day_retention,alicloud.general.environment,logging_enabled equals true,logging_enabled equals true,logging_enabled equals true,
alicloud.general.etl_job.cloudmonitor_logs_encryption_at_rest_enabled,alicloud.general.etl_job,encrypted equals + logging_enabled equals,encrypted equals + logging_enabled equals,encrypted equals + logging_enabled equals,
alicloud.general.etl_job.job_bookmark_encryption_at_rest_enabled,alicloud.general.etl_job,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.general.etl_job.oss_encryption_at_rest_enabled,alicloud.general.etl_job,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.general.etl_jobs.logging_enabled_90_day_retention,alicloud.general.etl_jobs,logging_enabled equals true,logging_enabled equals true,logging_enabled equals true,
alicloud.general.field_level_logging_enabled_with_90_day_retention.configured,alicloud.general.field_level_logging_enabled_with_90_day_retention,logging_enabled equals true,logging_enabled equals true,logging_enabled equals true,
alicloud.general.file_system_tags_copied_to_backups.configured,alicloud.general.file_system_tags_copied_to_backups,backup_enabled equals true,backup_enabled equals true,backup_enabled equals true,
alicloud.general.file_system_tags_copied_to_volumes.configured,alicloud.general.file_system_tags_copied_to_volumes,id exists,tags exists,tags exists,
alicloud.general.fileshare.encryption_at_rest_enabled,alicloud.general.fileshare,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.general.filesystem.public_access_blocked,alicloud.general.filesystem,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,
alicloud.general.function.public_access_blocked,alicloud.fc.function_public_access_blocked,public_ip_address not_exists + internet_facing not_equals + permissions not_contains,public_ip_address not_exists + internet_facing not_equals + permissions not_contains,public_ip_address not_exists + internet_facing not_equals + permissions not_contains,
alicloud.general.function.public_access_blocked_via_acl,alicloud.fc.function_public_access_blocked,public_ip_address not_exists + internet_facing not_equals + permissions not_contains,public_ip_address not_exists + internet_facing not_equals + permissions not_contains,public_ip_address not_exists + internet_facing not_equals + permissions not_contains,
alicloud.general.function.url_authentication_mandatory,alicloud.fc.function_public_access_blocked,id exists,permissions not_contains *,permissions not_contains *,
alicloud.general.function.url_public_access_blocked,alicloud.fc.function_public_access_blocked,public_ip_address not_exists + internet_facing not_equals + permissions not_contains,public_ip_address not_exists + internet_facing not_equals + permissions not_contains,public_ip_address not_exists + internet_facing not_equals + permissions not_contains,
alicloud.general.global_endpoint.event_replication_enforced,alicloud.general.global_endpoint,id exists,status equals Active,status equals Active,
alicloud.general.global_tables_cross_region_enabled.configured,alicloud.general.global_tables_cross_region_enabled,id exists,backup_enabled equals true,backup_enabled equals true,
alicloud.general.guardduty_service_enabled.configured,alicloud.general.guardduty_service_enabled,logging_enabled equals true,status equals Active,status equals Active,
alicloud.general.https_enforced.configured,alicloud.general.https_enforced,encrypted equals + ssl_enabled equals,encrypted equals + ssl_enabled equals,encrypted equals + ssl_enabled equals,
alicloud.general.image_scan_on_push_enabled_for_vulnerabilities.configured,alicloud.general.image_scan_on_push_enabled_for_vulnerabilities,id exists,status equals Active,status equals Active,
alicloud.general.insecure_ssl_ciphers_disabled.configured,alicloud.general.insecure_ssl_ciphers_disabled,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.general.instance.attached_disks_encryption_at_rest_with_customer_managed_keys_enabled,alicloud.general.associated_with_instance,encrypted equals + kms_key_id exists,encrypted equals + kms_key_id exists,encrypted equals + kms_key_id exists,
alicloud.general.instance.automated_backups_enabled_with_retention_policy,alicloud.general.associated_with_instance,backup_enabled equals true,backup_enabled equals true,backup_enabled equals true,
alicloud.general.instance.ensure_using_managed_disks_with_encryption_at_rest_enabled,alicloud.general.associated_with_instance,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.general.instance.internet_facing_blocked,alicloud.general.associated_with_instance,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,
alicloud.general.instance.public_access_detected,alicloud.general.associated_with_instance,public_ip_address exists,public_ip_address exists,public_ip_address exists,
alicloud.general.instance.public_ip_detected,alicloud.general.associated_with_instance,public_ip_address exists,public_ip_address exists,public_ip_address exists,
alicloud.general.instance.ssl_connections_enforced,alicloud.general.associated_with_instance,encrypted equals + ssl_enabled equals,encrypted equals + ssl_enabled equals,encrypted equals + ssl_enabled equals,
alicloud.general.instance.trusted_launch_enabled_with_integrity_monitoring,alicloud.general.associated_with_instance,logging_enabled equals true,logging_enabled equals true,logging_enabled equals true,
alicloud.general.instance_postgres.connection_logging_flag_enabled,alicloud.general.instance_postgres,logging_enabled equals true,logging_enabled equals true,logging_enabled equals true,
alicloud.general.instance_postgres.disconnection_logging_flag_enabled,alicloud.general.instance_postgres,logging_enabled equals true,logging_enabled equals true,logging_enabled equals true,
alicloud.general.instance_postgres.error_verbosity_logging_flag_enabled,alicloud.general.instance_postgres,logging_enabled equals true,logging_enabled equals true,logging_enabled equals true,
alicloud.general.instance_postgres.min_duration_statement_logging_flag_enabled,alicloud.general.instance_postgres,logging_enabled equals true,logging_enabled equals true,logging_enabled equals true,
alicloud.general.instance_postgres.min_error_statement_logging_flag_enabled,alicloud.general.instance_postgres,logging_enabled equals true,logging_enabled equals true,logging_enabled equals true,
alicloud.general.instance_postgres.min_messages_logging_flag_enabled,alicloud.general.instance_postgres,logging_enabled equals true,logging_enabled equals true,logging_enabled equals true,
alicloud.general.instance_postgres.statement_logging_flag_enabled,alicloud.general.instance_postgres,logging_enabled equals true,logging_enabled equals true,logging_enabled equals true,
alicloud.general.integration.audit_logs_enabled_90_day_retention,alicloud.general.integration,logging_enabled equals true,logging_enabled equals true,logging_enabled equals true,
alicloud.general.key_rotation_90_days_enforced.configured,alicloud.general.key_rotation_90_days_enforced,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.general.least_privilege_assessment_enabled.configured,alicloud.general.least_privilege_assessment_enabled,logging_enabled equals + permissions not_contains,status equals Active,status equals Active,
alicloud.general.log_collection_enabled.configured,alicloud.general.log_collection_enabled,logging_enabled equals true,logging_enabled equals true,logging_enabled equals true,
alicloud.general.log_metric_filter_and_alert.audit_configuration_changes_enabled_90_day_retention,alicloud.general.log_metric_filter_and_alert,logging_enabled equals true,logging_enabled equals true,logging_enabled equals true,
alicloud.general.log_metric_filter_and_alert.bucket_permission_changes_enabled_90_day_retention,alicloud.general.log_metric_filter_and_alert,logging_enabled equals true,logging_enabled equals true,logging_enabled equals true,
alicloud.general.log_metric_filter_and_alert.custom_role_changes_enabled_90_day_retention,alicloud.general.log_metric_filter_and_alert,logging_enabled equals true,logging_enabled equals true,logging_enabled equals true,
alicloud.general.log_metric_filter_and_alert.project_ownership_changes_enabled_90_day_retention,alicloud.general.log_metric_filter_and_alert,logging_enabled equals true,logging_enabled equals true,logging_enabled equals true,
alicloud.general.log_metric_filter_and_alert.sql_instance_configuration_changes_enabled_90_day_retention,alicloud.general.log_metric_filter_and_alert,logging_enabled equals true,logging_enabled equals true,logging_enabled equals true,
alicloud.general.log_metric_filter_and_alert.vpc_firewall_rule_changes_enabled_90_day_retention,alicloud.general.log_metric_filter_and_alert,logging_enabled equals true,logging_enabled equals true,logging_enabled equals true,
alicloud.general.log_metric_filter_and_alert.vpc_network_changes_enabled_90_day_retention,alicloud.general.log_metric_filter_and_alert,logging_enabled equals true,logging_enabled equals true,logging_enabled equals true,
alicloud.general.log_metric_filter_and_alert.vpc_network_route_changes_enabled_90_day_retention,alicloud.general.log_metric_filter_and_alert,logging_enabled equals true,logging_enabled equals true,logging_enabled equals true,
alicloud.general.logging_enabled_90_day_retention.configured,alicloud.general.logging_enabled_90_day_retention,logging_enabled equals true,logging_enabled equals true,logging_enabled equals true,
alicloud.general.managed_instance_compliant_patching_enabled.configured,alicloud.general.managed_instance_compliant_patching_enabled,id exists,status equals Active,status equals Active,
alicloud.general.mfa_radius_enforced.configured,alicloud.general.mfa_radius_enforced,mfa_enabled equals true,mfa_enabled equals true,mfa_enabled equals true,
alicloud.general.ml_transform.encryption_at_rest_enabled,alicloud.general.ml_transform,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.general.model.invocation_logging_enabled_with_90_day_retention,alicloud.general.model,logging_enabled equals true,logging_enabled equals true,logging_enabled equals true,
alicloud.general.model_invocation_logs.encryption_at_rest_enabled,alicloud.general.model_invocation_logs,encrypted equals + logging_enabled equals,encrypted equals + logging_enabled equals,encrypted equals + logging_enabled equals,
alicloud.general.models.vpc_settings_properly_configured,alicloud.general.models,id exists,vpc_id exists,vpc_id exists,
alicloud.general.multi_az_deployment.configured,alicloud.general.multi_az_deployment,id exists,status equals Active,status equals Active,
alicloud.general.no_critical_findings.configured,alicloud.general.no_critical_findings,id exists,status equals Active,status equals Active,
alicloud.general.notebook_instance.encryption_at_rest_enabled,alicloud.general.notebook_instance,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.general.notebook_instance.no_direct_internet_access,alicloud.general.notebook_instance,permissions not_contains *,permissions not_contains *,permissions not_contains *,
alicloud.general.notebook_instance.vpc_settings_properly_configured,alicloud.general.notebook_instance,id exists,vpc_id exists,vpc_id exists,
alicloud.general.packages.external_public_publishing_blocked,alicloud.general.packages,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,
alicloud.general.point_in_time_recovery_enabled.configured,alicloud.general.point_in_time_recovery_enabled,backup_enabled equals true,backup_enabled equals true,backup_enabled equals true,
alicloud.general.portfolio.restricted_sharing_within_organization,alicloud.general.portfolio,permissions not_contains *,permissions not_contains *,permissions not_contains *,
alicloud.general.project.artifact_encryption_at_rest_enabled,alicloud.asr.GetProjectList,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.general.project.buildspec_source_controlled,alicloud.asr.GetProjectList,id exists,status equals Active,status equals Active,
alicloud.general.project.envvar_no_hardcoded_credentials,alicloud.asr.GetProjectList,id exists,permissions not_contains *,permissions not_contains *,
alicloud.general.project.logging_enabled_90_day_retention,alicloud.asr.GetProjectList,logging_enabled equals true,logging_enabled equals true,logging_enabled equals true,
alicloud.general.project.no_secrets_in_environment_variables,alicloud.asr.GetProjectList,id exists,permissions not_contains *,permissions not_contains *,
alicloud.general.project.oss_logs_encryption_at_rest_enabled,alicloud.asr.GetProjectList,encrypted equals + logging_enabled equals,encrypted equals + logging_enabled equals,encrypted equals + logging_enabled equals,
alicloud.general.project.reviewed_90_days,alicloud.asr.GetProjectList,id exists,status equals Active,status equals Active,
alicloud.general.project.source_repo_url_no_sensitive_credentials_exposed,alicloud.asr.GetProjectList,id exists,permissions not_contains *,permissions not_contains *,
alicloud.general.project.source_repo_url_secure,alicloud.asr.GetProjectList,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.general.public_hosted_zones.cloudmonitor_logging_enabled_for_dns_queries,alicloud.general.public_hosted_zones,logging_enabled equals true,logging_enabled equals true,logging_enabled equals true,
alicloud.general.redis.cluster_automated_backup_enabled,alicloud.general.redis,backup_enabled equals true,backup_enabled equals true,backup_enabled equals true,
alicloud.general.redis_cluster.automatic_failover_enforced,alicloud.general.redis_cluster,id exists,status equals Active,status equals Active,
alicloud.general.redis_cluster.encryption_at_rest_enforced,alicloud.general.redis_cluster,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.general.redis_cluster.in_transit_encryption_enforced,alicloud.general.redis_cluster,encrypted equals + ssl_enabled equals,encrypted equals + ssl_enabled equals,ssl_enabled equals true,TLS/SSL rule with redundant encrypted field — use ssl_enabled only
alicloud.general.redis_cluster.multi_az_deployment,alicloud.general.redis_cluster,id exists,status equals Active,status equals Active,
alicloud.general.registry.public_access_blocked,alicloud.general.registry,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,
alicloud.general.regular_backups_configured.configured,alicloud.general.regular_backups_configured,backup_enabled equals true,backup_enabled equals true,backup_enabled equals true,
alicloud.general.report_group.export_encryption_at_rest_enabled,alicloud.general.report_group,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.general.repositories.public_access_blocked,alicloud.general.repositories,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,
alicloud.general.repository.encryption_at_rest_enabled,alicloud.artifacts.ListRepository,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.general.resource.account_contact_details_current_maintenance_enforced,alicloud.general.DescribeAvailableResource,id exists,status equals Active,status equals Active,
alicloud.general.resource.account_contact_details_differentiation_enforced,alicloud.general.DescribeAvailableResource,id exists,status equals Active,status equals Active,
alicloud.general.resource.account_security_contact_information_registration_verified,alicloud.general.DescribeAvailableResource,id exists,status equals Active,status equals Active,
alicloud.general.resource.security_center_central_management_enforced,alicloud.general.DescribeAvailableResource,id exists,status equals Active,status equals Active,
