rule_id,service,resource_type,rule_tokens,for_each,rank,candidate_field,item_var_path,field_type,score,suggested_op,suggested_value,new_for_each,confidence,fix_method
gcp.iam.role.role_attached_policies_not_admin_star,iam,role,role attached policies admin star,gcp.iam.organizations.roles.list,3,roles[].title,item.roles[].title,string,6.4,not_contains,*,gcp.iam.organizations.roles.list,HIGH,token_match
gcp.iam.role.role_max_session_duration_reasonable,iam,role,role max session duration reasonable,gcp.iam.organizations.roles.list,1,roles[].includedPermissions,item.roles[].includedPermissions,string,6.4,exists,null,gcp.iam.organizations.roles.list,HIGH,token_match
gcp.iam.role.role_max_session_duration_reasonable,iam,role,role max session duration reasonable,gcp.iam.organizations.roles.list,2,roles[].stage,item.roles[].stage,string,3.9,exists,null,gcp.iam.organizations.roles.list,MEDIUM,token_match
gcp.iam.role.role_max_session_duration_reasonable,iam,role,role max session duration reasonable,gcp.iam.organizations.roles.list,3,roles[].title,item.roles[].title,string,3.9,exists,null,gcp.iam.organizations.roles.list,MEDIUM,token_match
gcp.iam.role.role_no_inline_policies,iam,role,role inline policies,gcp.iam.organizations.roles.list,1,roles[].includedPermissions,item.roles[].includedPermissions,string,6.4,exists,null,gcp.iam.organizations.roles.list,HIGH,token_match
gcp.iam.role.role_no_inline_policies,iam,role,role inline policies,gcp.iam.organizations.roles.list,2,roles[].stage,item.roles[].stage,string,3.9,exists,null,gcp.iam.organizations.roles.list,MEDIUM,token_match
gcp.iam.role.role_no_inline_policies,iam,role,role inline policies,gcp.iam.organizations.roles.list,3,roles[].title,item.roles[].title,string,3.9,exists,null,gcp.iam.organizations.roles.list,MEDIUM,token_match
gcp.iam.role.role_trust_principals_allowlist_only,iam,role,role trust principals allowlist,gcp.iam.organizations.roles.list,1,roles[].includedPermissions,item.roles[].includedPermissions,string,6.4,exists,null,gcp.iam.organizations.roles.list,HIGH,token_match
gcp.iam.role.role_trust_principals_allowlist_only,iam,role,role trust principals allowlist,gcp.iam.organizations.roles.list,2,roles[].stage,item.roles[].stage,string,3.9,exists,null,gcp.iam.organizations.roles.list,MEDIUM,token_match
gcp.iam.role.role_trust_principals_allowlist_only,iam,role,role trust principals allowlist,gcp.iam.organizations.roles.list,3,roles[].title,item.roles[].title,string,3.9,exists,null,gcp.iam.organizations.roles.list,MEDIUM,token_match
gcp.iam.role.role_trust_requires_external_id_or_audience_condition_where_supported,iam,role,role trust requires external id audience condition supported,gcp.iam.organizations.roles.list,1,roles[].includedPermissions,item.roles[].includedPermissions,string,6.4,exists,null,gcp.iam.organizations.roles.list,HIGH,token_match
gcp.iam.role.role_trust_requires_external_id_or_audience_condition_where_supported,iam,role,role trust requires external id audience condition supported,gcp.iam.organizations.roles.list,2,roles[].stage,item.roles[].stage,string,3.9,exists,null,gcp.iam.organizations.roles.list,MEDIUM,token_match
gcp.iam.role.role_trust_requires_external_id_or_audience_condition_where_supported,iam,role,role trust requires external id audience condition supported,gcp.iam.organizations.roles.list,3,roles[].title,item.roles[].title,string,3.9,exists,null,gcp.iam.organizations.roles.list,MEDIUM,token_match
gcp.iam.security.anomaly_detection,iam,security,anomaly detection,gcp.iam.projects.serviceAccounts.list,1,disableReason,item.disableReason,string,0.25,exists,null,gcp.iam.projects.serviceAccounts.list,LOW,token_match
gcp.iam.security.anomaly_detection,iam,security,anomaly detection,gcp.iam.projects.serviceAccounts.list,2,disabled,item.disabled,boolean,0.25,equals,true,gcp.iam.projects.serviceAccounts.list,LOW,token_match
gcp.iam.security.anomaly_detection,iam,security,anomaly detection,gcp.iam.projects.serviceAccounts.list,3,displayName,item.displayName,string,0.25,exists,null,gcp.iam.projects.serviceAccounts.list,LOW,token_match
gcp.iam.security.encryption_at_rest,iam,security,encryption rest,gcp.iam.projects.serviceAccounts.list,1,disableReason,item.disableReason,string,0.25,exists,null,gcp.iam.projects.serviceAccounts.list,LOW,token_match
gcp.iam.security.encryption_at_rest,iam,security,encryption rest,gcp.iam.projects.serviceAccounts.list,2,disabled,item.disabled,boolean,0.25,equals,true,gcp.iam.projects.serviceAccounts.list,LOW,token_match
gcp.iam.security.encryption_at_rest,iam,security,encryption rest,gcp.iam.projects.serviceAccounts.list,3,displayName,item.displayName,string,0.25,exists,null,gcp.iam.projects.serviceAccounts.list,LOW,token_match
gcp.iam.security.incident_response_plan,iam,security,incident response plan,gcp.iam.projects.serviceAccounts.list,1,disableReason,item.disableReason,string,0.25,exists,null,gcp.iam.projects.serviceAccounts.list,LOW,token_match
gcp.iam.security.incident_response_plan,iam,security,incident response plan,gcp.iam.projects.serviceAccounts.list,2,disabled,item.disabled,boolean,0.25,equals,true,gcp.iam.projects.serviceAccounts.list,LOW,token_match
gcp.iam.security.incident_response_plan,iam,security,incident response plan,gcp.iam.projects.serviceAccounts.list,3,displayName,item.displayName,string,0.25,exists,null,gcp.iam.projects.serviceAccounts.list,LOW,token_match
gcp.iam.security.penetration_testing,iam,security,penetration testing,gcp.iam.projects.serviceAccounts.list,1,disableReason,item.disableReason,string,0.25,exists,null,gcp.iam.projects.serviceAccounts.list,LOW,token_match
gcp.iam.security.penetration_testing,iam,security,penetration testing,gcp.iam.projects.serviceAccounts.list,2,disabled,item.disabled,boolean,0.25,equals,true,gcp.iam.projects.serviceAccounts.list,LOW,token_match
gcp.iam.security.penetration_testing,iam,security,penetration testing,gcp.iam.projects.serviceAccounts.list,3,displayName,item.displayName,string,0.25,exists,null,gcp.iam.projects.serviceAccounts.list,LOW,token_match
gcp.iam.security.threat_intelligence_integration,iam,security,threat intelligence integration,gcp.iam.projects.serviceAccounts.list,1,disableReason,item.disableReason,string,0.25,exists,null,gcp.iam.projects.serviceAccounts.list,LOW,token_match
gcp.iam.security.threat_intelligence_integration,iam,security,threat intelligence integration,gcp.iam.projects.serviceAccounts.list,2,disabled,item.disabled,boolean,0.25,equals,true,gcp.iam.projects.serviceAccounts.list,LOW,token_match
gcp.iam.security.threat_intelligence_integration,iam,security,threat intelligence integration,gcp.iam.projects.serviceAccounts.list,3,displayName,item.displayName,string,0.25,exists,null,gcp.iam.projects.serviceAccounts.list,LOW,token_match
gcp.iam.security.vulnerability_management,iam,security,vulnerability management,gcp.iam.projects.serviceAccounts.list,1,disableReason,item.disableReason,string,0.25,exists,null,gcp.iam.projects.serviceAccounts.list,LOW,token_match
gcp.iam.security.vulnerability_management,iam,security,vulnerability management,gcp.iam.projects.serviceAccounts.list,2,disabled,item.disabled,boolean,0.25,equals,true,gcp.iam.projects.serviceAccounts.list,LOW,token_match
gcp.iam.security.vulnerability_management,iam,security,vulnerability management,gcp.iam.projects.serviceAccounts.list,3,displayName,item.displayName,string,0.25,exists,null,gcp.iam.projects.serviceAccounts.list,LOW,token_match
gcp.iam.service_account.default_service_account_usage_restricted,iam,service_account,default service account usage restricted,gcp.iam.projects.serviceAccounts.list,1,accounts[].disabled,item.accounts[].disabled,string,1.4,exists,null,gcp.iam.projects.serviceAccounts.list,LOW,token_match
gcp.iam.service_account.default_service_account_usage_restricted,iam,service_account,default service account usage restricted,gcp.iam.projects.serviceAccounts.list,2,accounts[].displayName,item.accounts[].displayName,string,1.4,exists,null,gcp.iam.projects.serviceAccounts.list,LOW,token_match
gcp.iam.service_account.default_service_account_usage_restricted,iam,service_account,default service account usage restricted,gcp.iam.projects.serviceAccounts.list,3,accounts[].oauth2ClientId,item.accounts[].oauth2ClientId,string,1.4,exists,null,gcp.iam.projects.serviceAccounts.list,LOW,token_match
gcp.iam.service_account.monitoring_and_alerting,iam,service_account,monitoring alerting,gcp.iam.projects.serviceAccounts.list,1,disableReason,item.disableReason,string,0.25,exists,null,gcp.iam.projects.serviceAccounts.list,LOW,token_match
gcp.iam.service_account.monitoring_and_alerting,iam,service_account,monitoring alerting,gcp.iam.projects.serviceAccounts.list,2,disabled,item.disabled,boolean,0.25,equals,true,gcp.iam.projects.serviceAccounts.list,LOW,token_match
gcp.iam.service_account.monitoring_and_alerting,iam,service_account,monitoring alerting,gcp.iam.projects.serviceAccounts.list,3,displayName,item.displayName,string,0.25,exists,null,gcp.iam.projects.serviceAccounts.list,LOW,token_match
gcp.iam.workload_identity.cross_cluster_access_restricted,iam,workload_identity,cross cluster access restricted,gcp.iam.projects.locations.workloadIdentityPools.list,1,metadata,item.metadata,object,2.75,exists,null,gcp.iam.projects.locations.workloadIdentityPools.list,LOW,token_match
gcp.iam.workload_identity.cross_cluster_access_restricted,iam,workload_identity,cross cluster access restricted,gcp.iam.projects.locations.workloadIdentityPools.list,2,attributeCondition,item.attributeCondition,string,0.25,exists,null,gcp.iam.projects.locations.workloadIdentityPools.list,LOW,token_match
gcp.iam.workload_identity.cross_cluster_access_restricted,iam,workload_identity,cross cluster access restricted,gcp.iam.projects.locations.workloadIdentityPools.list,3,attributeMapping,item.attributeMapping,object,0.25,exists,null,gcp.iam.projects.locations.workloadIdentityPools.list,LOW,token_match
gcp.iam.workload_identity.monitoring_and_logging,iam,workload_identity,monitoring logging,gcp.iam.projects.locations.workloadIdentityPools.list,1,disabled,item.disabled,boolean,2.25,equals,true,gcp.iam.projects.locations.workloadIdentityPools.list,LOW,token_match
gcp.iam.workload_identity.monitoring_and_logging,iam,workload_identity,monitoring logging,gcp.iam.projects.locations.workloadIdentityPools.list,2,done,item.done,boolean,2.25,equals,true,gcp.iam.projects.locations.workloadIdentityPools.list,LOW,token_match
gcp.iam.workload_identity.monitoring_and_logging,iam,workload_identity,monitoring logging,gcp.iam.projects.locations.workloadIdentityPools.list,3,attributeCondition,item.attributeCondition,string,0.25,exists,null,gcp.iam.projects.locations.workloadIdentityPools.list,LOW,token_match
gcp.cloudsql.backup.db_cluster_snapshot_encrypted,sql,backup,db cluster snapshot encrypted,gcp.sqladmin.instances.list,1,,,,0,,,gcp.sqladmin.instances.list,NO_MATCH,none
gcp.cloudsql.backup.db_snapshot_encrypted,sql,backup,db snapshot encrypted,gcp.sqladmin.Backups.ListBackups,1,backupInterval,item.backupInterval,string,0.25,exists,null,gcp.sqladmin.Backups.ListBackups,LOW,token_match
gcp.cloudsql.backup.db_snapshot_encrypted,sql,backup,db snapshot encrypted,gcp.sqladmin.Backups.ListBackups,2,backupKind,item.backupKind,string,0.25,exists,null,gcp.sqladmin.Backups.ListBackups,LOW,token_match
gcp.cloudsql.backup.db_snapshot_encrypted,sql,backup,db snapshot encrypted,gcp.sqladmin.Backups.ListBackups,3,backupRun,item.backupRun,string,0.25,exists,null,gcp.sqladmin.Backups.ListBackups,LOW,token_match
gcp.cloudsql.instance.contained_db_authentication_disabled,sql,instance,contained db authentication disabled,gcp.sqladmin.instances.list,1,,,,0,,,gcp.sqladmin.instances.list,NO_MATCH,none
gcp.cloudsql.instance.cross_db_ownership_chaining_off,sql,instance,cross db ownership chaining off,gcp.sqladmin.instances.list,1,,,,0,,,gcp.sqladmin.instances.list,NO_MATCH,none
gcp.cloudsql.instance.db_cluster_audit_logging_enabled,sql,instance,db cluster audit logging enabled,gcp.sqladmin.instances.list,1,,,,0,,,gcp.sqladmin.instances.list,NO_MATCH,none
gcp.cloudsql.instance.db_cluster_iam_authentication_enabled,sql,instance,db cluster iam authentication enabled,gcp.sqladmin.instances.list,1,,,,0,,,gcp.sqladmin.instances.list,NO_MATCH,none
gcp.cloudsql.instance.db_cluster_logging_enabled,sql,instance,db cluster logging enabled,gcp.sqladmin.instances.list,1,,,,0,,,gcp.sqladmin.instances.list,NO_MATCH,none
gcp.cloudsql.instance.db_instance_encrypted_at_rest,sql,instance,db instance encrypted rest,gcp.sqladmin.instances.list,1,,,,0,,,gcp.sqladmin.instances.list,NO_MATCH,none
gcp.cloudsql.instance.db_instance_logging_enabled,sql,instance,db instance logging enabled,gcp.sqladmin.instances.list,1,,,,0,,,gcp.sqladmin.instances.list,NO_MATCH,none
gcp.cloudsql.instance.encryption_at_rest_enabled,sql,instance,encryption rest enabled,gcp.sqladmin.instances.list,1,,,,0,,,gcp.sqladmin.instances.list,NO_MATCH,none
gcp.cloudsql.instance.log_error_verbosity_configured,sql,instance,log error verbosity configured,gcp.sqladmin.instances.list,1,,,,0,,,gcp.sqladmin.instances.list,NO_MATCH,none
gcp.cloudsql.instance.log_min_duration_statement_configured,sql,instance,log min duration statement configured,gcp.sqladmin.instances.list,1,,,,0,,,gcp.sqladmin.instances.list,NO_MATCH,none
gcp.cloudsql.instance.log_min_error_statement_configured,sql,instance,log min error statement configured,gcp.sqladmin.instances.list,1,,,,0,,,gcp.sqladmin.instances.list,NO_MATCH,none
gcp.cloudsql.instance.log_min_messages_configured,sql,instance,log min messages configured,gcp.sqladmin.instances.list,1,warnings[].message,item.warnings[].message,string,0.9,exists,null,gcp.sqladmin.instances.list,LOW,token_match
gcp.cloudsql.instance.log_statement_configured,sql,instance,log statement configured,gcp.sqladmin.instances.list,1,,,,0,,,gcp.sqladmin.instances.list,NO_MATCH,none
gcp.cloudsql.instance.log_temp_files_configured,sql,instance,log temp files configured,gcp.sqladmin.instances.list,1,,,,0,,,gcp.sqladmin.instances.list,NO_MATCH,none
gcp.cloudsql.instance.sql_server_audit_configured,sql,instance,sql server audit configured,gcp.sqladmin.instances.list,1,,,,0,,,gcp.sqladmin.instances.list,NO_MATCH,none
gcp.cloudsql.instance.sql_server_user_connections_configured,sql,instance,sql server user connections configured,gcp.sqladmin.instances.list,1,,,,0,,,gcp.sqladmin.instances.list,NO_MATCH,none
gcp.cloudsql.instance.sql_server_user_options_configured,sql,instance,sql server user options configured,gcp.sqladmin.instances.list,1,,,,0,,,gcp.sqladmin.instances.list,NO_MATCH,none
gcp.cloudsql.instance.storage_encrypted,sql,instance,storage encrypted,gcp.sqladmin.instances.list,1,,,,0,,,gcp.sqladmin.instances.list,NO_MATCH,none
gcp.storage.object.etag_present,storage,object,etag present,gcp.storage.objects.list,1,items[].metageneration,item.metageneration,string,1.4,exists,null,gcp.storage.objects.list,LOW,token_match
gcp.storage.object.self_link_secure,storage,object,self link secure,gcp.storage.objects.list,1,items[].mediaLink,item.mediaLink,string,2.9,exists,null,gcp.storage.objects.list,LOW,token_match
